,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_ありが党,得票数_さやま維新の会,得票数_しょぼい政党,得票数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票数_みんなの党,得票数_フレッシュ八尾,得票数_介護の党,得票数_令和泉州,得票数_公明党,得票数_公民,得票数_吹田いきいき市民ネットワーク,得票数_吹田・維新の会,得票数_吹田新選会,得票数_四條畷維新の会,得票数_国民新党,得票数_国民民主党,得票数_地域政党ええねん藤井寺議員報酬半減,得票数_大東維新の会,得票数_大阪再生ネットワーク,得票数_大阪狭山維新の会,得票数_大阪維新 ,得票数_大阪維新の会,得票数_大阪維新の会　四条畷,得票数_大阪維新の会　箕面,得票数_大阪維新の会いばらき,得票数_大阪維新の会高槻・島本,得票数_市役所を民・営・化する会,得票数_市民ファーストの会,得票数_幸福実現党,得票数_新社会党,得票数_日本デザイン連,得票数_日本共産党,得票数_日本労働党,得票数_日本第一党,得票数_日本維新の会,得票数_東大阪新風会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_災害に強い街をつくる会,得票数_無所属,得票数_社会党,得票数_社会民主党,得票数_立憲民主党,得票数_維新の会東大阪,得票数_維新政党・新風,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_西成大阪維新の会,得票数_見張り番、東大阪,得票数_闘う改革の会 大阪,得票数_高槻ご意見番,得票数_高槻維新の会,得票数_高槻繁盛連,得票数_龍馬プロジェクトx吹田新撰会,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_ありが党,得票率_さやま維新の会,得票率_しょぼい政党,得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票率_みんなの党,得票率_フレッシュ八尾,得票率_介護の党,得票率_令和泉州,得票率_公明党,得票率_公民,得票率_吹田いきいき市民ネットワーク,得票率_吹田・維新の会,得票率_吹田新選会,得票率_四條畷維新の会,得票率_国民新党,得票率_国民民主党,得票率_地域政党ええねん藤井寺議員報酬半減,得票率_大東維新の会,得票率_大阪再生ネットワーク,得票率_大阪狭山維新の会,得票率_大阪維新 ,得票率_大阪維新の会,得票率_大阪維新の会　四条畷,得票率_大阪維新の会　箕面,得票率_大阪維新の会いばらき,得票率_大阪維新の会高槻・島本,得票率_市役所を民・営・化する会,得票率_市民ファーストの会,得票率_幸福実現党,得票率_新社会党,得票率_日本デザイン連,得票率_日本共産党,得票率_日本労働党,得票率_日本第一党,得票率_日本維新の会,得票率_東大阪新風会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_災害に強い街をつくる会,得票率_無所属,得票率_社会党,得票率_社会民主党,得票率_立憲民主党,得票率_維新の会東大阪,得票率_維新政党・新風,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_西成大阪維新の会,得票率_見張り番、東大阪,得票率_闘う改革の会 大阪,得票率_高槻ご意見番,得票率_高槻維新の会,得票率_高槻繁盛連,得票率_龍馬プロジェクトx吹田新撰会,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_ありが党,一人あたり得票率_さやま維新の会,一人あたり得票率_しょぼい政党,一人あたり得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,一人あたり得票率_みんなの党,一人あたり得票率_フレッシュ八尾,一人あたり得票率_介護の党,一人あたり得票率_令和泉州,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_吹田いきいき市民ネットワーク,一人あたり得票率_吹田・維新の会,一人あたり得票率_吹田新選会,一人あたり得票率_四條畷維新の会,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ええねん藤井寺議員報酬半減,一人あたり得票率_大東維新の会,一人あたり得票率_大阪再生ネットワーク,一人あたり得票率_大阪狭山維新の会,一人あたり得票率_大阪維新 ,一人あたり得票率_大阪維新の会,一人あたり得票率_大阪維新の会　四条畷,一人あたり得票率_大阪維新の会　箕面,一人あたり得票率_大阪維新の会いばらき,一人あたり得票率_大阪維新の会高槻・島本,一人あたり得票率_市役所を民・営・化する会,一人あたり得票率_市民ファーストの会,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本デザイン連,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_東大阪新風会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_災害に強い街をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会党,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の会東大阪,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_西成大阪維新の会,一人あたり得票率_見張り番、東大阪,一人あたり得票率_闘う改革の会 大阪,一人あたり得票率_高槻ご意見番,一人あたり得票率_高槻維新の会,一人あたり得票率_高槻繁盛連,一人あたり得票率_龍馬プロジェクトx吹田新撰会,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_ありが党,立候補者数_さやま維新の会,立候補者数_しょぼい政党,立候補者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,立候補者数_みんなの党,立候補者数_フレッシュ八尾,立候補者数_介護の党,立候補者数_令和泉州,立候補者数_公明党,立候補者数_公民,立候補者数_吹田いきいき市民ネットワーク,立候補者数_吹田・維新の会,立候補者数_吹田新選会,立候補者数_四條畷維新の会,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ええねん藤井寺議員報酬半減,立候補者数_大東維新の会,立候補者数_大阪再生ネットワーク,立候補者数_大阪狭山維新の会,立候補者数_大阪維新 ,立候補者数_大阪維新の会,立候補者数_大阪維新の会　四条畷,立候補者数_大阪維新の会　箕面,立候補者数_大阪維新の会いばらき,立候補者数_大阪維新の会高槻・島本,立候補者数_市役所を民・営・化する会,立候補者数_市民ファーストの会,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本デザイン連,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_東大阪新風会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_災害に強い街をつくる会,立候補者数_無所属,立候補者数_社会党,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の会東大阪,立候補者数_維新政党・新風,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_西成大阪維新の会,立候補者数_見張り番、東大阪,立候補者数_闘う改革の会 大阪,立候補者数_高槻ご意見番,立候補者数_高槻維新の会,立候補者数_高槻繁盛連,立候補者数_龍馬プロジェクトx吹田新撰会,当選者数_NHKから国民を守る党,当選者数_　,当選者数_ありが党,当選者数_さやま維新の会,当選者数_しょぼい政党,当選者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,当選者数_みんなの党,当選者数_フレッシュ八尾,当選者数_介護の党,当選者数_令和泉州,当選者数_公明党,当選者数_公民,当選者数_吹田いきいき市民ネットワーク,当選者数_吹田・維新の会,当選者数_吹田新選会,当選者数_四條畷維新の会,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ええねん藤井寺議員報酬半減,当選者数_大東維新の会,当選者数_大阪再生ネットワーク,当選者数_大阪狭山維新の会,当選者数_大阪維新 ,当選者数_大阪維新の会,当選者数_大阪維新の会　四条畷,当選者数_大阪維新の会　箕面,当選者数_大阪維新の会いばらき,当選者数_大阪維新の会高槻・島本,当選者数_市役所を民・営・化する会,当選者数_市民ファーストの会,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本デザイン連,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_東大阪新風会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_災害に強い街をつくる会,当選者数_無所属,当選者数_社会党,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の会東大阪,当選者数_維新政党・新風,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_西成大阪維新の会,当選者数_見張り番、東大阪,当選者数_闘う改革の会 大阪,当選者数_高槻ご意見番,当選者数_高槻維新の会,当選者数_高槻繁盛連,当選者数_龍馬プロジェクトx吹田新撰会
松原市議会議員選挙（2006年09月03日投票）,松原市議会議員選挙,大阪府,松原市,20060903.0,2006.0,9.0,3.0,20060827.0,53.33,20.0,23.0,1.15,101726.0,,,,任期満了,,,,,松原市議会議員選挙（2006年09月03日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.13043478260869565,0.15,0.6956521739130435,0.2608695652173913,0.043478260869565216,0.8,0.2,0.0,0.7271172895719887,0.24409463452710614,0.028788075900905086,0.045444830598249296,0.040682439087851026,0.028788075900905086,53807.0,5.0,51.608695652173914,8.144024912593135,35.0,43.5,53.0,58.0,65.0,51.75,8.389725859645237,35.0,43.75,52.0,58.25,65.0,,,,,,,,,,,12334.0,,,,,,,,,,,,,,,,,,,,,,,11209.0,,,,,,6111.0,,,,2738.0,,,,,,,,,21415.0,,,,,,,,53807.0,,,,,,,,,,,0.2292266805434237,,,,,,,,,,,,,,,,,,,,,,,0.20831862025387032,,,,,,0.1135725834928541,,,,0.050885572509153085,,,,,,,,,0.39799654320069877,,,,,,,,1.0,,,,,,,,,,,0.04584533610868474,,,,,,,,,,,,,,,,,,,,,,,0.041663724050774065,,,,,,0.037857527830951365,,,,0.025442786254576542,,,,,,,,,0.049749567900087346,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,3.0,,,,2.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,2.0,,,,0.0,,,,,,,,,8.0,,,,,,,
松原市議会議員選挙（2010年09月05日投票）,松原市議会議員選挙,大阪府,松原市,20100905.0,2010.0,9.0,5.0,20100829.0,,19.0,22.0,1.1578947368421053,100448.0,,,-1278.0,任期満了,53.33,,,,松原市議会議員選挙（2010年09月05日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.13636363636363635,0.15789473684210525,0.5909090909090909,0.4090909090909091,0.0,0.6842105263157895,0.3157894736842105,0.0,0.6734898217122623,0.3265101782877376,,0.051806909362481716,0.03627890869863751,,47479.990000000005,5.0,,,,,,,,53.26315789473684,9.346218516277942,36.0,47.5,54.0,60.5,69.0,,,,,,,,,,,10650.0,,,,,,,,,,,,,,,,,,,,,,,9108.7,,,,,,5966.0,,,,8131.0,,,,,,,,,13624.29,,,,,,,,47479.990000000005,,,,,,,,,,,0.22430501775590095,,,,,,,,,,,,,,,,,,,,,,,0.1918429216181385,,,,,,0.1256529329513338,,,,0.17125108914302634,,,,,,,,,0.28694803853160034,,,,,,,,1.0,,,,,,,,,,,0.04486100355118019,,,,,,,,,,,,,,,,,,,,,,,0.04796073040453463,,,,,,0.041884310983777935,,,,0.03425021782860527,,,,,,,,,0.05738960770632007,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,,,3.0,,,,,,,,,5.0,,,,,,,
松原市議会議員選挙（2014年08月24日投票）,松原市議会議員選挙,大阪府,松原市,20140824.0,2014.0,8.0,24.0,20140817.0,43.98,18.0,21.0,1.1666666666666667,,,,,任期満了,,,,,松原市議会議員選挙（2014年08月24日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.7619047619047619,0.23809523809523808,0.0,0.8888888888888888,0.1111111111111111,0.0,0.854230658434112,0.14576934156588808,,0.053389416152132,0.029153868313177615,,42971.998999999996,5.0,54.666666666666664,10.691934358078539,39.0,44.0,55.0,61.0,74.0,54.22222222222222,9.88576729757121,40.0,45.5,53.5,60.5,73.0,,,,,,,,,,,10374.0,,,,,,,,,,,,,,,,,,,,,,,8545.538,,,,,,,,,,13189.461,,,,,931.0,,,,9932.0,,,,,,,,42971.998999999996,,,,,,,,,,,0.2414130187427399,,,,,,,,,,,,,,,,,,,,,,,0.19886293863127014,,,,,,,,,,0.3069315206862962,,,,,0.02166527091280999,,,,0.23112725102688383,,,,,,,,1.0,,,,,,,,,,,0.060353254685684976,,,,,,,,,,,,,,,,,,,,,,,0.049715734657817534,,,,,,,,,,0.038366440085787025,,,,,0.02166527091280999,,,,0.05778181275672096,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,8.0,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,6.0,,,,,0.0,,,,4.0,,,,,,,
松原市議会議員選挙（2018年09月02日投票）,松原市議会議員選挙,大阪府,松原市,20180902.0,2018.0,9.0,2.0,20180826.0,42.7,18.0,23.0,1.2777777777777777,,,,,任期満了,43.98,,,,松原市議会議員選挙（2018年09月02日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.17391304347826086,0.16666666666666666,0.5652173913043478,0.43478260869565216,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6870236168765684,0.3129763831234316,,0.0528479705289668,0.03129763831234316,,42639.0,7.0,51.30434782608695,11.644871170376648,27.0,44.0,48.0,58.0,78.0,52.55555555555556,9.18466247019225,39.0,44.5,55.0,58.5,70.0,,72.0,,,,,,,,,9686.0,,,,,,,,,,,,,7340.0,,,,,,,,,,8105.0,,,,,,,,,,5858.0,,,1897.0,,,,,,9681.0,,,,,,,,42639.0,,0.0016885949482867797,,,,,,,,,0.22716292595980206,,,,,,,,,,,,,0.17214287389479116,,,,,,,,,,0.19008419522033818,,,,,,,,,,0.1373859612092216,,,0.04448978634583363,,,,,,0.22704566242172658,,,,,,,,1.0,,0.0016885949482867797,,,,,,,,,0.056790731489950515,,,,,,,,,,,,,0.05738095796493039,,,,,,,,,,0.047521048805084544,,,,,,,,,,0.022897660201536937,,,0.04448978634583363,,,,,,0.056761415605431645,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,6.0,,,1.0,,,,,,4.0,,,,,,,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,2.0,,,1.0,,,,,,4.0,,,,,,,
枚方市議会議員選挙（1999年04月25日投票）,枚方市議会議員選挙,大阪府,枚方市,19990425.0,1999.0,4.0,25.0,19990418.0,49.97,36.0,42.0,1.1666666666666667,308731.0,,,,任期満了,,,,,枚方市議会議員選挙（1999年04月25日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.023809523809523808,0.027777777777777776,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.023809523809523808,,,149599.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,32888.66,,,,,,,,,,,,,,,,,,,,,,,22755.0,,,,,,24006.0,,,,69949.34,,,,,,,,,,,,,,,,,149599.0,,,,,,,,,,,0.21984545351238982,,,,,,,,,,,,,,,,,,,,,,,0.15210663172882172,,,,,,0.1604689870921597,,,,0.4675789276666288,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.027480681689048728,,,,,,,,,,,,,,,,,,,,,,,0.021729518818403102,,,,,,0.026744831182026616,,,,0.022265663222220417,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,6.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,6.0,,,,15.0,,,,,,,,,,,,,,,,
枚方市議会議員選挙（2003年04月27日投票）,枚方市議会議員選挙,大阪府,枚方市,20030427.0,2003.0,4.0,27.0,20030420.0,45.76,36.0,49.0,1.3611111111111112,315031.0,,,6300.0,任期満了,49.97,,,,枚方市議会議員選挙（2003年04月27日投票）,1.0,49.0,36.0,1.3611111111111112,0.0,0.0,0.0,0.12244897959183673,0.08333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02040816326530612,,,140402.0,6.0,50.285714285714285,10.571428571428571,28.0,45.0,52.0,56.0,74.0,52.916666666666664,9.522998477370455,31.0,48.0,53.5,56.5,74.0,,,,,,,,,,,31436.809999999998,,,,,,,,,,,,,,,,,,,,,,,16925.0,,,,,,34016.0,,,,47213.19,,1094.0,,,,,,,9717.0,,,,,,,,140402.0,,,,,,,,,,,0.22390571359382344,,,,,,,,,,,,,,,,,,,,,,,0.12054671585874845,,,,,,0.24227575105767724,,,,0.33627149185909033,,0.00779191179612826,,,,,,,0.06920841583453227,,,,,,,,1.0,,,,,,,,,,,0.02798821419922793,,,,,,,,,,,,,,,,,,,,,,,0.017220959408392637,,,,,,0.02691952789529747,,,,0.016012928183766206,,0.00779191179612826,,,,,,,0.02306947194484409,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,9.0,,,,21.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,9.0,,,,10.0,,0.0,,,,,,,3.0,,,,,,,
枚方市議会議員選挙（2007年04月22日投票）,枚方市議会議員選挙,大阪府,枚方市,20070422.0,2007.0,4.0,22.0,20070415.0,46.93,34.0,53.0,1.5588235294117647,320554.0,,,5523.0,任期満了,45.76,,,,枚方市議会議員選挙（2007年04月22日投票）,1.0,53.0,34.0,1.5588235294117647,0.0,0.0,0.0,0.1320754716981132,0.11764705882352941,0.5094339622641509,0.4716981132075472,0.018867924528301886,0.7647058823529411,0.20588235294117646,0.029411764705882353,0.6608230099934013,0.3015163574766832,0.037660632529915576,0.0244749262960519,0.012060654299067329,0.037660632529915576,146997.0,5.0,52.320754716981135,10.905725664099156,27.0,47.0,55.0,59.0,78.0,54.61764705882353,9.003315421627462,38.0,49.5,55.0,59.0,78.0,,,,,,,,,,,32956.0,,,,,,,,,,,,,,,,,,,,,,,18788.0,,,,,,35828.0,,,,46066.0,,,,,,,,,13359.0,,,,,,,,146997.0,,,,,,,,,,,0.22419505159969252,,,,,,,,,,,,,,,,,,,,,,,0.12781213222038545,,,,,,0.24373286529657068,,,,0.3133805451811942,,,,,,,,,0.09087940570215719,,,,,,,,1.0,,,,,,,,,,,0.028024381449961566,,,,,,,,,,,,,,,,,,,,,,,0.02130202203673091,,,,,,0.02708142947739674,,,,0.012053097891584392,,,,,,,,,0.022719851425539297,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,9.0,,,,26.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,9.0,,,,8.0,,,,,,,,,3.0,,,,,,,
枚方市議会議員選挙（2011年04月24日投票）,枚方市議会議員選挙,大阪府,枚方市,20110424.0,2011.0,4.0,24.0,20110417.0,45.53,34.0,46.0,1.3529411764705883,324041.0,,,3487.0,任期満了,46.93,,,,枚方市議会議員選挙（2011年04月24日投票）,1.0,46.0,34.0,1.3529411764705883,0.0,0.0,0.0,0.15217391304347827,0.17647058823529413,0.5,0.5,0.0,0.5882352941176471,0.4117647058823529,0.0,0.5540704519820637,0.4459295480179362,,0.024090019651394075,0.01938824121817114,,145404.0,7.0,52.0,11.009876988611081,27.0,44.25,53.0,59.75,72.0,51.588235294117645,10.412429357316535,27.0,45.0,53.0,58.75,72.0,,,,,,,8915.0,,,,31416.0,,,,,,,,,,,,,,,,,,,,,,,15769.0,281.0,,,,,40648.48,,,,30994.42,,,,,,,,,17380.1,,,,,,,,145404.0,,,,,,,0.061311930895986355,,,,0.21606008087810513,,,,,,,,,,,,,,,,,,,,,,,0.10844956122252483,0.0019325465599295756,,,,,0.2795554455173173,,,,0.21316071084701932,,,,,,,,,0.11952972407911748,,,,,,,,1.0,,,,,,,0.030655965447993178,,,,0.02700751010976314,,,,,,,,,,,,,,,,,,,,,,,0.018074926870420806,0.0019325465599295756,,,,,0.02329628712644311,,,,0.017763392570584943,,,,,,,,,0.023905944815823497,,,,,,,,,,,,,,2.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,12.0,,,,12.0,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,11.0,,,,6.0,,,,,,,,,4.0,,,,,,,
枚方市議会議員選挙（2015年04月26日投票）,枚方市議会議員選挙,大阪府,枚方市,20150426.0,2015.0,4.0,26.0,20150419.0,45.51,32.0,46.0,1.4375,323568.0,,,-473.0,任期満了,45.53,,,,枚方市議会議員選挙（2015年04月26日投票）,1.0,46.0,32.0,1.4375,0.0,0.0,0.0,0.17391304347826086,0.21875,0.6521739130434783,0.2826086956521739,0.06521739130434782,0.78125,0.125,0.09375,0.7259387850531557,0.19894190700169162,0.07511930794515273,0.024197959501771855,0.01530322361551474,0.02503976931505091,145422.0,8.0,54.65217391304348,10.403213114234902,31.0,47.25,55.0,62.0,76.0,54.125,10.233981385560558,31.0,48.75,54.5,60.5,76.0,,,,,,,,,,,27884.0,,,,,,,,,,,,,20180.0,,,,,,,399.0,,,13894.0,,,,,,21545.0,,,,43230.53,,,,,1226.0,,,,17063.47,,,,,,,,145422.0,,,,,,,,,,,0.19174540303392884,,,,,,,,,,,,,0.13876854946294234,,,,,,,0.0027437389115814665,,,0.09554262766293958,,,,,,0.14815502468677366,,,,0.2972764093465913,,,,,0.008430636354884405,,,,0.11733761054035842,,,,,,,,1.0,,,,,,,,,,,0.023968175379241105,,,,,,,,,,,,,0.06938427473147117,,,,,,,0.0027437389115814665,,,0.019108525532587916,,,,,,0.021165003526681953,,,,0.018579775584161955,,,,,0.008430636354884405,,,,0.01955626842339307,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,,5.0,,,,,,7.0,,,,16.0,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,2.0,,,,,,,0.0,,,4.0,,,,,,6.0,,,,8.0,,,,,0.0,,,,4.0,,,,,,,
枚方市議会議員選挙（2019年04月21日投票）,枚方市議会議員選挙,大阪府,枚方市,20190421.0,2019.0,4.0,21.0,20190414.0,44.72,32.0,48.0,1.5,330743.0,,,7175.0,任期満了,45.51,,,,枚方市議会議員選挙（2019年04月21日投票）,1.0,48.0,32.0,1.5,0.0,0.0,0.0,0.22916666666666666,0.3125,0.4791666666666667,0.4791666666666667,0.041666666666666664,0.65625,0.3125,0.03125,0.555346434034236,0.39686961316262154,0.047783952803142384,0.024145497131923304,0.017255200572287892,0.023891976401571192,146115.999,8.0,54.416666666666664,11.226518704488146,33.0,46.0,53.5,61.0,81.0,52.125,9.616879691459179,35.0,44.75,52.5,58.25,79.0,,,,,,,,,,,25909.359,,,,,,,1877.0,,,,,,44464.64,,,,,,,364.0,,,12355.0,,,,,,,,,,39308.0,,,8320.0,,,,,,13518.0,,,,,,,,146115.999,,,,,,,,,,,0.17732047946371704,,,,,,,0.012845958093884023,,,,,,0.30431054986661654,,,,,,,0.002491171415116561,,,0.08455610668616788,,,,,,,,,,0.26901913732253235,,,0.05694106091694996,,,,,,0.09251553623501557,,,,,,,,1.0,,,,,,,,,,,0.02216505993296463,,,,,,,0.012845958093884023,,,,,,0.04347293569523093,,,,,,,0.002491171415116561,,,0.016911221337233575,,,,,,,,,,0.014158901964343808,,,0.02847053045847498,,,,,,0.018503107247003114,,,,,,,,,,,,,,,,,,8.0,,,,,,,1.0,,,,,,7.0,,,,,,,1.0,,,5.0,,,,,,,,,,19.0,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,0.0,,,,,,7.0,,,,,,,0.0,,,4.0,,,,,,,,,,7.0,,,2.0,,,,,,4.0,,,,,,,
柏原市議会議員補欠選挙（2001年02月11日投票）,柏原市議会議員補欠選挙,大阪府,柏原市,20010211.0,2001.0,2.0,11.0,20010204.0,無投票,1.0,1.0,1.0,61175.0,,,,その他,,,,,柏原市議会議員補欠選挙（2001年02月11日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
