,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_自由民主党
九度山町議会議員選挙（2007年04月22日投票）,九度山町議会議員選挙,和歌山県,九度山町,20070422.0,2007.0,4.0,22.0,20070417.0,86.99,12.0,15.0,1.25,4680.0,,,,任期満了,,,,,九度山町議会議員選挙（2007年04月22日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.7034465658318869,0.2965534341681131,,0.0703446565831887,0.05931068683362262,,4033.0,2.0,61.333333333333336,5.769652406245014,49.0,58.0,61.0,64.5,72.0,62.25,5.987834889729898,49.0,58.75,61.5,65.5,72.0,,,,259.0,,,,3774.0,,,,,,4033.0,,,,0.06422018348623854,,,,0.9357798165137615,,,,,,1.0,,,,0.06422018348623854,,,,0.06684141546526869,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,11.0,,,,,
九度山町議会議員選挙（2011年04月24日投票）,九度山町議会議員選挙,和歌山県,九度山町,20110424.0,2011.0,4.0,24.0,20110419.0,,12.0,13.0,1.0833333333333333,4394.0,,,-286.0,任期満了,86.99,,,,九度山町議会議員選挙（2011年04月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6666666666666666,0.25,0.08333333333333333,0.6302497941257206,0.28630249794125723,0.08344770793302224,0.07002775490285784,0.09543416598041908,0.08344770793302224,3643.0,2.0,,,,,,,,,,,,,,,,,,178.0,,,,3465.0,,,,,,3643.0,,,,0.048860828987098544,,,,0.9511391710129015,,,,,,1.0,,,,0.048860828987098544,,,,0.07926159758440846,,,,,,,,,1.0,,,,12.0,,,,,,,,,0.0,,,,12.0,,,,,
九度山町議会議員選挙（2015年04月26日投票）,九度山町議会議員選挙,和歌山県,九度山町,20150426.0,2015.0,4.0,26.0,20150421.0,78.8,10.0,11.0,1.1,4038.0,,,-356.0,任期満了,,,,,九度山町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.1,0.7272727272727273,0.2727272727272727,0.0,0.8,0.2,0.0,0.7366071428571429,0.26339285714285715,,0.09207589285714286,0.08779761904761905,,3136.0,2.0,63.45454545454545,9.893649353027484,49.0,55.0,63.0,71.0,80.0,63.5,10.375451797391765,49.0,54.0,64.5,72.0,80.0,,,,258.0,,,,2878.0,,,,,,3136.0,,,,0.08227040816326531,,,,0.9177295918367347,,,,,,1.0,,,,0.08227040816326531,,,,0.09177295918367348,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,9.0,,,,,
九度山町議会議員選挙（2019年04月21日投票）,九度山町議会議員選挙,和歌山県,九度山町,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,11.0,1.1,,,,,任期満了,78.8,,,,九度山町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.6555516140475346,0.3444483859524654,,0.08194395175594182,0.1148161286508218,,2819.0,2.0,63.27272727272727,11.168876472272965,42.0,55.0,67.0,70.0,84.0,63.5,11.689739090330459,42.0,54.0,67.0,70.0,84.0,,,,204.0,,,,2615.0,,,,,,2819.0,,,,0.07236608726498758,,,,0.9276339127350124,,,,,,1.0,,,,0.07236608726498758,,,,0.09276339127350124,,,,,,,,,1.0,,,,10.0,,,,,,,,,1.0,,,,9.0,,,,,
北山村議会議員選挙（2011年12月11日投票）,北山村議会議員選挙,和歌山県,北山村,20111211.0,2011.0,12.0,11.0,20111206.0,92.86,6.0,8.0,1.3333333333333333,448.0,,,,任期満了,,,,,北山村議会議員選挙（2011年12月11日投票）,1.0,8.0,6.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5786924939467313,0.4213075060532688,,0.14467312348668282,0.1053268765133172,,413.0,1.0,60.875,6.6226410894748025,46.0,60.5,62.0,64.5,69.0,60.5,7.610300037887249,46.0,57.5,63.0,65.5,69.0,,,,,,,,413.0,,,,,,413.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.125,,,,,,,,,,,,,8.0,,,,,,,,,,,,,6.0,,,,,
北山村議会議員選挙（2015年12月06日投票）,北山村議会議員選挙,和歌山県,北山村,20151206.0,2015.0,12.0,6.0,20151201.0,90.84,6.0,7.0,1.1666666666666667,,,,,任期満了,92.86,,,,北山村議会議員選挙（2015年12月06日投票）,1.0,7.0,6.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8803191489361702,0.1196808510638298,,0.17606382978723406,0.0598404255319149,,376.0,1.0,64.28571428571429,6.8183426078752705,50.0,63.0,66.0,67.5,73.0,64.0,7.32575365861197,50.0,61.5,66.5,67.75,73.0,,,,,,,,376.0,,,,,,376.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.14285714285714285,,,,,,,,,,,,,7.0,,,,,,,,,,,,,6.0,,,,,
北山村議会議員選挙（2019年12月01日投票）,北山村議会議員選挙,和歌山県,北山村,20191201.0,2019.0,12.0,1.0,20191126.0,89.41,5.0,6.0,1.2,,,,,任期満了,90.84,,,,北山村議会議員選挙（2019年12月01日投票）,1.0,6.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,0.4,0.0,0.46491071611320495,0.535089283886795,,0.15497023870440166,0.17836309462893166,,341.99899999999997,1.0,66.66666666666667,4.6785562825394,59.0,64.0,67.0,70.75,72.0,66.0,4.857983120596447,59.0,64.0,64.0,71.0,72.0,,,,,,,,341.99899999999997,,,,,,341.99899999999997,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,,6.0,,,,,,,,,,,,,5.0,,,,,
印南町議会議員補欠選挙（2020年02月09日投票）,印南町議会議員補欠選挙,和歌山県,印南町,20200209.0,2020.0,2.0,9.0,20200204.0,56.8,1.0,2.0,2.0,,,,,辞職/げんそ彰人氏の県議会議員選挙出馬による辞職に伴う。,,,,,印南町議会議員補欠選挙（2020年02月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3850.0,1.0,63.0,1.0,62.0,62.5,63.0,63.5,64.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,3850.0,,,,,,3850.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,
印南町議会議員選挙（2009年08月02日投票）,印南町議会議員選挙,和歌山県,印南町,20090802.0,2009.0,8.0,2.0,20090728.0,89.02,12.0,14.0,1.1666666666666667,7604.0,,,,任期満了,,,,,印南町議会議員選挙（2009年08月02日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.45454545454545453,0.5454545454545454,0.0,0.49219904746263754,0.5078009525373625,,0.07031414963751965,0.07254299321962321,,6089.0,2.0,57.714285714285715,7.496938150515386,49.0,50.5,56.5,62.5,73.0,55.09090909090909,5.72799418255395,49.0,50.0,53.0,59.0,66.0,,,,409.0,,,,5680.0,,,,,,6089.0,,,,0.0671703071111841,,,,0.9328296928888159,,,,,,1.0,,,,0.0671703071111841,,,,0.07175613022221661,,,,,,,,,1.0,,,,13.0,,,,,,,,,1.0,,,,10.0,,,,,
印南町議会議員選挙（2013年08月04日投票）,印南町議会議員選挙,和歌山県,印南町,20130804.0,2013.0,8.0,4.0,20130730.0,86.32,12.0,13.0,1.0833333333333333,,,,,任期満了,89.02,,,,印南町議会議員選挙（2013年08月04日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.7513891093824416,0.24861089061755834,,0.07513891093824417,0.08287029687251944,,6299.0,2.0,58.38461538461539,6.4871288130178515,51.0,53.0,56.0,65.0,70.0,58.833333333333336,6.555320146432378,51.0,53.75,56.5,65.5,70.0,,,,511.0,,,,5788.0,,,,,,6299.0,,,,0.08112398793459279,,,,0.9188760120654073,,,,,,1.0,,,,0.08112398793459279,,,,0.0765730010054506,,,,,,,,,1.0,,,,12.0,,,,,,,,,1.0,,,,11.0,,,,,
印南町議会議員選挙（2017年08月06日投票）,印南町議会議員選挙,和歌山県,印南町,20170806.0,2017.0,8.0,6.0,20170801.0,無投票,12.0,12.0,1.0,,,,,任期満了,86.32,,,,印南町議会議員選挙（2017年08月06日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,,,,,,,0.0,0.0,60.416666666666664,7.70777024970401,44.0,56.5,59.0,65.5,74.0,60.416666666666664,7.70777024970401,44.0,56.5,59.0,65.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
印南町議会議員選挙（2021年08月08日投票）,印南町議会議員選挙,和歌山県,印南町,20210808.0,2021.0,8.0,8.0,20210803.0,82.64,12.0,16.0,1.3333333333333333,6819.0,3199.0,3620.0,,任期満了,,,,,印南町議会議員選挙（2021年08月08日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0625,0.0,0.625,0.375,0.0,0.75,0.25,0.0,0.7037235947010383,0.2962764052989617,,0.07037235947010383,0.049379400883160285,,5586.0,2.0,64.125,5.8081300777444715,48.0,61.75,64.5,68.0,75.0,63.5,6.34428877022476,48.0,61.25,64.0,67.25,75.0,,,,354.0,,,,5232.0,,,,,,5586.0,,,,0.06337271750805586,,,,0.9366272824919442,,,,,,1.0,,,,0.06337271750805586,,,,0.06244181883279628,,,,,,,,,1.0,,,,15.0,,,,,,,,,1.0,,,,11.0,,,,,
古座川町議会議員選挙（2008年06月15日投票）,古座川町議会議員選挙,和歌山県,古座川町,20080615.0,2008.0,6.0,15.0,20080610.0,89.16,10.0,12.0,1.2,2988.0,,,,任期満了,,,,,古座川町議会議員選挙（2008年06月15日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.8333333333333334,0.16666666666666666,0.0,0.9,0.1,0.0,0.7947448591012948,0.20525514089870525,,0.07947448591012948,0.10262757044935263,,2626.0,2.0,60.333333333333336,8.239471396205516,48.0,54.75,60.5,65.25,73.0,61.2,8.19512049941915,48.0,56.25,60.5,67.75,73.0,,,,250.0,,,,2376.0,,,,,,2626.0,,,,0.09520182787509521,,,,0.9047981721249048,,,,,,1.0,,,,0.09520182787509521,,,,0.08225437928408225,,,,,,,,,1.0,,,,11.0,,,,,,,,,1.0,,,,9.0,,,,,
古座川町議会議員選挙（2012年06月03日投票）,古座川町議会議員選挙,和歌山県,古座川町,20120603.0,2012.0,6.0,3.0,20120529.0,88.81,10.0,12.0,1.2,2771.0,,,-217.0,任期満了,89.16,,,,古座川町議会議員選挙（2012年06月03日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.1,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6,0.3,0.1,0.6361763494025546,0.3016069221260816,0.06221672847136382,0.09088233562893637,0.0754017305315204,0.06221672847136382,2427.0,2.0,,,,,,,,,,,,,,,,,,266.0,,,,2161.0,,,,,,2427.0,,,,0.1096003296250515,,,,0.8903996703749485,,,,,,1.0,,,,0.1096003296250515,,,,0.08094542457954078,,,,,,,,,1.0,,,,11.0,,,,,,,,,1.0,,,,9.0,,,,,
古座川町議会議員選挙（2016年06月05日投票）,古座川町議会議員選挙,和歌山県,古座川町,20160605.0,2016.0,6.0,5.0,20160531.0,88.03,10.0,12.0,1.2,2540.0,,,-231.0,任期満了,88.81,,,,古座川町議会議員選挙（2016年06月05日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5,0.4,0.1,0.47748976807639837,0.461118690313779,0.061391541609822645,0.06821282401091405,0.11527967257844475,0.061391541609822645,2199.0,2.0,63.75,5.340489990004039,56.0,58.75,64.0,68.25,72.0,63.8,4.791659420284375,56.0,60.25,64.0,67.0,72.0,,,,188.0,,,,2011.0,,,,,,2199.0,,,,0.08549340609367895,,,,0.914506593906321,,,,,,1.0,,,,0.08549340609367895,,,,0.08313696308239282,,,,,,,,,1.0,,,,11.0,,,,,,,,,1.0,,,,9.0,,,,,
古座川町議会議員選挙（2020年06月07日投票）,古座川町議会議員選挙,和歌山県,古座川町,20200607.0,2020.0,6.0,7.0,20200602.0,87.23,10.0,12.0,1.2,2334.0,,,-206.0,任期満了,88.03,,,,古座川町議会議員選挙（2020年06月07日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8,0.2,0.0,0.7519112638625076,0.18675131900585118,0.061337417131641155,0.09398890798281345,0.09337565950292559,0.030668708565820577,1988.998,2.0,68.66666666666667,6.944222218666553,51.0,66.75,70.0,73.5,76.0,67.7,7.197916365171242,51.0,64.25,68.0,72.75,76.0,,,,175.605,,,,1813.393,,,,,,1988.998,,,,0.08828817324099873,,,,0.9117118267590013,,,,,,1.0,,,,0.08828817324099873,,,,0.0828828933417274,,,,,,,,,1.0,,,,11.0,,,,,,,,,1.0,,,,9.0,,,,,
和歌山市議会議員補欠選挙（2010年08月01日投票）,和歌山市議会議員補欠選挙,和歌山県,和歌山市,20100801.0,2010.0,8.0,1.0,20100725.0,36.42,2.0,4.0,2.0,310933.0,,,,その他,,,,,和歌山市議会議員補欠選挙（2010年08月01日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.58073235269013,0.41926764730987,,0.19357745089671,0.41926764730987,105441.0,4.0,45.0,7.516648189186454,37.0,37.75,45.0,52.25,53.0,37.5,0.5,37.0,37.25,37.5,37.75,38.0,,,,19479.0,,,31859.0,9895.0,,,,,44208.0,105441.0,,,,0.1847383844993883,,,0.30215001754535714,0.09384395064538462,,,,,0.41926764730987,1.0,,,,0.1847383844993883,,,0.30215001754535714,0.09384395064538462,,,,,0.41926764730987,,,,1.0,,,1.0,1.0,,,,,1.0,,,,0.0,,,1.0,0.0,,,,,1.0
和歌山市議会議員補欠選挙（2014年08月10日投票）,和歌山市議会議員補欠選挙,和歌山県,和歌山市,20140810.0,2014.0,8.0,10.0,20140803.0,30.82,2.0,4.0,2.0,,,,,任期満了,36.42,,,,和歌山市議会議員補欠選挙（2014年08月10日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,81437.0,2.0,49.0,10.41633332799983,35.0,41.0,50.5,58.5,60.0,39.0,4.0,35.0,37.0,39.0,41.0,43.0,,,,20587.0,,,,60850.0,,,,,,81437.0,,,,0.25279664034775345,,,,0.7472033596522465,,,,,,1.0,,,,0.25279664034775345,,,,0.24906778655074882,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,,1.0,,,,,
和歌山市議会議員選挙（2003年04月27日投票）,和歌山市議会議員選挙,和歌山県,和歌山市,20030427.0,2003.0,4.0,27.0,20030420.0,52.81,42.0,50.0,1.1904761904761905,315150.0,,,,その他,,,,,和歌山市議会議員選挙（2003年04月27日投票）,1.0,50.0,42.0,1.1904761904761905,0.0,0.0,0.0,0.14,0.14285714285714285,0.58,0.38,0.04,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.6001157115437346,0.33606318739907987,0.06382110105718551,0.02069364522564602,0.01768753617889894,0.031910550528592756,164115.0,6.0,50.18,9.384433920061454,30.0,42.75,51.5,57.5,68.0,49.904761904761905,8.626673816355112,30.0,45.25,51.0,56.0,66.0,30751.23,,,15911.0,,,6975.0,103519.01,3219.76,,,,3739.0,164115.0,0.1873761082167992,,,0.09695030923437833,,,0.04250068549492734,0.6307711665600341,0.01961892575328276,,,,0.022782804740578252,1.0,0.0234220135270999,,,0.01615838487239639,,,0.02125034274746367,0.019711598955001065,0.01961892575328276,,,,0.022782804740578252,8.0,,,6.0,,,2.0,32.0,1.0,,,,1.0,8.0,,,5.0,,,2.0,25.0,1.0,,,,1.0
和歌山市議会議員選挙（2007年04月22日投票）,和歌山市議会議員選挙,和歌山県,和歌山市,20070422.0,2007.0,4.0,22.0,20070415.0,48.32,40.0,47.0,1.175,310297.0,,,-4853.0,任期満了,52.81,,,,和歌山市議会議員選挙（2007年04月22日投票）,1.0,47.0,40.0,1.175,0.0,0.0,0.0,0.10638297872340426,0.125,0.7659574468085106,0.14893617021276595,0.0851063829787234,0.8,0.125,0.075,0.7720209023947284,0.15396328578083543,0.07401581182443609,0.021445025066520233,0.021994755111547918,0.018503952956109022,148117.0,7.0,52.02127659574468,10.527551212913478,26.0,44.0,55.0,60.0,67.0,53.375,8.929410674842993,28.0,48.25,55.5,60.0,67.0,29871.0,,,16661.0,,,8230.58,77067.42,3053.0,,,171.0,13063.0,148117.0,0.20167165146472046,,,0.11248540005536165,,,0.055568098192645,0.5203144811196554,0.02061208369059595,,,0.0011544927320969235,0.08819379274492462,1.0,0.025208956433090058,,,0.01874756667589361,,,0.018522699397548335,0.021679770046652308,0.02061208369059595,,,0.0011544927320969235,0.022048448186231154,8.0,,,6.0,,,3.0,24.0,1.0,,,1.0,4.0,8.0,,,5.0,,,2.0,21.0,1.0,,,0.0,3.0
和歌山市議会議員選挙（2011年04月24日投票）,和歌山市議会議員選挙,和歌山県,和歌山市,20110424.0,2011.0,4.0,24.0,20110417.0,42.95,38.0,45.0,1.1842105263157894,308936.0,,,-1361.0,任期満了,48.32,,,,和歌山市議会議員選挙（2011年04月24日投票）,1.0,45.0,38.0,1.1842105263157894,0.0,0.0,0.0,0.13333333333333333,0.15789473684210525,0.6666666666666666,0.28888888888888886,0.044444444444444446,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.7648022339178598,0.19214351926332804,0.0430542468188121,0.025493407797261995,0.014780270712563695,0.02152712340940605,130533.0,5.0,,,,,,,,,,,,,,,29404.0,,,13903.07,,,5816.62,64025.31,,,,,17384.0,130533.0,0.2252610450997066,,,0.10651000130235266,,,0.044560532585629684,0.4904913699983912,,,,,0.13317705101391986,1.0,0.028157630637463325,,,0.017751666883725443,,,0.022280266292814842,0.01961965479993565,,,,,0.033294262753479964,8.0,,,6.0,,,2.0,25.0,,,,,4.0,8.0,,,5.0,,,2.0,19.0,,,,,4.0
和歌山市議会議員選挙（2015年04月26日投票）,和歌山市議会議員選挙,和歌山県,和歌山市,20150426.0,2015.0,4.0,26.0,20150419.0,42.97,38.0,47.0,1.236842105263158,,,,,任期満了,42.95,,,,和歌山市議会議員選挙（2015年04月26日投票）,1.0,47.0,38.0,1.236842105263158,0.0,0.0,0.0,0.2553191489361702,0.21052631578947367,0.6808510638297872,0.2765957446808511,0.0425531914893617,0.8157894736842105,0.13157894736842105,0.05263157894736842,0.7445547585183353,0.19512893451239874,0.06031630696926597,0.023267336203697978,0.015009918039415288,0.030158153484632987,129368.0,8.0,52.57446808510638,10.328116305464137,33.0,43.5,52.0,61.5,75.0,53.473684210526315,9.962394665903593,33.0,47.0,52.5,60.75,75.0,26569.0,,861.0,13923.56,,2903.0,6140.08,55546.36,,,8858.0,,14567.0,129368.0,0.20537536330468123,,0.006655432564467256,0.10762754313276854,,0.022439861480427925,0.04746212355451116,0.4293670768659947,,,0.06847133757961783,,0.11260126151753139,1.0,0.025671920413085154,,0.006655432564467256,0.017937923855461422,,0.022439861480427925,0.02373106177725558,0.018668133776782378,,,0.03423566878980892,,0.028150315379382847,8.0,,1.0,6.0,,1.0,2.0,23.0,,,2.0,,4.0,8.0,,0.0,5.0,,1.0,2.0,16.0,,,2.0,,4.0
和歌山市議会議員選挙（2019年04月21日投票）,和歌山市議会議員選挙,和歌山県,和歌山市,20190421.0,2019.0,4.0,21.0,20190414.0,40.8,38.0,45.0,1.1842105263157894,307458.0,,,,任期満了/中前和則氏は2019年5月、辞職しました。,42.97,,,,和歌山市議会議員選挙（2019年04月21日投票）,1.0,45.0,38.0,1.1842105263157894,0.0,0.0,0.0,0.17777777777777778,0.18421052631578946,,,,,,,,,,,,,123269.998,8.0,54.17777777777778,10.350070077892418,26.0,46.0,55.0,62.0,74.0,54.421052631578945,10.759650696118955,26.0,46.5,56.0,62.0,74.0,25359.0,6325.0,1427.0,13142.478,7551.0,,,42527.195,,2829.804,,,24108.521,123269.99800000002,0.20571915641630817,0.05131013306254778,0.011576215000830939,0.10661538260104456,0.06125578098897997,,,0.3449922583757971,,0.022956145419909875,,,0.19557492813458144,1.0,0.02571489455203852,0.02565506653127389,0.011576215000830939,0.017769230433507425,0.030627890494489985,,,0.01916623657643317,,0.022956145419909875,,,0.027939275447797347,8.0,2.0,1.0,6.0,2.0,,,18.0,,1.0,,,7.0,8.0,2.0,0.0,5.0,2.0,,,13.0,,1.0,,,7.0
太地町議会議員補欠選挙（2020年07月12日投票）,太地町議会議員補欠選挙,和歌山県,太地町,20200712.0,2020.0,7.0,12.0,20200707.0,無投票,1.0,1.0,1.0,,,,,死亡/2020年4月1日山下雅久氏逝去による欠員,,,,,太地町議会議員補欠選挙（2020年07月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
太地町議会議員選挙（2009年08月02日投票）,太地町議会議員選挙,和歌山県,太地町,20090802.0,2009.0,8.0,2.0,20090728.0,無投票,10.0,10.0,1.0,3010.0,,,,任期満了,,,,,太地町議会議員選挙（2009年08月02日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,1.0,59.0,11.331372379372237,32.0,53.75,60.5,64.5,75.0,59.0,11.331372379372237,32.0,53.75,60.5,64.5,75.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,,,,
太地町議会議員選挙（2013年07月21日投票）,太地町議会議員選挙,和歌山県,太地町,20130721.0,2013.0,7.0,21.0,20130716.0,83.29,10.0,11.0,1.1,2909.0,,,-101.0,任期満了,,,,,太地町議会議員選挙（2013年07月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7,0.2,0.1,0.7464553794829024,0.1701417848206839,0.08340283569641367,0.0933069224353628,0.08507089241034195,0.08340283569641367,2398.0,1.0,57.09090909090909,11.090163909392416,36.0,54.0,56.0,64.0,75.0,56.5,11.46516463030514,36.0,53.0,56.0,64.5,75.0,,,,,,,,2398.0,,,,,,2398.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,,11.0,,,,,,,,,,,,,10.0,,,,,
太地町議会議員選挙（2017年07月30日投票）,太地町議会議員選挙,和歌山県,太地町,20170730.0,2017.0,7.0,30.0,20170725.0,80.97,10.0,11.0,1.1,2838.0,,,-71.0,任期満了,83.29,,,,太地町議会議員選挙（2017年07月30日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9,0.1,0.0,0.926283457656867,0.07371654234313295,,0.09262834576568671,0.07371654234313295,,2279.0,0.0,61.0,11.045361017187261,40.0,58.0,60.0,68.0,79.0,61.5,11.46516463030514,40.0,60.0,63.0,68.5,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太地町議会議員選挙（2021年07月18日投票）,太地町議会議員選挙,和歌山県,太地町,20210718.0,2021.0,7.0,18.0,20210713.0,79.11,10.0,11.0,1.1,2661.0,1181.0,1480.0,-177.0,任期満了,80.97,,,,太地町議会議員選挙（2021年07月18日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.789827255278311,0.21017274472168906,,0.08775858391981234,0.10508637236084453,,2084.0,1.0,65.0909090909091,10.65538315043831,44.0,63.5,67.0,70.5,83.0,64.6,11.056219968868202,44.0,63.25,65.5,70.75,83.0,,,,,,,,2084.0,,,,,,2084.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,,11.0,,,,,,,,,,,,,10.0,,,,,
