,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_公民党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_公民党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_公民党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_公民党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
仙北市議会議員選挙（2018年04月15日投票）,仙北市議会議員選挙,秋田県,仙北市,20180415.0,2018.0,4.0,15.0,20180408.0,70.28,18.0,19.0,1.0555555555555556,,,,,任期満了,,,,,仙北市議会議員選挙（2018年04月15日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7462456811188518,0.21535252689694445,0.03840179198420381,0.05330326293706084,0.05383813172423611,0.03840179198420381,16092.999,3.0,61.68421052631579,11.43886556566528,31.0,58.5,66.0,69.5,75.0,63.388888888888886,9.105180996973884,42.0,60.0,66.5,69.75,75.0,955.0,,,,,757.0,,14380.999,,,,16092.999,0.059342574991771264,,,,,0.04703908823955063,,0.8936183367686781,,,,1.0,0.059342574991771264,,,,,0.04703908823955063,,0.05256578451580459,,,,1.0,,,,,1.0,,17.0,,,,1.0,,,,,1.0,,16.0,,,
八峰町議会議員選挙（2006年04月23日投票）,八峰町議会議員選挙,秋田県,八峰町,20060423.0,2006.0,4.0,23.0,20060418.0,90.45,16.0,17.0,1.0625,7760.0,,,,その他,,,,,八峰町議会議員選挙（2006年04月23日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.058823529411764705,,6949.0,2.0,57.35294117647059,5.465842343678745,48.0,54.0,56.0,59.0,74.0,56.3125,3.652375083421745,48.0,54.0,56.0,57.5,65.0,,,,,,339.0,,6610.0,,,,6949.0,,,,,,0.048783997697510434,,0.9512160023024896,,,,1.0,,,,,,0.048783997697510434,,0.0594510001439056,,,,,,,,,1.0,,16.0,,,,,,,,,1.0,,15.0,,,
八峰町議会議員選挙（2010年04月18日投票）,八峰町議会議員選挙,秋田県,八峰町,20100418.0,2010.0,4.0,18.0,20100413.0,88.51,14.0,16.0,1.1428571428571428,7328.0,,,-432.0,任期満了,90.45,,,,八峰町議会議員選挙（2010年04月18日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8106924390622574,0.18930756093774256,,0.06755770325518812,0.04732689023443564,,6441.0,2.0,,,,,,,,,,,,,,,,,,,,369.0,,6072.0,,,,6441.0,,,,,,0.05728924080111784,,0.9427107591988821,,,,1.0,,,,,,0.05728924080111784,,0.06284738394659214,,,,,,,,,1.0,,15.0,,,,,,,,,1.0,,13.0,,,
八峰町議会議員選挙（2014年04月20日投票）,八峰町議会議員選挙,秋田県,八峰町,20140420.0,2014.0,4.0,20.0,20140415.0,,12.0,15.0,1.25,,,,,任期満了,88.51,,,,八峰町議会議員選挙（2014年04月20日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.0,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.25,0.08333333333333333,0.6731378149858008,0.264837295237957,0.06202488977624219,0.06731378149858008,0.06620932380948925,0.06202488977624219,5787.999,2.0,62.46666666666667,3.667272677193351,56.0,61.0,62.0,65.0,69.0,61.666666666666664,3.6590830666833583,56.0,60.0,61.5,64.0,69.0,,,,,,279.0,,5508.999,,,,5787.999,,,,,,0.04820318731914087,,0.9517968126808591,,,,1.0,,,,,,0.04820318731914087,,0.06798548662006136,,,,,,,,,1.0,,14.0,,,,,,,,,0.0,,12.0,,,
八峰町議会議員選挙（2018年04月15日投票）,八峰町議会議員選挙,秋田県,八峰町,20180415.0,2018.0,4.0,15.0,20180410.0,77.98,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,八峰町議会議員選挙（2018年04月15日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.75,0.16666666666666666,0.08333333333333333,0.7684210526315789,0.16266137040714995,0.0689175769612711,0.07684210526315789,0.08133068520357498,0.0689175769612711,5035.0,2.0,65.23076923076923,4.9482529341770425,54.0,61.0,66.0,69.0,73.0,65.25,5.149838185160125,54.0,61.0,66.0,69.25,73.0,,,,,,347.0,,4688.0,,,,5035.0,,,,,,0.0689175769612711,,0.9310824230387289,,,,1.0,,,,,,0.0689175769612711,,0.07759020191989408,,,,,,,,,1.0,,12.0,,,,,,,,,1.0,,11.0,,,
八郎潟町議会議員選挙（2009年02月08日投票）,八郎潟町議会議員選挙,秋田県,八郎潟町,20090208.0,2009.0,2.0,8.0,20090203.0,82.4,12.0,13.0,1.0833333333333333,5779.0,,,,任期満了,,,,,八郎潟町議会議員選挙（2009年02月08日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.5833333333333334,0.16666666666666666,0.25,0.5125713078385802,0.22079019649271076,0.26663849566870906,0.0732244725483686,0.07359673216423691,0.08887949855623635,4733.0,2.0,61.07692307692308,9.746490796191042,44.0,59.0,63.0,67.0,77.0,60.833333333333336,10.106378623863689,44.0,56.5,62.0,67.0,77.0,,,,,,446.0,,4287.0,,,,4733.0,,,,,,0.09423198816818086,,0.9057680118318191,,,,1.0,,,,,,0.09423198816818086,,0.07548066765265159,,,,,,,,,1.0,,12.0,,,,,,,,,1.0,,11.0,,,
八郎潟町議会議員選挙（2013年01月27日投票）,八郎潟町議会議員選挙,秋田県,八郎潟町,20130127.0,2013.0,1.0,27.0,20130122.0,79.02,12.0,13.0,1.0833333333333333,5529.0,,,-250.0,任期満了,82.4,,,,八郎潟町議会議員選挙（2013年01月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6765653775322283,0.32343462246777166,,0.08457067219152854,0.06468692449355433,,4344.0,2.0,,,,,,,,,,,,,,,,,,,,256.0,,4088.0,,,,4344.0,,,,,,0.058931860036832415,,0.9410681399631676,,,,1.0,,,,,,0.058931860036832415,,0.07842234499693064,,,,,,,,,1.0,,12.0,,,,,,,,,1.0,,11.0,,,
八郎潟町議会議員選挙（2017年02月05日投票）,八郎潟町議会議員選挙,秋田県,八郎潟町,20170205.0,2017.0,2.0,5.0,20170131.0,無投票,12.0,12.0,1.0,,,,,任期満了,79.02,,,,八郎潟町議会議員選挙（2017年02月05日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,0.0,65.91666666666667,9.621662480511821,37.0,65.0,67.5,71.25,75.0,65.91666666666667,9.621662480511821,37.0,65.0,67.5,71.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八郎潟町議会議員選挙（2021年02月07日投票）,八郎潟町議会議員選挙,秋田県,八郎潟町,20210207.0,2021.0,2.0,7.0,20210202.0,無投票,12.0,12.0,1.0,5019.0,2278.0,2741.0,,任期満了,,,,,八郎潟町議会議員選挙（2021年02月07日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,,,,,,,0.0,2.0,64.33333333333333,14.447221955179558,28.0,64.25,70.5,72.25,79.0,64.33333333333333,14.447221955179558,28.0,64.25,70.5,72.25,79.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,1.0,,11.0,,,
北秋田市議会議員補欠選挙（2009年04月12日投票）,北秋田市議会議員補欠選挙,秋田県,北秋田市,20090412.0,2009.0,4.0,12.0,20090405.0,81.48,1.0,3.0,3.0,32400.0,,,,その他,,,,,北秋田市議会議員補欠選挙（2009年04月12日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,,0.3230996486745449,0.6769003513254551,,0.3230996486745449,0.33845017566272756,25048.0,2.0,63.333333333333336,4.4969125210773475,57.0,61.5,66.0,66.5,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,8093.0,,16955.0,,,,25048.0,,,,,,0.3230996486745449,,0.6769003513254551,,,,1.0,,,,,,0.3230996486745449,,0.33845017566272756,,,,,,,,,1.0,,2.0,,,,,,,,,0.0,,1.0,,,
北秋田市議会議員補欠選挙（2013年04月07日投票）,北秋田市議会議員補欠選挙,秋田県,北秋田市,20130407.0,2013.0,4.0,7.0,20130331.0,67.46,1.0,2.0,2.0,,,,,その他,81.48,,,,北秋田市議会議員補欠選挙（2013年04月07日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5367583957892328,0.4632416042107672,,0.5367583957892328,0.4632416042107672,17479.0,1.0,68.0,4.0,64.0,66.0,68.0,70.0,72.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,17479.0,,,,17479.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
北秋田市議会議員補欠選挙（2021年04月04日投票）,北秋田市議会議員補欠選挙,秋田県,北秋田市,20210404.0,2021.0,4.0,4.0,20210328.0,無投票,1.0,1.0,1.0,27511.0,12894.0,14617.0,,死亡/現職議員の逝去による,67.46,,,,北秋田市議会議員補欠選挙（2021年04月04日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
北秋田市議会議員選挙（2006年03月26日投票）,北秋田市議会議員選挙,秋田県,北秋田市,20060326.0,2006.0,3.0,26.0,20060319.0,83.69,26.0,43.0,1.6538461538461535,34007.0,,,,任期満了,,,,,北秋田市議会議員選挙（2006年03月26日投票）,1.0,43.0,26.0,1.6538461538461537,0.0,0.0,0.0,0.06976744186046512,0.038461538461538464,0.9534883720930233,0.046511627906976744,0.0,0.9230769230769231,0.07692307692307693,0.0,0.9255475937272873,0.0744524062727127,,0.022574331554324083,0.03722620313635635,,28219.37,4.0,60.325581395348834,5.564509340172157,46.0,56.0,61.0,64.0,73.0,60.73076923076923,5.97789319916237,46.0,56.5,62.5,65.0,70.0,983.65,,,,,2433.91,,24092.809999999998,709.0,,,28219.37,0.03485726293677003,,,,,0.08624962215669592,,0.853768528496561,0.025124586409973008,,,1.0,0.03485726293677003,,,,,0.028749874052231974,,0.02246759285517266,0.025124586409973008,,,1.0,,,,,3.0,,38.0,1.0,,,1.0,,,,,3.0,,21.0,1.0,,
北秋田市議会議員選挙（2010年03月28日投票）,北秋田市議会議員選挙,秋田県,北秋田市,20100328.0,2010.0,3.0,28.0,20100321.0,80.44,26.0,31.0,1.1923076923076923,31799.0,,,-2208.0,任期満了,83.69,,,,北秋田市議会議員選挙（2010年03月28日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.12903225806451613,0.15384615384615385,0.5806451612903226,0.3548387096774194,0.06451612903225806,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.5697864322104105,0.37684412781372384,0.053369439975865726,0.03165480178946725,0.0342585570739749,0.026684719987932863,25324.980000000003,3.0,60.45161290322581,8.867624003252466,32.0,58.0,62.0,67.5,71.0,60.03846153846154,9.448161275046587,32.0,58.0,62.5,67.75,71.0,1208.0,,,,,2474.0,,21642.98,,,,25324.98,0.04769993895355495,,,,,0.09769010676415145,,0.8546099542822936,,,,1.0,0.04769993895355495,,,,,0.03256336892138382,,0.03165222052897384,,,,1.0,,,,,3.0,,27.0,,,,1.0,,,,,3.0,,22.0,,,
北秋田市議会議員選挙（2014年03月23日投票）,北秋田市議会議員選挙,秋田県,北秋田市,20140323.0,2014.0,3.0,23.0,20140316.0,94.54,20.0,21.0,1.05,,,,,任期満了,80.44,,,,北秋田市議会議員選挙（2014年03月23日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.19047619047619047,0.2,0.9523809523809523,0.047619047619047616,0.0,0.95,0.05,0.0,0.9660475749891541,0.033952425010845916,,0.048302378749457704,0.033952425010845916,,20675.989999999998,3.0,62.04761904761905,9.944973319776466,36.0,54.0,64.0,70.0,75.0,61.9,10.168087332433766,36.0,53.75,63.5,70.25,75.0,1466.0,,,,,2507.0,,16702.99,,,,20675.99,0.07090349724487195,,,,,0.12125175142762208,,0.807844751327506,,,,1.0,0.07090349724487195,,,,,0.04041725047587403,,0.047520279489853295,,,,1.0,,,,,3.0,,17.0,,,,1.0,,,,,3.0,,16.0,,,
北秋田市議会議員選挙（2018年03月25日投票）,北秋田市議会議員選挙,秋田県,北秋田市,20180325.0,2018.0,3.0,25.0,20180318.0,66.6,20.0,21.0,1.05,28597.0,,,,任期満了,94.54,,,,北秋田市議会議員選挙（2018年03月25日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.19047619047619047,0.2,0.9047619047619048,0.09523809523809523,0.0,0.9,0.1,0.0,0.8640224027180549,0.1359775972819451,,0.045474863300950255,0.06798879864097256,,18837.0,0.0,64.0952380952381,10.419326191104874,40.0,57.0,66.0,73.0,76.0,63.5,10.322305943925514,40.0,57.0,66.0,72.25,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大仙市議会議員補欠選挙（2017年04月09日投票）,大仙市議会議員補欠選挙,秋田県,大仙市,20170409.0,2017.0,4.0,9.0,20170402.0,64.43,2.0,3.0,1.5,72272.0,,,,任期満了/細谷洋造議員の死去、及び武田隆議員の市長選出馬による,,,,,大仙市議会議員補欠選挙（2017年04月09日投票）,1.0,3.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,,,,,,,0.0,0.0,63.0,9.41629792788369,52.0,57.0,62.0,68.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大仙市議会議員選挙（2005年09月18日投票）,大仙市議会議員選挙,秋田県,大仙市,20050918.0,2005.0,9.0,18.0,20050911.0,83.32,30.0,66.0,2.2,79239.0,,,,任期満了,,,,,大仙市議会議員選挙（2005年09月18日投票）,1.0,66.0,30.0,2.2,0.0,0.0,0.0,0.045454545454545456,0.06666666666666667,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.7893939956289692,0.2106060043710308,,0.014352618102344894,0.019146000397366438,,65471.969999999994,4.0,58.90909090909091,6.808477943037376,42.0,55.25,58.0,63.75,74.0,58.0,5.37277085558901,50.0,55.25,57.0,58.75,74.0,1953.0,,,,,2633.18,,58212.68,2673.1099999999997,,,65471.97,0.029829559122781856,,,,,0.040218432407028534,,0.8891236967514495,0.04082831171874009,,,1.0,0.029829559122781856,,,,,0.013406144135676179,,0.014818728279190825,0.020414155859370044,,,1.0,,,,,3.0,,60.0,2.0,,,1.0,,,,,1.0,,26.0,2.0,,
大仙市議会議員選挙（2009年09月20日投票）,大仙市議会議員選挙,秋田県,大仙市,20090920.0,2009.0,9.0,20.0,20090913.0,76.74,30.0,37.0,1.2333333333333334,77165.0,,,-2074.0,任期満了,83.32,,,,大仙市議会議員選挙（2009年09月20日投票）,1.0,37.0,30.0,1.2333333333333334,0.0,0.0,0.0,0.05405405405405406,0.06666666666666667,0.6486486486486487,0.13513513513513514,0.21621621621621623,0.7666666666666667,0.06666666666666667,0.16666666666666666,0.7234772541541815,0.09406905475347316,0.1824536910923454,0.030144885589757562,0.01881381095069463,0.022806711386543176,58736.0,4.0,60.2972972972973,6.966579931260485,32.0,58.0,60.0,62.0,76.0,60.0,7.174027227901123,32.0,58.25,60.0,62.0,76.0,2322.0,,,,,2766.12,,50137.88,3510.0,,,58736.0,0.03953282484336693,,,,,0.04709411604467447,,0.8536141378371016,0.059758921274856984,,,1.0,0.03953282484336693,,,,,0.023547058022337235,,0.027535939930229084,0.01991964042495233,,,1.0,,,,,2.0,,31.0,3.0,,,1.0,,,,,1.0,,27.0,1.0,,
大仙市議会議員選挙（2013年09月22日投票）,大仙市議会議員選挙,秋田県,大仙市,20130922.0,2013.0,9.0,22.0,20130915.0,68.29,28.0,30.0,1.0714285714285714,74376.0,,,-2789.0,任期満了,76.74,,,,大仙市議会議員選挙（2013年09月22日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.03333333333333333,0.03571428571428571,0.7666666666666667,0.16666666666666666,0.06666666666666667,0.8214285714285714,0.14285714285714285,0.03571428571428571,0.7886494737050767,0.17679941324558449,0.03455111304933891,0.034289107552394636,0.035359882649116894,0.017275556524669455,50447.0,3.0,61.8,7.291090453423273,36.0,59.25,64.0,65.0,75.0,61.57142857142857,7.25764902621745,36.0,59.75,64.0,65.0,75.0,2546.0,,,,,2913.0,,44988.0,,,,50447.0,0.05046880884889091,,,,,0.05774377069003112,,0.891787420461078,,,,1.0,0.05046880884889091,,,,,0.02887188534501556,,0.033029163720780665,,,,1.0,,,,,2.0,,27.0,,,,1.0,,,,,2.0,,25.0,,,
大仙市議会議員選挙（2017年09月24日投票）,大仙市議会議員選挙,秋田県,大仙市,20170924.0,2017.0,9.0,24.0,20170917.0,64.99,28.0,29.0,1.0357142857142858,72285.0,,,-2091.0,任期満了,68.29,,,,大仙市議会議員選挙（2017年09月24日投票）,1.0,29.0,28.0,1.0357142857142858,0.0,0.0,0.0,0.06896551724137931,0.07142857142857142,0.896551724137931,0.10344827586206896,0.0,0.9285714285714286,0.07142857142857142,0.0,0.8906157714875234,0.10938422851247662,,0.03425445274952013,0.036461409504158875,,46527.00000000001,0.0,63.51724137931034,7.573186318234985,40.0,62.0,66.0,68.0,71.0,63.714285714285715,7.633839807336909,40.0,62.75,67.0,68.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大潟村議会議員選挙（2008年08月24日投票）,大潟村議会議員選挙,秋田県,大潟村,20080824.0,2008.0,8.0,24.0,20080819.0,無投票,12.0,12.0,1.0,2514.0,,,,任期満了,,,,,大潟村議会議員選挙（2008年08月24日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,,,,,,,0.0,1.0,62.083333333333336,7.443770699196895,52.0,55.5,62.5,66.25,78.0,62.083333333333336,7.443770699196895,52.0,55.5,62.5,66.25,78.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12.0,,,
大潟村議会議員選挙（2012年08月26日投票）,大潟村議会議員選挙,秋田県,大潟村,20120826.0,2012.0,8.0,26.0,20120821.0,89.39,12.0,15.0,1.25,2517.0,,,3.0,任期満了,,,,,大潟村議会議員選挙（2012年08月26日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.2,0.16666666666666666,0.4,0.5333333333333333,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.0,0.3823792486583184,0.5684257602862254,0.049194991055456175,0.0637298747763864,0.07105322003577817,0.049194991055456175,2236.0,1.0,56.333333333333336,6.342099196813483,43.0,54.0,57.0,60.0,66.0,56.0,7.0,43.0,53.25,57.0,60.75,66.0,,,,,,,,2236.0,,,,2236.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.06666666666666667,,,,,,,,,,,15.0,,,,,,,,,,,12.0,,,
大潟村議会議員選挙（2016年08月28日投票）,大潟村議会議員選挙,秋田県,大潟村,20160828.0,2016.0,8.0,28.0,20160823.0,87.04,12.0,14.0,1.1666666666666667,2584.0,,,67.0,任期満了,89.39,,,,大潟村議会議員選挙（2016年08月28日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.25,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6666666666666666,0.25,0.08333333333333333,0.6948924731182796,0.2271505376344086,0.07795698924731183,0.06948924731182796,0.0757168458781362,0.07795698924731183,2232.0,0.0,58.92857142857143,9.535379876426271,45.0,49.75,59.0,66.25,77.0,59.0,9.16515138991168,45.0,53.25,59.0,64.75,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大潟村議会議員選挙（2020年08月23日投票）,大潟村議会議員選挙,秋田県,大潟村,20200823.0,2020.0,8.0,23.0,20200818.0,無投票,12.0,12.0,1.0,,,,,任期満了,87.04,,,,大潟村議会議員選挙（2020年08月23日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,,,,,,,0.0,1.0,60.75,10.662434056068061,42.0,51.5,62.0,66.5,81.0,60.75,10.662434056068061,42.0,51.5,62.0,66.5,81.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12.0,,,
大館市議会議員選挙（2007年04月22日投票）,大館市議会議員選挙,秋田県,大館市,20070422.0,2007.0,4.0,22.0,20070415.0,77.21,30.0,54.0,1.8,68510.0,,,,任期満了,,,,,大館市議会議員選挙（2007年04月22日投票）,1.0,54.0,30.0,1.8,0.0,0.0,0.0,0.05555555555555555,0.06666666666666667,0.8518518518518519,0.1111111111111111,0.037037037037037035,0.8333333333333334,0.1,0.06666666666666667,0.8631466283672994,0.09118473222064573,0.045668639412054894,0.01876405713841955,0.015197455370107622,0.022834319706027447,52442.990000000005,5.0,58.851851851851855,7.19157791217901,39.0,54.5,59.0,63.0,76.0,58.2,7.030410135025315,39.0,54.5,59.0,62.75,71.0,2472.36,,,,,1850.0,,42355.630000000005,4323.0,,1442.0,52442.990000000005,0.0471437650675524,,,,,0.03527640205106535,,0.8076509367600894,0.08243237084689488,,0.027496525274397967,1.0,0.0471437650675524,,,,,0.017638201025532676,,0.017947798594668652,0.02060809271172372,,0.013748262637198983,1.0,,,,,2.0,,45.0,4.0,,2.0,1.0,,,,,1.0,,25.0,3.0,,0.0
大館市議会議員選挙（2011年04月24日投票）,大館市議会議員選挙,秋田県,大館市,20110424.0,2011.0,4.0,24.0,20110417.0,74.16,28.0,39.0,1.3928571428571428,66266.0,,,-2244.0,任期満了,77.21,,,,大館市議会議員選挙（2011年04月24日投票）,1.0,39.0,28.0,1.3928571428571428,0.0,0.0,0.0,0.05128205128205128,0.07142857142857142,0.5641025641025641,0.20512820512820512,0.23076923076923078,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.6679843745183753,0.13407520512944107,0.19794042035218362,0.030362926114471608,0.016759400641180134,0.021993380039131514,48338.99,6.0,,,,,,,,61.57142857142857,6.784586372425217,43.0,58.0,62.0,65.25,75.0,,2770.0,,,,2279.7200000000003,1942.0,37211.270000000004,3175.0,,961.0,48338.990000000005,,0.05730363832591454,,,,0.0471611012145682,0.04017460853029821,0.7697982518873481,0.06568196811724862,,0.019880431924622338,1.0,,0.05730363832591454,,,,0.0235805506072841,0.020087304265149104,0.02483220167378542,0.03284098405862431,,0.019880431924622338,,1.0,,,,2.0,2.0,31.0,2.0,,1.0,,1.0,,,,1.0,1.0,23.0,2.0,,0.0
大館市議会議員選挙（2015年04月26日投票）,大館市議会議員選挙,秋田県,大館市,20150426.0,2015.0,4.0,26.0,20150419.0,72.28,28.0,37.0,1.3214285714285714,63900.0,,,-2366.0,任期満了,74.16,,,,大館市議会議員選挙（2015年04月26日投票）,1.0,37.0,28.0,1.3214285714285714,0.0,0.0,0.0,0.05405405405405406,0.07142857142857142,0.6216216216216216,0.2972972972972973,0.08108108108108109,0.7857142857142857,0.21428571428571427,0.0,0.6564864805451748,0.2810382501648714,0.06247526928995384,0.028542890458485858,0.025548931833170127,0.020825089763317945,45490.0,6.0,62.62162162162162,7.967336532643603,37.0,60.0,65.0,67.0,77.0,62.392857142857146,8.64514432546752,37.0,60.0,65.0,67.25,77.0,1703.57,1744.0,,,,1645.0,,37995.43,1454.0,,948.0,45490.0,0.03744932952297208,0.03833809628489778,,,,0.03616179380083535,,0.8352479665860629,0.03196306880633106,,0.020839744998900858,1.0,0.03744932952297208,0.03833809628489778,,,,0.03616179380083535,,0.026101498955814467,0.03196306880633106,,0.020839744998900858,1.0,1.0,,,,1.0,,32.0,1.0,,1.0,1.0,1.0,,,,1.0,,24.0,1.0,,0.0
