,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_とうごうの未来を創る会,得票数_みんなの党,得票数_公明党,得票数_公民,得票数_国民新党,得票数_国民民主党,得票数_女性党,得票数_女性党（光岡）,得票数_幸福実現党,得票数_改革尾張旭,得票数_新風をおこす会,得票数_日本一愛知の会,得票数_日本共産党,得票数_日本労働党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_減税尾張旭,得票数_減税日本,得票数_減税日本一,得票数_減税瀬戸,得票数_無所属,得票数_無所属の会,得票数_生活なごや,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_良識の風,得票数_sum_v,得票率_NHKから国民を守る党,得票率_とうごうの未来を創る会,得票率_みんなの党,得票率_公明党,得票率_公民,得票率_国民新党,得票率_国民民主党,得票率_女性党,得票率_女性党（光岡）,得票率_幸福実現党,得票率_改革尾張旭,得票率_新風をおこす会,得票率_日本一愛知の会,得票率_日本共産党,得票率_日本労働党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_減税尾張旭,得票率_減税日本,得票率_減税日本一,得票率_減税瀬戸,得票率_無所属,得票率_無所属の会,得票率_生活なごや,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_良識の風,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_とうごうの未来を創る会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_女性党,一人あたり得票率_女性党（光岡）,一人あたり得票率_幸福実現党,一人あたり得票率_改革尾張旭,一人あたり得票率_新風をおこす会,一人あたり得票率_日本一愛知の会,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_減税尾張旭,一人あたり得票率_減税日本,一人あたり得票率_減税日本一,一人あたり得票率_減税瀬戸,一人あたり得票率_無所属,一人あたり得票率_無所属の会,一人あたり得票率_生活なごや,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_良識の風,立候補者数_NHKから国民を守る党,立候補者数_とうごうの未来を創る会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公民,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_女性党,立候補者数_女性党（光岡）,立候補者数_幸福実現党,立候補者数_改革尾張旭,立候補者数_新風をおこす会,立候補者数_日本一愛知の会,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_減税尾張旭,立候補者数_減税日本,立候補者数_減税日本一,立候補者数_減税瀬戸,立候補者数_無所属,立候補者数_無所属の会,立候補者数_生活なごや,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_良識の風,当選者数_NHKから国民を守る党,当選者数_とうごうの未来を創る会,当選者数_みんなの党,当選者数_公明党,当選者数_公民,当選者数_国民新党,当選者数_国民民主党,当選者数_女性党,当選者数_女性党（光岡）,当選者数_幸福実現党,当選者数_改革尾張旭,当選者数_新風をおこす会,当選者数_日本一愛知の会,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_減税尾張旭,当選者数_減税日本,当選者数_減税日本一,当選者数_減税瀬戸,当選者数_無所属,当選者数_無所属の会,当選者数_生活なごや,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_良識の風
東栄町議会議員選挙（2011年04月24日投票）,東栄町議会議員選挙,愛知県,東栄町,20110424.0,2011.0,4.0,24.0,20110419.0,83.71,10.0,11.0,1.1,3462.0,,,-344.0,任期満了,85.02,,,,東栄町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.5584071104914604,0.4415928895085396,,0.07977244435592291,0.1103982223771349,,2869.0,1.0,64.63636363636364,6.285231279070403,53.0,62.5,64.0,70.0,72.0,64.0,6.244997998398398,53.0,62.25,63.5,69.0,72.0,,,,,,,,,,,,,,,,,,,,,,,2869.0,,,,,,,,,,,2869.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
東栄町議会議員選挙（2015年04月26日投票）,東栄町議会議員選挙,愛知県,東栄町,20150426.0,2015.0,4.0,26.0,20150421.0,84.32,10.0,12.0,1.2,3157.0,,,-305.0,任期満了,83.71,,,,東栄町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.1,0.6666666666666666,0.3333333333333333,0.0,0.6,0.4,0.0,0.5810862134447399,0.4189137865552602,,0.07263577668059248,0.10472844663881505,,2633.0,1.0,67.25,5.643949562732349,57.0,65.5,67.0,70.75,76.0,65.6,4.673328578219169,57.0,64.5,66.5,67.75,73.0,,,,,,,,,,,,,,,,,,,,,,,2633.0,,,,,,,,,,,2633.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
東栄町議会議員選挙（2019年04月21日投票）,東栄町議会議員選挙,愛知県,東栄町,20190421.0,2019.0,4.0,21.0,20190416.0,80.89,8.0,9.0,1.125,,,,,任期満了,84.32,,,,東栄町議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.2222222222222222,0.25,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7530755711775043,0.2469244288224956,,0.10758222445392919,0.1234622144112478,,2276.0,2.0,63.22222222222222,10.768036835187305,35.0,61.0,68.0,70.0,71.0,62.375,11.134827120346323,35.0,61.0,65.0,70.25,71.0,,,,,,,,,,,,,,275.0,,,,,,,,,2001.0,,,,,,,,,,,2276.0,,,,,,,,,,,,,,0.12082601054481547,,,,,,,,,0.8791739894551845,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.12082601054481547,,,,,,,,,0.10989674868189807,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,7.0,,,,,,,,,,
東浦町議会議員選挙（2007年04月22日投票）,東浦町議会議員選挙,愛知県,東浦町,20070422.0,2007.0,4.0,22.0,20070417.0,56.9,19.0,21.0,1.1052631578947372,37024.0,,,,任期満了,,,,,東浦町議会議員選挙（2007年04月22日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.23809523809523808,0.0,0.7894736842105263,0.21052631578947367,0.0,0.7975778546712803,0.20242214532871972,,0.04984861591695502,0.04048442906574394,,20808.0,3.0,60.38095238095238,7.693387330479342,41.0,58.0,61.0,66.0,74.0,61.21052631578947,6.6536807966752,47.0,58.0,61.0,66.0,74.0,,,,2463.0,,,,,,,,,,2833.0,,,,,,,,,15512.0,,,,,,,,,,,20808.0,,,,0.1183679354094579,,,,,,,,,,0.13614955786236063,,,,,,,,,0.7454825067281815,,,,,,,,,,,1.0,,,,0.05918396770472895,,,,,,,,,,0.04538318595412021,,,,,,,,,0.046592656670511344,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,16.0,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,14.0,,,,,,,,,,
東浦町議会議員選挙（2011年04月24日投票）,東浦町議会議員選挙,愛知県,東浦町,20110424.0,2011.0,4.0,24.0,20110419.0,56.89,18.0,24.0,1.3333333333333333,38157.0,,,1133.0,任期満了,56.9,,,,東浦町議会議員選挙（2011年04月24日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.05555555555555555,0.375,0.5833333333333334,0.041666666666666664,0.4444444444444444,0.5,0.05555555555555555,0.4036520559479814,0.5668770173551012,0.029470926696917248,0.044850228438664604,0.040491215525364374,0.029470926696917248,21377.0,3.0,59.333333333333336,8.975274678557506,39.0,52.5,61.5,67.0,74.0,62.05555555555556,7.706218428589719,44.0,57.75,63.0,67.75,74.0,,,,2437.0,,,,,,,,,,2140.2,,,,,,,,,16799.8,,,,,,,,,,,21377.0,,,,0.11400102914347196,,,,,,,,,,0.10011694812181315,,,,,,,,,0.7858820227347149,,,,,,,,,,,1.0,,,,0.05700051457173598,,,,,,,,,,0.03337231604060439,,,,,,,,,0.04136221172287973,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,19.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,15.0,,,,,,,,,,
東浦町議会議員選挙（2015年04月26日投票）,東浦町議会議員選挙,愛知県,東浦町,20150426.0,2015.0,4.0,26.0,20150421.0,50.16,16.0,18.0,1.125,38784.0,,,627.0,任期満了,56.89,,,,東浦町議会議員選挙（2015年04月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.3888888888888889,0.4375,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.375,0.5625,0.0625,0.41387622491222553,0.5198344075879054,0.066289367499869,0.06897937081870426,0.05198344075879054,0.0331446837499345,19083.0,4.0,,,,,,,,,,,,,,,,,,2275.0,,,,,,578.0,,,,2138.0,,,,,,,,,14092.000000000002,,,,,,,,,,,19083.0,,,,0.11921605617565373,,,,,,0.03028873866792433,,,,0.11203689147408688,,,,,,,,,0.7384583136823352,,,,,,,,,,,1.0,,,,0.059608028087826864,,,,,,0.03028873866792433,,,,0.05601844573704344,,,,,,,,,0.05680448566787193,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,2.0,,,,,,,,,13.0,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,2.0,,,,,,,,,11.0,,,,,,,,,,
東浦町議会議員選挙（2019年04月21日投票）,東浦町議会議員選挙,愛知県,東浦町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,23.0,1.4375,,,,,任期満了,50.16,,,,東浦町議会議員選挙（2019年04月21日投票）,1.0,23.0,16.0,1.4375,0.0,0.0,0.0,,,,,,,,,,,,,,,19239.998,4.0,,,,,,,,,,,,,,,,,,2069.0,,,,,,417.0,,,,1333.0,,,,,,,,,15420.998,,,,,,,,,,,19239.998,,,,0.10753639371480185,,,,,,0.021673598926569535,,,,0.0692827514846935,,,,,,,,,0.8015072558739351,,,,,,,,,,,1.0,,,,0.053768196857400925,,,,,,0.021673598926569535,,,,0.03464137574234675,,,,,,,,,0.04452818088188529,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,2.0,,,,,,,,,18.0,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,1.0,,,,,,,,,13.0,,,,,,,,,,
東海市議会議員補欠選挙（2009年04月26日投票）,東海市議会議員補欠選挙,愛知県,東海市,20090426.0,2009.0,4.0,26.0,20090419.0,26.55,1.0,3.0,3.0,82768.0,,,,その他,,,,,東海市議会議員補欠選挙（2009年04月26日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7265686960578494,0.2734313039421507,,0.3632843480289247,0.2734313039421507,21435.0,2.0,58.0,9.41629792788369,46.0,52.5,59.0,64.0,69.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,5861.0,,,,,,,,,15574.0,,,,,,,,,,,21435.0,,,,,,,,,,,,,,0.2734313039421507,,,,,,,,,0.7265686960578494,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.2734313039421507,,,,,,,,,0.3632843480289247,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,
東海市議会議員選挙（2006年03月26日投票）,東海市議会議員選挙,愛知県,東海市,20060326.0,2006.0,3.0,26.0,20060319.0,57.0,24.0,29.0,1.2083333333333333,80796.0,,,,任期満了,,,,,東海市議会議員選挙（2006年03月26日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.13793103448275862,0.16666666666666666,0.5862068965517241,0.3793103448275862,0.034482758620689655,0.7083333333333334,0.25,0.041666666666666664,0.7105725324903407,0.257946961714085,0.031480505795574286,0.041798384264137685,0.023449723792189545,0.031480505795574286,45552.0,3.0,52.275862068965516,8.649881608614304,27.0,49.0,52.0,58.0,66.0,55.083333333333336,5.964594612284132,44.0,50.0,54.5,59.5,66.0,,,,7311.0,,,,,,,,,,3106.0,,,,,,,,,35135.0,,,,,,,,,,,45552.0,,,,0.16049789251844046,,,,,,,,,,0.06818580962416579,,,,,,,,,0.7713162978573938,,,,,,,,,,,1.0,,,,0.040124473129610115,,,,,,,,,,0.034092904812082894,,,,,,,,,0.03353549121119103,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,18.0,,,,,,,,,,
東海市議会議員選挙（2010年03月28日投票）,東海市議会議員選挙,愛知県,東海市,20100328.0,2010.0,3.0,28.0,20100321.0,53.94,24.0,28.0,1.1666666666666667,83534.0,,,2738.0,任期満了,57.0,,,,東海市議会議員選挙（2010年03月28日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.20833333333333334,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7674406943538776,0.23255930564612237,,0.03837203471769388,0.029069913205765296,,44473.0,3.0,56.75,6.858909742600704,41.0,53.75,56.5,61.0,70.0,57.208333333333336,7.04733499668886,41.0,54.0,56.5,61.25,70.0,,,,7509.0,,,,,,,,,,3521.0,,,,,,,,,33443.0,,,,,,,,,,,44473.0,,,,0.1688440177186158,,,,,,,,,,0.0791716322262946,,,,,,,,,0.7519843500550896,,,,,,,,,,,1.0,,,,0.04221100442965395,,,,,,,,,,0.0395858161131473,,,,,,,,,0.03418110682068589,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,22.0,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,,,,,,,18.0,,,,,,,,,,
東海市議会議員選挙（2014年03月30日投票）,東海市議会議員選挙,愛知県,東海市,20140330.0,2014.0,3.0,30.0,20140323.0,45.72,22.0,25.0,1.1363636363636365,,,,,任期満了,53.94,,,,東海市議会議員選挙（2014年03月30日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.2,0.22727272727272727,0.64,0.36,0.0,0.7272727272727273,0.2727272727272727,0.0,0.712365682137834,0.287634317862166,,0.044522855133614626,0.03195936865135177,,39105.0,5.0,56.96,8.765751536519844,35.0,53.0,58.0,63.0,73.0,58.45454545454545,6.800583348823652,45.0,54.25,59.0,62.5,73.0,,,,6075.45,,,,,,,,,,2810.0,,,,925.0,,,,,27260.0,,,,,,,,,2034.55,,39105.0,,,,0.15536248561565016,,,,,,,,,,0.07185781869326173,,,,0.023654264160593276,,,,,0.6970975578570515,,,,,,,,,0.05202787367344329,,1.0,,,,0.05178749520521672,,,,,,,,,,0.035928909346630865,,,,0.023654264160593276,,,,,0.03872764210316953,,,,,,,,,0.05202787367344329,,,,,3.0,,,,,,,,,,2.0,,,,1.0,,,,,18.0,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,2.0,,,,0.0,,,,,16.0,,,,,,,,,1.0,
東海市議会議員選挙（2018年03月25日投票）,東海市議会議員選挙,愛知県,東海市,20180325.0,2018.0,3.0,25.0,20180318.0,43.49,22.0,24.0,1.0909090909090908,90848.0,,,,任期満了,45.72,,,,東海市議会議員選挙（2018年03月25日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.25,0.22727272727272727,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8105841007618706,0.18941589923812943,,0.045032450042326144,0.03156931653968824,,38983.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東郷町議会議員補欠選挙（2014年08月24日投票）,東郷町議会議員補欠選挙,愛知県,東郷町,20140824.0,2014.0,8.0,24.0,20140819.0,,3.0,4.0,1.3333333333333333,,,,,その他,,,,,東郷町議会議員補欠選挙（2014年08月24日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.75,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,13211.0,2.0,53.5,11.191514642799696,36.0,49.5,55.5,59.5,67.0,49.0,9.273618495495704,36.0,45.0,54.0,55.5,57.0,,,,,,,,,,,,,,3470.0,,,,,,,,,9741.0,,,,,,,,,,,13211.0,,,,,,,,,,,,,,0.26265990462493377,,,,,,,,,0.7373400953750663,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.26265990462493377,,,,,,,,,0.24578003179168875,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,
東郷町議会議員選挙（1999年04月25日投票）,東郷町議会議員選挙,愛知県,東郷町,19990425.0,1999.0,4.0,25.0,19990420.0,60.77,20.0,22.0,1.1,26761.0,,,,任期満了,,,,,東郷町議会議員選挙（1999年04月25日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.2727272727272727,0.2,0.5454545454545454,0.4090909090909091,0.045454545454545456,0.6,0.4,0.0,0.5271271133375078,0.44363055729492795,0.02924232936756418,0.04392725944479232,0.049292284143880885,0.02924232936756418,15970.0,3.0,56.45454545454545,8.773551539232573,30.0,52.25,57.5,63.0,70.0,56.35,8.690655901599143,30.0,52.75,57.5,63.0,70.0,,,,1056.0,,,,,,,,,,1374.0,,,,,,,,,13540.0,,,,,,,,,,,15970.0,,,,0.06612398246712586,,,,,,,,,,0.08603631809643081,,,,,,,,,0.8478396994364433,,,,,,,,,,,1.0,,,,0.06612398246712586,,,,,,,,,,0.043018159048215404,,,,,,,,,0.04462314207560228,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,19.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,17.0,,,,,,,,,,
東郷町議会議員選挙（2003年04月27日投票）,東郷町議会議員選挙,愛知県,東郷町,20030427.0,2003.0,4.0,27.0,20030422.0,55.75,20.0,25.0,1.25,28882.0,,,2121.0,任期満了,60.77,,,,東郷町議会議員選挙（2003年04月27日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.24,0.25,0.68,0.32,0.0,0.8,0.2,0.0,0.7644145957848381,0.235585404215162,,0.04496556445793165,0.02944817552689525,,15895.0,3.0,58.24,8.792178342140247,34.0,53.0,61.0,63.0,74.0,58.2,8.207313811473277,34.0,55.25,61.0,62.25,68.0,,,,1214.0,,,,,,,,,,1356.0,,,,,,,,,13325.0,,,,,,,,,,,15895.0,,,,0.07637621893677257,,,,,,,,,,0.08530984586347908,,,,,,,,,0.8383139351997484,,,,,,,,,,,1.0,,,,0.07637621893677257,,,,,,,,,,0.04265492293173954,,,,,,,,,0.038105178872715834,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,22.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,17.0,,,,,,,,,,
東郷町議会議員選挙（2007年04月22日投票）,東郷町議会議員選挙,愛知県,東郷町,20070422.0,2007.0,4.0,22.0,20070417.0,54.98,20.0,23.0,1.15,30275.0,,,1393.0,任期満了,55.75,,,,東郷町議会議員選挙（2007年04月22日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.30434782608695654,0.25,0.4782608695652174,0.5217391304347826,0.0,0.55,0.45,0.0,0.5031569495894532,0.4968430504105468,,0.045741540871768474,0.041403587534212236,,16393.99,3.0,,,,,,,,,,,,,,,,,,1280.0,,,,,,,,,,1453.0,,,,,,,,,13660.99,,,,,,,,,,,16393.989999999998,,,,0.07807739299584787,,,,,,,,,,0.08863004064294294,,,,,,,,,0.8332925663612093,,,,,,,,,,,1.0,,,,0.07807739299584787,,,,,,,,,,0.04431502032147147,,,,,,,,,0.04166462831806046,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,20.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,17.0,,,,,,,,,,
東郷町議会議員選挙（2011年04月24日投票）,東郷町議会議員選挙,愛知県,東郷町,20110424.0,2011.0,4.0,24.0,20110419.0,51.63,16.0,18.0,1.125,31207.0,,,932.0,任期満了,54.98,,,,東郷町議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.125,0.7777777777777778,0.2222222222222222,0.0,0.8125,0.1875,0.0,0.8504218690881574,0.1495781309118426,,0.06074441922058267,0.03739453272796065,,15858.0,3.0,58.666666666666664,10.503967504392486,37.0,53.5,62.5,66.75,73.0,58.25,10.790620927453618,37.0,50.75,62.5,66.25,73.0,,,,1334.0,,,,,,,,,,1553.0,,,,,,,,,12971.0,,,,,,,,,,,15858.0,,,,0.084121579013747,,,,,,,,,,0.09793164333459453,,,,,,,,,0.8179467776516585,,,,,,,,,,,1.0,,,,0.084121579013747,,,,,,,,,,0.048965821667297266,,,,,,,,,0.05452978517677723,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,13.0,,,,,,,,,,
東郷町議会議員選挙（2015年04月26日投票）,東郷町議会議員選挙,愛知県,東郷町,20150426.0,2015.0,4.0,26.0,20150421.0,49.8,16.0,19.0,1.1875,31857.0,,,650.0,任期満了,51.63,,,,東郷町議会議員選挙（2015年04月26日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.2631578947368421,0.3125,0.5263157894736842,0.3684210526315789,0.10526315789473684,0.5625,0.3125,0.125,0.46268082847475994,0.33743458337157933,0.1998845881536608,0.046268082847475994,0.04820494048165419,0.0999422940768304,15578.990000000002,5.0,57.473684210526315,12.360243657335323,29.0,49.5,59.0,68.0,77.0,58.9375,11.90309177272863,29.0,50.25,62.0,68.0,77.0,,,,1243.0,,,,,,,,,,1136.0,,,1290.0,1406.0,,,,,10503.99,,,,,,,,,,,15578.99,,,,0.07978694382626858,,,,,,,,,,0.07291871937782873,,,0.08280382746249917,0.09024975303277041,,,,,0.6742407563006331,,,,,,,,,,,1.0,,,,0.07978694382626858,,,,,,,,,,0.07291871937782873,,,0.08280382746249917,0.09024975303277041,,,,,0.04494938375337554,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,12.0,,,,,,,,,,
東郷町議会議員選挙（2019年04月21日投票）,東郷町議会議員選挙,愛知県,東郷町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,24.0,1.5,,,,,任期満了,49.8,,,,東郷町議会議員選挙（2019年04月21日投票）,1.0,24.0,16.0,1.5,0.0,0.0,0.0,0.25,0.1875,0.4583333333333333,0.375,0.16666666666666666,0.5625,0.3125,0.125,0.5680982876028309,0.319523648772561,0.1123780636246081,0.05164529887298463,0.03550262764139567,0.028094515906152025,15785.999000000002,5.0,60.375,11.488445282108454,33.0,55.0,61.0,66.0,81.0,59.1875,10.75417796719024,33.0,53.75,61.0,66.0,76.0,,670.0,,1265.0,,,,,,,,,,1161.0,,,,,,,,,11527.999,,,,1162.0,,,,,,,15785.999,,0.04244267340951941,,0.08013430128812248,,,,,,,,,,0.07354618481858513,,,,,,,,,0.7302673083914423,,,,0.07360953209233068,,,,,,,1.0,,0.04244267340951941,,0.08013430128812248,,,,,,,,,,0.036773092409292565,,,,,,,,,0.038435121494286434,,,,0.07360953209233068,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,19.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,12.0,,,,1.0,,,,,,
武豊町議会議員選挙（2007年04月22日投票）,武豊町議会議員選挙,愛知県,武豊町,20070422.0,2007.0,4.0,22.0,20070417.0,59.28,18.0,21.0,1.1666666666666667,32001.0,,,,任期満了,,,,,武豊町議会議員選挙（2007年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6857219108620229,0.31427808913797706,,0.04571479405746819,0.05237968152299618,,18735.0,3.0,56.285714285714285,9.818073019851159,34.0,51.0,57.0,64.0,69.0,54.388888888888886,9.328206263733957,34.0,50.25,55.5,62.5,68.0,,,,2173.0,,,,,,,,,,1636.0,,,,,,,,,14926.0,,,,,,,,,,,18735.0,,,,0.11598612223111823,,,,,,,,,,0.0873231918868428,,,,,,,,,0.796690685882039,,,,,,,,,,,1.0,,,,0.057993061115559116,,,,,,,,,,0.0291077306289476,,,,,,,,,0.049793167867627434,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,16.0,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,13.0,,,,,,,,,,
