,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_あたりまえの会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_あたりまえの会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_あたりまえの会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_あたりまえの会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_あたりまえの会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_維新の党,当選者数_自由民主党
愛荘町議会議員選挙（2014年02月23日投票）,愛荘町議会議員選挙,滋賀県,愛荘町,20140223.0,2014.0,2.0,23.0,20140218.0,58.42,14.0,15.0,1.0714285714285714,,,,,任期満了,63.68,,,,愛荘町議会議員選挙（2014年02月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.26666666666666666,0.21428571428571427,0.8666666666666667,0.13333333333333333,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8304132231404958,0.16958677685950413,,0.0638779402415766,0.08479338842975206,,9075.0,2.0,65.6,6.458069887099913,47.0,65.0,67.0,70.0,73.0,65.64285714285714,6.682676354972319,47.0,65.0,67.0,70.0,73.0,,,,,,,1336.0,,,,7739.0,,,9075.0,,,,,,,0.1472176308539945,,,,0.8527823691460055,,,1.0,,,,,,,0.07360881542699725,,,,0.06559864378046196,,,,,,,,,2.0,,,,13.0,,,,,,,,,2.0,,,,12.0,,
愛荘町議会議員選挙（2018年02月25日投票）,愛荘町議会議員選挙,滋賀県,愛荘町,20180225.0,2018.0,2.0,25.0,20180220.0,,14.0,17.0,1.2142857142857142,16151.0,,,,任期満了,58.42,,,,愛荘町議会議員選挙（2018年02月25日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.17647058823529413,0.14285714285714285,0.7058823529411765,0.29411764705882354,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6416984213391399,0.3583015786608601,,0.053474868444928325,0.07166031573217202,,9185.0,0.0,68.6470588235294,5.999423271013231,58.0,65.0,70.0,74.0,77.0,68.14285714285714,5.767608353767528,58.0,65.25,69.5,71.75,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日野町議会議員選挙（1999年04月25日投票）,日野町議会議員選挙,滋賀県,日野町,19990425.0,1999.0,4.0,25.0,19990420.0,79.6,18.0,20.0,1.1111111111111112,17648.0,,,,任期満了,,,,,日野町議会議員選挙（1999年04月25日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.1111111111111111,0.65,0.3,0.05,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6569762609152591,0.29278879131824453,0.050234947766496396,0.05053663545501993,0.04879813188637409,0.050234947766496396,13834.99,3.0,60.85,6.358262341237579,47.0,60.0,63.0,65.0,70.0,60.77777777777778,6.679617051195172,47.0,60.0,63.0,65.0,70.0,,,,1040.0,,,1685.0,,,,11109.99,,,13834.99,,,,0.07517172039878597,,,0.12179264314610998,,,,0.803035636455104,,,1.0,,,,0.07517172039878597,,,0.06089632157305499,,,,0.047237390379712,,,,,,1.0,,,2.0,,,,17.0,,,,,,1.0,,,2.0,,,,15.0,,
日野町議会議員選挙（2003年04月27日投票）,日野町議会議員選挙,滋賀県,日野町,20030427.0,2003.0,4.0,27.0,20030422.0,75.94,18.0,20.0,1.1111111111111112,17892.0,,,244.0,任期満了,79.6,,,,日野町議会議員選挙（2003年04月27日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.6,0.35,0.05,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.5947411423902548,0.33239248310183467,0.07286637450791057,0.049561761865854564,0.04748464044311924,0.07286637450791057,13463.0,3.0,59.9,7.3477887830285376,47.0,54.25,60.0,67.0,72.0,59.0,7.078920193865101,47.0,52.75,59.0,66.75,69.0,,,,1031.0,,,1940.0,,,,10492.0,,,13463.0,,,,0.0765802570006685,,,0.14409864071900766,,,,0.7793211022803238,,,1.0,,,,0.0765802570006685,,,0.04803288023966922,,,,0.04870756889252024,,,,,,1.0,,,3.0,,,,16.0,,,,,,1.0,,,3.0,,,,14.0,,
日野町議会議員選挙（2007年04月22日投票）,日野町議会議員選挙,滋賀県,日野町,20070422.0,2007.0,4.0,22.0,20070417.0,73.89,16.0,20.0,1.25,18210.0,,,318.0,任期満了,75.94,,,,日野町議会議員選挙（2007年04月22日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.25,0.1875,0.7,0.3,0.0,0.75,0.25,0.0,0.6908274054661175,0.30917259453388246,,0.049344814676151254,0.05152876575564708,,13355.0,3.0,60.5,6.5383484153110105,46.0,56.0,60.5,64.25,71.0,61.0625,6.348904925260734,46.0,58.25,60.5,63.5,71.0,,,,1031.0,,,1736.0,,,,10588.0,,,13355.0,,,,0.07719955073006364,,,0.12998876825159117,,,,0.7928116810183452,,,1.0,,,,0.07719955073006364,,,0.043329589417197056,,,,0.049550730063646575,,,,,,1.0,,,3.0,,,,16.0,,,,,,1.0,,,2.0,,,,13.0,,
日野町議会議員選挙（2011年04月24日投票）,日野町議会議員選挙,滋賀県,日野町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,14.0,14.0,1.0,18419.0,,,209.0,任期満了,73.89,,,,日野町議会議員選挙（2011年04月24日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.21428571428571427,0.21428571428571427,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,3.0,60.5,4.1704744505699995,50.0,59.25,60.0,63.0,67.0,60.5,4.1704744505699995,50.0,59.25,60.0,63.0,67.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,11.0,,,,,,1.0,,,2.0,,,,11.0,,
日野町議会議員選挙（2015年04月26日投票）,日野町議会議員選挙,滋賀県,日野町,20150426.0,2015.0,4.0,26.0,20150421.0,65.39,14.0,16.0,1.1428571428571428,,,,,任期満了,,,,,日野町議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.21428571428571427,0.625,0.3125,0.0625,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.587338772675983,0.335237392587449,0.07742383473656801,0.0587338772675983,0.0670474785174898,0.07742383473656801,11521.0,3.0,60.125,9.54512310030625,31.0,57.75,62.5,67.0,71.0,59.57142857142857,10.019368997199416,31.0,55.25,62.5,66.25,71.0,,,,869.0,,,1813.0,,,,8839.0,,,11521.0,,,,0.07542748025345022,,,0.15736481208228453,,,,0.7672077076642653,,,1.0,,,,0.07542748025345022,,,0.05245493736076151,,,,0.06393397563868877,,,,,,1.0,,,3.0,,,,12.0,,,,,,1.0,,,3.0,,,,10.0,,
日野町議会議員選挙（2019年04月21日投票）,日野町議会議員選挙,滋賀県,日野町,20190421.0,2019.0,4.0,21.0,20190416.0,59.81,14.0,16.0,1.1428571428571428,17528.0,,,,任期満了,65.39,,,,日野町議会議員選挙（2019年04月21日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.5625,0.375,0.0625,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6909020965570302,0.23687247547605308,0.07222542796691671,0.0767668996174478,0.039478745912675514,0.07222542796691671,10398.0,3.0,59.6875,11.745843679787331,35.0,54.75,64.0,67.25,76.0,59.857142857142854,10.662733118249767,35.0,55.75,64.0,66.75,71.0,,,,861.0,,,1293.0,,,,8244.0,,,10398.0,,,,0.08280438545874207,,,0.12435083669936527,,,,0.7928447778418927,,,1.0,,,,0.08280438545874207,,,0.06217541834968263,,,,0.06098805983399174,,,,,,1.0,,,2.0,,,,13.0,,,,,,1.0,,,2.0,,,,11.0,,
東近江市議会議員増員選挙（2006年01月29日投票）,東近江市議会議員増員選挙,滋賀県,東近江市,20060129.0,2006.0,1.0,29.0,20060122.0,63.43,0.0,18.0,,29094.0,,,,その他,,,,,東近江市議会議員増員選挙（2006年01月29日投票）,2.0,18.0,9.0,2.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05555555555555555,,18300.0,2.0,62.111111111111114,6.674069963413869,46.0,58.5,62.0,65.75,77.0,61.666666666666664,5.557777333511022,54.0,57.0,60.0,66.0,70.0,,,,,,,2866.0,,,,15434.0,,,18300.0,,,,,,,0.1566120218579235,,,,0.8433879781420766,,,1.0,,,,,,,0.07830601092896175,,,,0.052711748633879785,,,,,,,,,2.0,,,,16.0,,,,,,,,,2.0,,,,7.0,,
東近江市議会議員補欠選挙（2009年03月15日投票）,東近江市議会議員補欠選挙,滋賀県,東近江市,20090315.0,2009.0,3.0,15.0,20090308.0,無投票,1.0,1.0,1.0,18378.0,,,,その他,,,,,東近江市議会議員補欠選挙（2009年03月15日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
東近江市議会議員補欠選挙（2013年02月17日投票）,東近江市議会議員補欠選挙,滋賀県,東近江市,20130217.0,2013.0,2.0,17.0,20130210.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,東近江市議会議員補欠選挙（2013年02月17日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
東近江市議会議員補欠選挙（2017年02月05日投票）,東近江市議会議員補欠選挙,滋賀県,東近江市,20170205.0,2017.0,2.0,5.0,20170129.0,無投票,1.0,1.0,1.0,,,,,その他/坂口明徳議員の滋賀県議会議員選挙出馬による辞職のため,,,,,東近江市議会議員補欠選挙（2017年02月05日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
東近江市議会議員補欠選挙（2021年02月07日投票）,東近江市議会議員補欠選挙,滋賀県,東近江市,20210207.0,2021.0,2.0,7.0,20210131.0,無投票,1.0,1.0,1.0,91768.0,45335.0,46433.0,,辞職/周防清二氏の県議選出馬に伴う辞職によるもの,,,,,東近江市議会議員補欠選挙（2021年02月07日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
東近江市議会議員選挙（2009年10月18日投票）,東近江市議会議員選挙,滋賀県,東近江市,20091018.0,2009.0,10.0,18.0,20091011.0,59.61,26.0,33.0,1.2692307692307692,89655.0,,,,任期満了,,,,,東近江市議会議員選挙（2009年10月18日投票）,1.0,33.0,26.0,1.2692307692307692,0.0,0.0,0.0,0.09090909090909091,0.11538461538461539,0.6060606060606061,0.30303030303030304,0.09090909090909091,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.7050415611894056,0.21591661314089244,0.07904182566970189,0.03525207805947028,0.021591661314089246,0.026347275223233962,52934.0,3.0,60.878787878787875,7.031347884738511,42.0,58.0,63.0,65.0,74.0,60.53846153846154,6.9737462023416485,42.0,56.5,62.0,65.0,74.0,,,,4584.0,,,5691.0,,,,42659.0,,,52934.0,,,,0.0865984055616428,,,0.10751124041258926,,,,0.8058903540257679,,,1.0,,,,0.0432992027808214,,,0.026877810103147316,,,,0.029847790889843257,,,,,,2.0,,,4.0,,,,27.0,,,,,,2.0,,,3.0,,,,21.0,,
東近江市議会議員選挙（2013年10月20日投票）,東近江市議会議員選挙,滋賀県,東近江市,20131020.0,2013.0,10.0,20.0,20131013.0,49.6,25.0,31.0,1.24,89972.0,,,317.0,任期満了,59.61,,,,東近江市議会議員選挙（2013年10月20日投票）,1.0,31.0,25.0,1.24,0.0,0.0,0.0,0.06451612903225806,0.08,0.6129032258064516,0.3548387096774194,0.03225806451612903,0.72,0.24,0.04,0.6624430993833877,0.2668278472977874,0.07072905331882481,0.0348654262833362,0.024257077027071583,0.07072905331882481,44112.0,5.0,,,,,,,,,,,,,,,,,,4128.0,,,3986.0,1302.0,973.0,,33723.0,,,44112.0,,,,0.09357997823721437,,,0.09036089952847298,0.029515778019586505,0.022057490025389915,,0.7644858541893362,,,1.0,,,,0.046789989118607184,,,0.030120299842824327,0.029515778019586505,0.022057490025389915,,0.03185357725788901,,,,,,2.0,,,3.0,1.0,1.0,,24.0,,,,,,2.0,,,3.0,1.0,1.0,,18.0,,
東近江市議会議員選挙（2017年10月22日投票）,東近江市議会議員選挙,滋賀県,東近江市,20171022.0,2017.0,10.0,22.0,20171015.0,58.54,25.0,31.0,1.24,919731.0,,,829759.0,任期満了,49.6,,,,東近江市議会議員選挙（2017年10月22日投票）,1.0,31.0,25.0,1.24,0.0,0.0,0.0,0.06451612903225806,0.08,0.45161290322580644,0.5483870967741935,0.0,0.56,0.44,0.0,0.49484120270685944,0.5051587972931406,,0.035345800193347106,0.029715223370184743,,52016.0,0.0,58.32258064516129,8.486752852854373,40.0,53.0,59.0,65.0,72.0,57.28,8.325959404176794,40.0,53.0,58.0,63.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栗東市議会議員補欠選挙（2006年10月22日投票）,栗東市議会議員補欠選挙,滋賀県,栗東市,20061022.0,2006.0,10.0,22.0,20061015.0,63.87,1.0,2.0,2.0,45926.0,,,,その他,,,,,栗東市議会議員補欠選挙（2006年10月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,27498.0,1.0,55.0,4.0,51.0,53.0,55.0,57.0,59.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,,,,27498.0,,,27498.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,
栗東市議会議員補欠選挙（2010年10月31日投票）,栗東市議会議員補欠選挙,滋賀県,栗東市,20101031.0,2010.0,10.0,31.0,20101024.0,無投票,3.0,3.0,1.0,47649.0,,,1723.0,その他,63.87,,,,栗東市議会議員補欠選挙（2010年10月31日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,60.333333333333336,3.0912061651652345,56.0,59.0,62.0,62.5,63.0,60.333333333333336,3.0912061651652345,56.0,59.0,62.0,62.5,63.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,2.0,,
栗東市議会議員補欠選挙（2014年11月09日投票）,栗東市議会議員補欠選挙,滋賀県,栗東市,20141109.0,2014.0,11.0,9.0,20141102.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,栗東市議会議員補欠選挙（2014年11月09日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
栗東市議会議員補欠選挙（2018年10月28日投票）,栗東市議会議員補欠選挙,滋賀県,栗東市,20181028.0,2018.0,10.0,28.0,20181021.0,23.99,2.0,3.0,1.5,,,,,辞職/三浦悟氏、伊吹みちえ氏の辞職のため,,,,,栗東市議会議員補欠選挙（2018年10月28日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,12551.0,2.0,48.333333333333336,5.90668171555645,40.0,46.0,52.0,52.5,53.0,52.5,0.5,52.0,52.25,52.5,52.75,53.0,,,,,,,2741.0,,,,9810.0,,,12551.0,,,,,,,0.2183889729902,,,,0.7816110270098,,,1.0,,,,,,,0.2183889729902,,,,0.3908055135049,,,,,,,,,1.0,,,,2.0,,,,,,,,,0.0,,,,2.0,,
栗東市議会議員選挙（2003年04月27日投票）,栗東市議会議員選挙,滋賀県,栗東市,20030427.0,2003.0,4.0,27.0,20030420.0,58.11,20.0,23.0,1.15,42517.0,,,,任期満了,,,,,栗東市議会議員選挙（2003年04月27日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.13043478260869565,0.15,0.6521739130434783,0.30434782608695654,0.043478260869565216,0.7,0.25,0.05,0.6581624282198524,0.29786710418375717,0.043970467596390485,0.04387749521465682,0.04255244345482245,0.043970467596390485,24380.0,3.0,57.0,9.273618495495704,37.0,53.0,58.0,63.0,72.0,55.6,8.912911982062878,37.0,52.0,54.5,62.25,70.0,,,,2814.0,,,2926.0,,,,18640.0,,,24380.0,,,,0.11542247744052501,,,0.12001640689089417,,,,0.7645611156685808,,,1.0,,,,0.05771123872026251,,,0.04000546896363139,,,,0.04247561753714338,,,,,,2.0,,,3.0,,,,18.0,,,,,,2.0,,,3.0,,,,15.0,,
栗東市議会議員選挙（2007年04月22日投票）,栗東市議会議員選挙,滋賀県,栗東市,20070422.0,2007.0,4.0,22.0,20070415.0,56.78,20.0,23.0,1.15,45923.0,,,3406.0,任期満了,58.11,,,,栗東市議会議員選挙（2007年04月22日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.17391304347826086,0.2,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.75,0.2,0.05,0.732711943069307,0.19890934405940594,0.06837871287128713,0.04310070253348865,0.039781868811881185,0.06837871287128713,25856.0,3.0,59.73913043478261,8.17853708245391,41.0,56.0,59.0,65.0,74.0,58.75,8.172361959678486,41.0,55.75,58.5,65.0,74.0,,,,2453.0,,,3819.48,,,,19583.52,,,25856.0,,,,0.09487159653465346,,,0.14772122524752476,,,,0.7574071782178218,,,1.0,,,,0.04743579826732673,,,0.04924040841584159,,,,0.042078176567656764,,,,,,2.0,,,3.0,,,,18.0,,,,,,2.0,,,3.0,,,,15.0,,
栗東市議会議員選挙（2011年04月24日投票）,栗東市議会議員選挙,滋賀県,栗東市,20110424.0,2011.0,4.0,24.0,20110417.0,無投票,18.0,18.0,1.0,48536.0,,,2613.0,任期満了,56.78,,,,栗東市議会議員選挙（2011年04月24日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6111111111111112,0.3888888888888889,0.0,0.6111111111111112,0.3888888888888889,0.0,,,,,,,0.0,4.0,55.94444444444444,9.448528528719416,32.0,51.5,58.0,63.0,69.0,55.94444444444444,9.448528528719416,32.0,51.5,58.0,63.0,69.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,1.0,,13.0,,,,,,2.0,,,2.0,,1.0,,13.0,,
栗東市議会議員選挙（2015年04月26日投票）,栗東市議会議員選挙,滋賀県,栗東市,20150426.0,2015.0,4.0,26.0,20150419.0,43.94,18.0,19.0,1.0555555555555556,,,,,任期満了,,,,,栗東市議会議員選挙（2015年04月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.7368421052631579,0.2631578947368421,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7072909387374796,0.2927090612625204,,0.0505207813383914,0.05854181225250408,,21465.0,4.0,58.36842105263158,8.467961454277866,36.0,56.0,59.0,64.5,70.0,57.888888888888886,8.445175406959939,36.0,55.5,59.0,63.75,70.0,,,,2643.0,,,2486.0,,,,14403.0,,1933.0,21465.0,,,,0.12313067784765898,,,0.1158164453761938,,,,0.6709993011879805,,0.09005357558816679,1.0,,,,0.06156533892382949,,,0.0579082226880969,,,,0.04792852151342718,,0.09005357558816679,,,,2.0,,,2.0,,,,14.0,,1.0,,,,2.0,,,2.0,,,,13.0,,1.0
栗東市議会議員選挙（2019年04月21日投票）,栗東市議会議員選挙,滋賀県,栗東市,20190421.0,2019.0,4.0,21.0,20190414.0,39.45,18.0,19.0,1.0555555555555556,53190.0,,,,任期満了,43.94,,,,栗東市議会議員選挙（2019年04月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.21052631578947367,0.2222222222222222,,,,,,,,,,,,,20680.0,3.0,55.89473684210526,8.902363594143235,40.0,50.0,54.0,62.5,71.0,55.55555555555556,9.026025470962795,40.0,50.0,53.5,62.75,71.0,,,,2625.0,,,2105.0,,,,15950.0,,,20680.0,,,,0.12693423597678916,,,0.10178916827852998,,,,0.7712765957446809,,,1.0,,,,0.06346711798839458,,,0.05089458413926499,,,,0.05141843971631206,,,,,,2.0,,,2.0,,,,15.0,,,,,,2.0,,,2.0,,,,14.0,,
湖南市議会議員補欠選挙（2008年10月12日投票）,湖南市議会議員補欠選挙,滋賀県,湖南市,20081012.0,2008.0,10.0,12.0,20081005.0,無投票,2.0,2.0,1.0,42129.0,,,,その他,,,,,湖南市議会議員補欠選挙（2008年10月12日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,50.0,9.0,41.0,45.5,50.0,54.5,59.0,50.0,9.0,41.0,45.5,50.0,54.5,59.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,
湖南市議会議員補欠選挙（2016年10月16日投票）,湖南市議会議員補欠選挙,滋賀県,湖南市,20161016.0,2016.0,10.0,16.0,20161009.0,無投票,3.0,3.0,1.0,,,,,任期満了,,,,,湖南市議会議員補欠選挙（2016年10月16日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,48.333333333333336,8.259674462242579,42.0,42.5,43.0,51.5,60.0,48.333333333333336,8.259674462242579,42.0,42.5,43.0,51.5,60.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,
湖南市議会議員補欠選挙（2020年10月18日投票）,湖南市議会議員補欠選挙,滋賀県,湖南市,20201018.0,2020.0,10.0,18.0,20201011.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,湖南市議会議員補欠選挙（2020年10月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
湖南市議会議員選挙（2005年10月23日投票）,湖南市議会議員選挙,滋賀県,湖南市,20051023.0,2005.0,10.0,23.0,20051016.0,58.65,24.0,26.0,1.0833333333333333,40878.0,,,,任期満了,,,,,湖南市議会議員選挙（2005年10月23日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.2692307692307692,0.2916666666666667,0.9230769230769231,0.07692307692307693,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9262350362502108,0.07376496374978925,,0.03859312651042545,0.036882481874894624,,23724.0,3.0,59.46153846153846,6.868158241707605,44.0,55.0,61.0,64.0,70.0,58.791666666666664,6.689414315834301,44.0,54.75,60.5,64.0,69.0,,,,3341.0,,,2612.0,,,,17771.0,,,23724.0,,,,0.14082785365031192,,,0.11009947732254258,,,,0.7490726690271455,,,1.0,,,,0.04694261788343731,,,0.03669982577418086,,,,0.03745363345135728,,,,,,3.0,,,3.0,,,,20.0,,,,,,3.0,,,3.0,,,,18.0,,
