,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_HAGE党,得票数_NHKから国民を守る党,得票数_いちはら市民ネット ワーク,得票数_いちはら市民ネットワーク,得票数_さくら・市民ネットワーク,得票数_たちあがれ日本,得票数_みどりの未来・のだ,得票数_みんなの党,得票数_コロナワクチン拒絶党,得票数_デモクラティア,得票数_ホリエモン新党,得票数_不登校を考える党,得票数_九十九里ネット・ニューウェーヴ,得票数_佐倉市民オンブズマン,得票数_公明党,得票数_公民党,得票数_動物愛護推進党,得票数_千葉の風21,得票数_千葉を元気にする会,得票数_国民主権党,得票数_国民会議,得票数_国民民主党,得票数_地球環境を育てる会,得票数_子供の未来を守る党,得票数_市民オンブズマン,得票数_市民オンブズマン館山行政監視局,得票数_市民ネットワ ーク・かしわ,得票数_市民ネットワーク,得票数_市民ネットワークちば,得票数_市民ネットワーク・かしわ,得票数_市民ネットワーク・のだ,得票数_市民ネットワーク・ふなばし,得票数_市民ネットワーク千葉県,得票数_市民ネットワーク四街道,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_環境と行政を考える会,得票数_社,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_習志野みんなの改革,得票数_自由党,得票数_自由民主党,得票数_茂原市民に５万円支給する党,得票数_虐待から子供を守る党,得票数_諸,得票数_議席を減らします党,得票数_闘う改革の会千葉,得票数_青年自由,得票数_sum_v,得票率_HAGE党,得票率_NHKから国民を守る党,得票率_いちはら市民ネット ワーク,得票率_いちはら市民ネットワーク,得票率_さくら・市民ネットワーク,得票率_たちあがれ日本,得票率_みどりの未来・のだ,得票率_みんなの党,得票率_コロナワクチン拒絶党,得票率_デモクラティア,得票率_ホリエモン新党,得票率_不登校を考える党,得票率_九十九里ネット・ニューウェーヴ,得票率_佐倉市民オンブズマン,得票率_公明党,得票率_公民党,得票率_動物愛護推進党,得票率_千葉の風21,得票率_千葉を元気にする会,得票率_国民主権党,得票率_国民会議,得票率_国民民主党,得票率_地球環境を育てる会,得票率_子供の未来を守る党,得票率_市民オンブズマン,得票率_市民オンブズマン館山行政監視局,得票率_市民ネットワ ーク・かしわ,得票率_市民ネットワーク,得票率_市民ネットワークちば,得票率_市民ネットワーク・かしわ,得票率_市民ネットワーク・のだ,得票率_市民ネットワーク・ふなばし,得票率_市民ネットワーク千葉県,得票率_市民ネットワーク四街道,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_環境と行政を考える会,得票率_社,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_習志野みんなの改革,得票率_自由党,得票率_自由民主党,得票率_茂原市民に５万円支給する党,得票率_虐待から子供を守る党,得票率_諸,得票率_議席を減らします党,得票率_闘う改革の会千葉,得票率_青年自由,得票率_sum_v,一人あたり得票率_HAGE党,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_いちはら市民ネット ワーク,一人あたり得票率_いちはら市民ネットワーク,一人あたり得票率_さくら・市民ネットワーク,一人あたり得票率_たちあがれ日本,一人あたり得票率_みどりの未来・のだ,一人あたり得票率_みんなの党,一人あたり得票率_コロナワクチン拒絶党,一人あたり得票率_デモクラティア,一人あたり得票率_ホリエモン新党,一人あたり得票率_不登校を考える党,一人あたり得票率_九十九里ネット・ニューウェーヴ,一人あたり得票率_佐倉市民オンブズマン,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_動物愛護推進党,一人あたり得票率_千葉の風21,一人あたり得票率_千葉を元気にする会,一人あたり得票率_国民主権党,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地球環境を育てる会,一人あたり得票率_子供の未来を守る党,一人あたり得票率_市民オンブズマン,一人あたり得票率_市民オンブズマン館山行政監視局,一人あたり得票率_市民ネットワ ーク・かしわ,一人あたり得票率_市民ネットワーク,一人あたり得票率_市民ネットワークちば,一人あたり得票率_市民ネットワーク・かしわ,一人あたり得票率_市民ネットワーク・のだ,一人あたり得票率_市民ネットワーク・ふなばし,一人あたり得票率_市民ネットワーク千葉県,一人あたり得票率_市民ネットワーク四街道,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_環境と行政を考える会,一人あたり得票率_社,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_習志野みんなの改革,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_茂原市民に５万円支給する党,一人あたり得票率_虐待から子供を守る党,一人あたり得票率_諸,一人あたり得票率_議席を減らします党,一人あたり得票率_闘う改革の会千葉,一人あたり得票率_青年自由,立候補者数_HAGE党,立候補者数_NHKから国民を守る党,立候補者数_いちはら市民ネット ワーク,立候補者数_いちはら市民ネットワーク,立候補者数_さくら・市民ネットワーク,立候補者数_たちあがれ日本,立候補者数_みどりの未来・のだ,立候補者数_みんなの党,立候補者数_コロナワクチン拒絶党,立候補者数_デモクラティア,立候補者数_ホリエモン新党,立候補者数_不登校を考える党,立候補者数_九十九里ネット・ニューウェーヴ,立候補者数_佐倉市民オンブズマン,立候補者数_公明党,立候補者数_公民党,立候補者数_動物愛護推進党,立候補者数_千葉の風21,立候補者数_千葉を元気にする会,立候補者数_国民主権党,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地球環境を育てる会,立候補者数_子供の未来を守る党,立候補者数_市民オンブズマン,立候補者数_市民オンブズマン館山行政監視局,立候補者数_市民ネットワ ーク・かしわ,立候補者数_市民ネットワーク,立候補者数_市民ネットワークちば,立候補者数_市民ネットワーク・かしわ,立候補者数_市民ネットワーク・のだ,立候補者数_市民ネットワーク・ふなばし,立候補者数_市民ネットワーク千葉県,立候補者数_市民ネットワーク四街道,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_環境と行政を考える会,立候補者数_社,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_習志野みんなの改革,立候補者数_自由党,立候補者数_自由民主党,立候補者数_茂原市民に５万円支給する党,立候補者数_虐待から子供を守る党,立候補者数_諸,立候補者数_議席を減らします党,立候補者数_闘う改革の会千葉,立候補者数_青年自由,当選者数_HAGE党,当選者数_NHKから国民を守る党,当選者数_いちはら市民ネット ワーク,当選者数_いちはら市民ネットワーク,当選者数_さくら・市民ネットワーク,当選者数_たちあがれ日本,当選者数_みどりの未来・のだ,当選者数_みんなの党,当選者数_コロナワクチン拒絶党,当選者数_デモクラティア,当選者数_ホリエモン新党,当選者数_不登校を考える党,当選者数_九十九里ネット・ニューウェーヴ,当選者数_佐倉市民オンブズマン,当選者数_公明党,当選者数_公民党,当選者数_動物愛護推進党,当選者数_千葉の風21,当選者数_千葉を元気にする会,当選者数_国民主権党,当選者数_国民会議,当選者数_国民民主党,当選者数_地球環境を育てる会,当選者数_子供の未来を守る党,当選者数_市民オンブズマン,当選者数_市民オンブズマン館山行政監視局,当選者数_市民ネットワ ーク・かしわ,当選者数_市民ネットワーク,当選者数_市民ネットワークちば,当選者数_市民ネットワーク・かしわ,当選者数_市民ネットワーク・のだ,当選者数_市民ネットワーク・ふなばし,当選者数_市民ネットワーク千葉県,当選者数_市民ネットワーク四街道,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_環境と行政を考える会,当選者数_社,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_習志野みんなの改革,当選者数_自由党,当選者数_自由民主党,当選者数_茂原市民に５万円支給する党,当選者数_虐待から子供を守る党,当選者数_諸,当選者数_議席を減らします党,当選者数_闘う改革の会千葉,当選者数_青年自由
松戸市議会議員選挙（2014年11月16日投票）,松戸市議会議員選挙,千葉県,松戸市,20141116.0,2014.0,11.0,16.0,20141109.0,37.74,44.0,60.0,1.3636363636363635,,,,,任期満了,41.11,,,,松戸市議会議員選挙（2014年11月16日投票）,1.0,60.0,44.0,1.3636363636363635,0.0,0.0,0.0,0.15,0.18181818181818182,0.6166666666666667,0.3333333333333333,0.05,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.744979152616837,0.21573547835134033,0.03928536903182272,0.020134571692346948,0.010786773917567017,0.013095123010607572,144851.993,8.0,51.18333333333333,12.978818213621077,25.0,39.0,51.5,60.25,79.0,52.25,12.317993121667772,30.0,41.5,52.5,61.25,79.0,,1277.0,,,,,,6778.0,,,,,,,28626.585,,,,,,,,,,,,,,,,,,,,,,,,14151.979,,,5289.0,,69678.52799999999,,,3039.0,,,,,,16011.901,,,,,,,144851.993,,0.008815895270422687,,,,,,0.046792590558281104,,,,,,,0.1976264489505505,,,,,,,,,,,,,,,,,,,,,,,,0.0976995808404238,,,0.03651313240819545,,0.4810325806148901,,,0.02098003580799886,,,,,,0.1105397355492375,,,,,,,1.0,,0.008815895270422687,,,,,,0.011698147639570276,,,,,,,0.01976264489505505,,,,,,,,,,,,,,,,,,,,,,,,0.016283263473403965,,,0.03651313240819545,,0.015032268144215316,,,0.02098003580799886,,,,,,0.022107947109847502,,,,,,,,1.0,,,,,,4.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,32.0,,,1.0,,,,,,5.0,,,,,,,,0.0,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,21.0,,,1.0,,,,,,5.0,,,,,,
松戸市議会議員選挙（2018年11月18日投票）,松戸市議会議員選挙,千葉県,松戸市,20181118.0,2018.0,11.0,18.0,20181111.0,36.19,44.0,59.0,1.3409090909090908,,,,,任期満了,37.74,,,,松戸市議会議員選挙（2018年11月18日投票）,1.0,59.0,44.0,1.3409090909090908,0.0,0.0,0.0,0.2033898305084746,0.25,0.6610169491525424,0.3220338983050847,0.01694915254237288,0.8181818181818182,0.18181818181818182,0.0,0.7662819183520365,0.2250185298383865,0.008699551809577146,0.019648254316718884,0.011843080517809815,0.008699551809577146,144949.99599999998,10.0,51.79661016949152,11.350770392755248,29.0,42.0,51.0,60.5,77.0,52.61363636363637,10.628469292618396,34.0,42.75,51.5,61.0,77.0,,3353.0,,,,,,,,,,,,,26511.95,,,,,,,1279.0,,,,,,,,,,,,,,413.0,,,14533.547999999999,2656.0,,,,59261.543999999994,,,2512.504,,12125.0,,,,22304.45,,,,,,,144949.99599999998,,0.02313211516059649,,,,,,,,,,,,,0.18290410991111725,,,,,,,0.008823732564987447,,,,,,,,,,,,,,0.0028492584435807784,,,0.10026594274621436,0.018323560353875418,,,,0.4088412944833748,,,0.017333591371744502,,0.08364953663054948,,,,0.15387685833395956,,,,,,,1.0,,0.011566057580298245,,,,,,,,,,,,,0.018290410991111724,,,,,,,0.008823732564987447,,,,,,,,,,,,,,0.0028492584435807784,,,0.016710990457702395,0.009161780176937709,,,,0.016353651779334993,,,0.017333591371744502,,0.02091238415763737,,,,0.021982408333422795,,,,,,,,2.0,,,,,,,,,,,,,10.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,6.0,2.0,,,,25.0,,,1.0,,4.0,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,10.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,4.0,0.0,,,,17.0,,,1.0,,4.0,,,,7.0,,,,,,
柏市議会議員選挙（1999年08月08日投票）,柏市議会議員選挙,千葉県,柏市,19990808.0,1999.0,8.0,8.0,19990801.0,44.34,36.0,47.0,1.3055555555555556,251983.0,,,,任期満了,,,,,柏市議会議員選挙（1999年08月08日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.1276595744680851,0.16666666666666666,0.5531914893617021,0.3829787234042553,0.02127659574468085,0.6388888888888888,0.3055555555555556,0.0,0.5914653140329801,0.3321575460243105,0.009306115901517758,0.022748665924345386,0.018453197001350584,0.009306115901517758,110464.99,7.0,52.46808510638298,8.697886913424108,29.0,49.0,52.0,57.5,69.0,52.0,9.419247433963195,29.0,49.0,52.0,57.25,69.0,,,,,,,,,,,,,,,16907.0,,,,,,,,,,,,,,,4463.0,,,,,,,1743.0,,11268.51,,,,,67748.98999999999,,,1351.49,,,,,,6983.0,,,,,,,110464.98999999999,,,,,,,,,,,,,,,0.15305301706902794,,,,,,,,,,,,,,,0.04040194092263984,,,,,,,0.015778754879713475,,0.10200978608697653,,,,,0.6133073474229256,,,0.01223455503865976,,,,,,0.0632145985800569,,,,,,,1.0,,,,,,,,,,,,,,,0.02550883617817132,,,,,,,,,,,,,,,0.02020097046131992,,,,,,,0.015778754879713475,,0.020401957217395305,,,,,0.02114852922148019,,,0.01223455503865976,,,,,,0.021071532860018966,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,5.0,,,,,29.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,4.0,,,,,20.0,,,0.0,,,,,,3.0,,,,,,
柏市議会議員選挙（2003年08月10日投票）,柏市議会議員選挙,千葉県,柏市,20030810.0,2003.0,8.0,10.0,20030803.0,39.33,36.0,44.0,1.2222222222222223,262710.0,,,10727.0,任期満了,44.34,,,,柏市議会議員選挙（2003年08月10日投票）,1.0,44.0,36.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.6590909090909091,0.29545454545454547,0.045454545454545456,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6738756314060124,0.28860781717424355,0.037516551419744006,0.023237090738138358,0.022200601321095657,0.018758275709872003,101955.0,8.0,53.31818181818182,10.897816143347935,26.0,48.0,55.0,60.0,73.0,52.02777777777778,11.011322735941478,26.0,45.25,54.5,59.25,73.0,,,,,,,,,,,,,,,20021.11,,,,,,,,,,,,,3864.0,,,,,,,,,1983.0,,9460.1,,,6400.860000000001,,53868.03,,,926.9,,,,,,5431.0,,,,,,,101955.0,,,,,,,,,,,,,,,0.19637202687460154,,,,,,,,,,,,,0.037899073120494335,,,,,,,,,0.019449757245843753,,0.09278701387867197,,,0.06278122701191703,,0.5283510372223039,,,0.009091265754499533,,,,,,0.05326859889166789,,,,,,,1.0,,,,,,,,,,,,,,,0.02805314669637165,,,,,,,,,,,,,0.018949536560247168,,,,,,,,,0.019449757245843753,,0.023196753469667993,,,0.031390613505958516,,0.021134041488892155,,,0.009091265754499533,,,,,,0.026634299445833946,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,4.0,,,2.0,,25.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,4.0,,,2.0,,18.0,,,0.0,,,,,,2.0,,,,,,
柏市議会議員選挙（2007年08月05日投票）,柏市議会議員選挙,千葉県,柏市,20070805.0,2007.0,8.0,5.0,20070729.0,43.24,40.0,55.0,1.375,309156.0,,,46446.0,任期満了,39.33,,,,柏市議会議員選挙（2007年08月05日投票）,1.0,55.0,40.0,1.375,0.0,0.0,0.0,0.2727272727272727,0.275,0.6727272727272727,0.3090909090909091,0.01818181818181818,0.75,0.225,0.025,0.7292132918957397,0.2537279397948588,0.017058768309401503,0.019708467348533504,0.014925172929109342,0.017058768309401503,132304.97999999998,7.0,51.30909090909091,11.778057761282172,28.0,41.5,52.0,60.0,77.0,51.875,12.153574577053451,28.0,43.75,56.0,60.25,77.0,,,,,,,,,,,,,,,20433.54,,,,,,,,,,,,,,,,,,3763.0,,,,2660.0,,10773.0,,,17511.82,,72881.62,,,,,,,,,4282.0,,,,,,,132304.98,,,,,,,,,,,,,,,0.15444271258723594,,,,,,,,,,,,,,,,,,0.028441862127941062,,,,0.020105063316588685,,0.08142550643218417,,,0.13235949243936243,,0.5508607461336678,,,,,,,,,0.03236461696301983,,,,,,,1.0,,,,,,,,,,,,,,,0.019305339073404492,,,,,,,,,,,,,,,,,,0.014220931063970531,,,,0.020105063316588685,,0.020356376608046043,,,0.01890849891990892,,0.017214398316677117,,,,,,,,,0.03236461696301983,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,4.0,,,7.0,,32.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,4.0,,,5.0,,20.0,,,,,,,,,1.0,,,,,,
柏市議会議員選挙（2011年08月07日投票）,柏市議会議員選挙,千葉県,柏市,20110807.0,2011.0,8.0,7.0,20110731.0,37.62,36.0,51.0,1.4166666666666667,320781.0,,,11625.0,任期満了,43.24,,,,柏市議会議員選挙（2011年08月07日投票）,1.0,51.0,36.0,1.4166666666666667,0.0,0.0,0.0,0.23529411764705882,0.2222222222222222,0.5882352941176471,0.27450980392156865,0.13725490196078433,0.7222222222222222,0.1388888888888889,0.1388888888888889,0.638584007801719,0.19161860582113419,0.1697973863771468,0.021286133593390634,0.013687043272938156,0.024256769482449543,119183.99,9.0,,,,,,,,53.0,12.849556844930921,30.0,42.25,54.5,62.5,77.0,,,,,,,,3051.0,,,,,,,20887.0,,,,,,,,,,,,,,,1871.0,,,,,,,2117.0,,10824.0,,,3396.0,,61502.86000000001,,,2088.13,,,,,,13447.0,,,,,,,119183.99,,,,,,,,0.02559907584902972,,,,,,,0.17525004826571086,,,,,,,,,,,,,,,0.015698417211909083,,,,,,,0.01776245282608847,,0.09081756702389306,,,0.02849375994208618,,0.516032900056459,,,0.017520222305026038,,,,,,0.11282555651979766,,,,,,,1.0,,,,,,,,0.02559907584902972,,,,,,,0.02503572118081584,,,,,,,,,,,,,,,0.015698417211909083,,,,,,,0.01776245282608847,,0.018163513404778613,,,0.02849375994208618,,0.017794237932981342,,,0.017520222305026038,,,,,,0.02256511130395953,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,5.0,,,1.0,,29.0,,,1.0,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,4.0,,,1.0,,16.0,,,1.0,,,,,,5.0,,,,,,
柏市議会議員選挙（2015年08月09日投票）,柏市議会議員選挙,千葉県,柏市,20150809.0,2015.0,8.0,9.0,20150802.0,35.25,36.0,47.0,1.3055555555555556,,,,,任期満了,37.62,,,,柏市議会議員選挙（2015年08月09日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.2127659574468085,0.25,0.5957446808510638,0.3404255319148936,0.06382978723404255,0.75,0.16666666666666666,0.08333333333333333,0.6906520854447259,0.2368126969025261,0.07253521765274804,0.024666145908740212,0.014800793556407881,0.024178405884249344,113599.98999999999,7.0,54.46808510638298,11.930385065979394,33.0,44.0,56.0,65.0,73.0,54.55555555555556,12.584038488949327,33.0,43.25,56.5,65.0,73.0,,,,,,,,,,,,,,,19747.07,,,,,,,,,,,,3133.92,,,,,,,,,,,,14272.0,,,8241.0,,47598.0,,,1845.0,,,,,,18763.0,,,,,,,113599.98999999999,,,,,,,,,,,,,,,0.1738298568512198,,,,,,,,,,,,0.027587326372123803,,,,,,,,,,,,0.12563381387621603,,,0.07254402047042434,,0.4189965157567356,,,0.01624119861278157,,,,,,0.16516726806049897,,,,,,,1.0,,,,,,,,,,,,,,,0.0248328366930314,,,,,,,,,,,,0.027587326372123803,,,,,,,,,,,,0.025126762775243207,,,0.024181340156808114,,0.018217239815510242,,,0.01624119861278157,,,,,,0.02359532400864271,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,3.0,,23.0,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,3.0,,13.0,,,0.0,,,,,,7.0,,,,,,
柏市議会議員選挙（2019年08月04日投票）,柏市議会議員選挙,千葉県,柏市,20190804.0,2019.0,8.0,4.0,20190728.0,34.22,36.0,48.0,1.3333333333333333,,,,,任期満了,35.25,,,,柏市議会議員選挙（2019年08月04日投票）,1.0,48.0,36.0,1.3333333333333333,0.0,0.0,0.0,0.1875,0.25,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.7777777777777778,0.19444444444444445,0.027777777777777776,0.7506144999560312,0.23506306483727732,0.014322435206691526,0.02421337096632359,0.014691441552329832,0.014322435206691526,116321.001,11.0,52.729166666666664,12.397478882373179,31.0,42.75,52.5,62.25,74.0,54.861111111111114,11.419167068714334,37.0,44.75,55.5,63.25,74.0,,3003.0,,,,,,,,,,,,,18110.59,,,,,,,3168.0,,,,,,,,3723.64,,,,,,,805.314,,12729.0,1958.0,,,,50065.877,,,2028.0,,5610.58,,,,15119.0,,,,,,,116321.00099999999,,0.025816490351557413,,,,,,,,,,,,,0.15569492906960114,,,,,,,0.027234978832412216,,,,,,,,0.032011760283940476,,,,,,,0.00692320383315821,,0.10942993862303507,0.01683272997281033,,,,0.43041133217208133,,,0.017434512964688124,,0.048233594550996,,,,0.1299765293457198,,,,,,,1.0,,0.025816490351557413,,,,,,,,,,,,,0.022242132724228734,,,,,,,0.027234978832412216,,,,,,,,0.032011760283940476,,,,,,,0.00692320383315821,,0.021885987724607016,0.01683272997281033,,,,0.017933805507170057,,,0.017434512964688124,,0.048233594550996,,,,0.025995305869143958,,,,,,,,1.0,,,,,,,,,,,,,7.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,5.0,1.0,,,,24.0,,,1.0,,1.0,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,7.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,0.0,,5.0,1.0,,,,13.0,,,1.0,,1.0,,,,5.0,,,,,,
栄町議会議員選挙（2008年03月16日投票）,栄町議会議員選挙,千葉県,栄町,20080316.0,2008.0,3.0,16.0,20080311.0,67.81,16.0,21.0,1.3125,19972.0,,,,任期満了,,,,,栄町議会議員選挙（2008年03月16日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.125,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.6875,0.25,0.0625,0.6699553736030411,0.252413991164467,0.07763063523249178,0.04785395525736008,0.04206899852741117,0.07763063523249178,13371.01,4.0,56.857142857142854,8.334013577678235,31.0,55.0,59.0,61.0,67.0,56.125,9.22547424255252,31.0,54.5,59.5,61.25,67.0,,,,,,,,,,,,,,,1160.0,,,,,,,,,,,,,,,,,,,,,,,,704.0,,,705.0,,10802.009999999998,,,,,,,,,,,,,,,,13371.009999999998,,,,,,,,,,,,,,,0.08675485247561704,,,,,,,,,,,,,,,,,,,,,,,,0.05265122081278827,,,0.05272600947871552,,0.8078679172328792,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.08675485247561704,,,,,,,,,,,,,,,,,,,,,,,,0.05265122081278827,,,0.05272600947871552,,0.04488155095738218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,13.0,,,,,,,,,,,,,,,
栄町議会議員選挙（2012年04月15日投票）,栄町議会議員選挙,千葉県,栄町,20120415.0,2012.0,4.0,15.0,20120410.0,57.51,14.0,16.0,1.1428571428571428,19119.0,,,-853.0,任期満了,67.81,,,,栄町議会議員選挙（2012年04月15日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.6875,0.125,0.1875,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7603010002753051,0.10030283564283748,0.1393961640818574,0.06911827275230047,0.05015141782141874,0.0464653880272858,10897.0,3.0,60.4375,8.388748044255472,35.0,58.5,62.5,65.5,71.0,59.42857142857143,8.499699874653437,35.0,57.5,62.0,64.0,71.0,,,,,,,,,,,,,,,1167.0,,,,,,,,,,,,,,,,,,,,,,,,792.0,,,,,8938.0,,,,,,,,,,,,,,,,10897.0,,,,,,,,,,,,,,,0.10709369551252639,,,,,,,,,,,,,,,,,,,,,,,,0.07268055428099476,,,,,0.8202257502064788,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.10709369551252639,,,,,,,,,,,,,,,,,,,,,,,,0.07268055428099476,,,,,0.05858755358617706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,12.0,,,,,,,,,,,,,,,
栄町議会議員選挙（2016年04月17日投票）,栄町議会議員選挙,千葉県,栄町,20160417.0,2016.0,4.0,17.0,20160412.0,56.02,14.0,16.0,1.1428571428571428,18315.0,,,-804.0,任期満了,57.51,,,,栄町議会議員選挙（2016年04月17日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.25,0.2857142857142857,0.75,0.1875,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6831644199547378,0.22680310931811473,0.0900324707271475,0.05693036832956148,0.07560103643937158,0.0900324707271475,10163.0,0.0,62.1875,9.008459565874734,39.0,57.75,64.0,68.25,75.0,62.5,9.317801702731636,39.0,58.75,64.0,68.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
