,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_ふくしま県民党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_草民党,得票数_sum_v,得票率_　,得票率_ふくしま県民党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_草民党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_ふくしま県民党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_草民党,立候補者数_　,立候補者数_ふくしま県民党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_草民党,当選者数_　,当選者数_ふくしま県民党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_草民党
古殿町議会議員選挙（2020年03月22日投票）,古殿町議会議員選挙,福島県,古殿町,20200322.0,2020.0,3.0,22.0,20200317.0,84.68,12.0,14.0,1.1666666666666667,4418.0,,,-340.0,任期満了,85.21,,,,古殿町議会議員選挙（2020年03月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.75,0.25,0.0,0.7115974369523062,0.2628309732120403,0.025571589835653656,0.07906638188358957,0.06570774330301007,0.025571589835653656,3701.9990000000003,2.0,65.21428571428571,5.78395034839106,54.0,61.25,66.0,68.75,78.0,65.08333333333333,6.020220557052338,54.0,60.75,66.0,68.25,78.0,,,,,,,343.0,,,3358.9990000000003,,,,,,,3701.9990000000003,,,,,,,0.0926526452330214,,,0.9073473547669786,,,,,,,1.0,,,,,,,0.0926526452330214,,,0.06979595036669066,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
只見町議会議員選挙（2008年03月30日投票）,只見町議会議員選挙,福島県,只見町,20080330.0,2008.0,3.0,30.0,20080325.0,93.11,12.0,13.0,1.0833333333333333,4415.0,,,,任期満了,,,,,只見町議会議員選挙（2008年03月30日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.38461538461538464,0.6153846153846154,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3763810459121041,0.6236189540878959,,0.07527620918242081,0.07795236926098699,,4073.0,2.0,61.38461538461539,7.499112373510117,49.0,57.0,60.0,69.0,74.0,60.75,7.46240577829965,49.0,56.5,59.5,66.75,74.0,,,,,,,236.0,,,3837.0,,,,,,,4073.0,,,,,,,0.05794254849005647,,,0.9420574515099436,,,,,,,1.0,,,,,,,0.05794254849005647,,,0.07850478762582863,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
只見町議会議員選挙（2012年03月25日投票）,只見町議会議員選挙,福島県,只見町,20120325.0,2012.0,3.0,25.0,20120320.0,91.5,12.0,14.0,1.1666666666666667,4175.0,,,-240.0,任期満了,93.11,,,,只見町議会議員選挙（2012年03月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.7341772151898734,0.26582278481012656,,0.07341772151898734,0.06645569620253164,,3792.0,2.0,57.642857142857146,9.491403199415647,39.0,53.0,60.0,63.5,73.0,58.75,8.738087128580641,39.0,53.0,60.0,64.0,73.0,,,,,,,217.0,,,3575.0,,,,,,,3792.0,,,,,,,0.057225738396624475,,,0.9427742616033755,,,,,,,1.0,,,,,,,0.057225738396624475,,,0.0725210970464135,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
只見町議会議員選挙（2016年03月27日投票）,只見町議会議員選挙,福島県,只見町,20160327.0,2016.0,3.0,27.0,20160322.0,90.51,12.0,13.0,1.0833333333333333,3877.0,,,-298.0,任期満了,91.5,,,,只見町議会議員選挙（2016年03月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.7532769010043042,0.24672309899569586,,0.07532769010043042,0.08224103299856529,,3485.0,0.0,62.46153846153846,8.687881786766463,42.0,57.0,63.0,68.0,77.0,63.0,8.831760866327848,42.0,58.5,64.0,68.25,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
只見町議会議員選挙（2020年03月29日投票）,只見町議会議員選挙,福島県,只見町,20200329.0,2020.0,3.0,29.0,20200324.0,87.55,12.0,13.0,1.0833333333333333,3688.0,,,-189.0,任期満了,90.51,,,,只見町議会議員選挙（2020年03月29日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.5833333333333334,0.25,0.16666666666666666,0.5153507253605029,0.26973692660931287,0.21491234803018425,0.06441884067006286,0.08991230886977096,0.10745617401509212,3191.999,2.0,64.61538461538461,11.021227500659887,39.0,61.0,67.0,70.0,79.0,66.16666666666667,10.015266125049077,39.0,62.5,68.0,70.75,79.0,,,,,,,154.457,,,3037.542,,,,,,,3191.999,,,,,,,0.04838879962055126,,,0.9516112003794488,,,,,,,1.0,,,,,,,0.04838879962055126,,,0.07930093336495407,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
喜多方市議会議員補欠選挙（2010年01月24日投票）,喜多方市議会議員補欠選挙,福島県,喜多方市,20100124.0,2010.0,1.0,24.0,20100117.0,75.25,2.0,4.0,2.0,43286.0,,,,その他,,,,,喜多方市議会議員補欠選挙（2010年01月24日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,0.5196999326772033,0.4803000673227968,,0.25984996633860163,0.2401500336613984,31193.0,2.0,42.75,12.676257334087218,27.0,32.25,43.0,53.5,58.0,39.5,12.5,27.0,33.25,39.5,45.75,52.0,,,,,,,6828.0,,,24365.0,,,,,,,31193.0,,,,,,,0.21889526496329303,,,0.781104735036707,,,,,,,1.0,,,,,,,0.21889526496329303,,,0.26036824501223566,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,
喜多方市議会議員選挙（2007年04月22日投票）,喜多方市議会議員選挙,福島県,喜多方市,20070422.0,2007.0,4.0,22.0,20070415.0,82.05,30.0,43.0,1.4333333333333331,44087.0,,,,任期満了,,,,,喜多方市議会議員選挙（2007年04月22日投票）,1.0,43.0,30.0,1.4333333333333333,0.0,0.0,0.0,0.023255813953488372,0.03333333333333333,0.9069767441860465,0.09302325581395349,0.0,0.9,0.1,0.0,0.8935110961100329,0.1064889038899671,,0.022910540925898278,0.026622225972491774,,35553.0,4.0,58.16279069767442,5.802686757645575,46.0,54.0,59.0,62.0,69.0,58.333333333333336,5.723246941689268,46.0,54.0,59.0,62.0,69.0,,,,2021.0,,,2134.0,948.0,,30450.0,,,,,,,35553.0,,,,0.05684471071358254,,,0.06002306415773634,0.026664416504936294,,0.8564678086237448,,,,,,,1.0,,,,0.02842235535679127,,,0.02000768805257878,0.026664416504936294,,0.023147778611452563,,,,,,,,,,2.0,,,3.0,1.0,,37.0,,,,,,,,,,2.0,,,0.0,1.0,,27.0,,,,,,
喜多方市議会議員選挙（2011年04月24日投票）,喜多方市議会議員選挙,福島県,喜多方市,20110424.0,2011.0,4.0,24.0,20110417.0,69.27,26.0,27.0,1.0384615384615383,42744.0,,,-1343.0,任期満了,82.05,,,,喜多方市議会議員選挙（2011年04月24日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.037037037037037035,0.038461538461538464,0.8518518518518519,0.07407407407407407,0.07407407407407407,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.828261331688403,0.08852226355467208,0.0832164047569249,0.03601136224732187,0.04426113177733604,0.04160820237846245,29212.99,3.0,,,,,,,,,,,,,,,,,,2210.52,,,2505.0,,,24497.47,,,,,,,29212.99,,,,0.07566907735223269,,,0.08574952444101065,,,0.8385813982067567,,,,,,,1.0,,,,0.037834538676116344,,,0.042874762220505326,,,0.036460060791598116,,,,,,,,,,2.0,,,2.0,,,23.0,,,,,,,,,,2.0,,,2.0,,,22.0,,,,,,
喜多方市議会議員選挙（2015年04月26日投票）,喜多方市議会議員選挙,福島県,喜多方市,20150426.0,2015.0,4.0,26.0,20150419.0,無投票,26.0,26.0,1.0,41418.0,,,-1326.0,任期満了,69.27,,,,喜多方市議会議員選挙（2015年04月26日投票）,1.0,26.0,26.0,1.0,1.0,1.0,0.0,0.11538461538461539,0.11538461538461539,0.7692307692307693,0.23076923076923078,0.0,0.7692307692307693,0.23076923076923078,0.0,,,,,,,0.0,3.0,60.53846153846154,9.009528158185429,32.0,56.75,62.0,67.0,75.0,60.53846153846154,9.009528158185429,32.0,56.75,62.0,67.0,75.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,22.0,,,,,,,,,,2.0,,,2.0,,,22.0,,,,,,
喜多方市議会議員選挙（2019年04月21日投票）,喜多方市議会議員選挙,福島県,喜多方市,20190421.0,2019.0,4.0,21.0,20190414.0,63.61,22.0,26.0,1.181818181818182,40014.0,,,-1404.0,任期満了,,,,,喜多方市議会議員選挙（2019年04月21日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.045454545454545456,,,,,,,,,,,,,25080.994,4.0,61.73076923076923,10.570487552643526,36.0,57.25,64.0,70.5,79.0,62.68181818181818,10.588958072343626,36.0,58.5,65.5,71.0,79.0,,,,2276.0,,,1655.0,,,20685.653000000002,,,,,464.341,,25080.994000000002,,,,0.09074600472373621,,,0.06598622048233016,,,0.8247541146096522,,,,,0.018513660184281373,,1.0,,,,0.04537300236186811,,,0.03299311024116508,,,0.039274005457602484,,,,,0.018513660184281373,,,,,2.0,,,2.0,,,21.0,,,,,1.0,,,,,2.0,,,2.0,,,18.0,,,,,0.0,
国見町議会議員補欠選挙（2012年11月11日投票）,国見町議会議員補欠選挙,福島県,国見町,20121111.0,2012.0,11.0,11.0,20121106.0,50.89,1.0,3.0,3.0,8416.0,,,,その他,,,,,国見町議会議員補欠選挙（2012年11月11日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.3333333333333333,,,4166.0,1.0,59.333333333333336,5.734883511361751,52.0,56.0,60.0,63.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,4166.0,,,,,,,4166.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,
国見町議会議員補欠選挙（2020年11月08日投票）,国見町議会議員補欠選挙,福島県,国見町,20201108.0,2020.0,11.0,8.0,20201103.0,73.14,4.0,5.0,1.25,,,,,その他/議員定数不足に伴う,50.89,,,,国見町議会議員補欠選挙（2020年11月08日投票）,1.0,5.0,4.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,5266.0,1.0,68.0,4.560701700396552,59.0,69.0,70.0,71.0,71.0,67.25,4.815340071064556,59.0,66.5,69.5,70.25,71.0,,,,,,,,,,5266.0,,,,,,,5266.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,
国見町議会議員選挙（1999年04月25日投票）,国見町議会議員選挙,福島県,国見町,19990425.0,1999.0,4.0,25.0,19990420.0,84.79,20.0,21.0,1.05,9118.0,,,,任期満了,,,,,国見町議会議員選挙（1999年04月25日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.7,0.25,0.05,0.6834123645016188,0.2702040484747793,0.04638358702360191,0.04556082430010792,0.05404080969495586,0.04638358702360191,7632.009999999999,2.0,64.52380952380952,8.086549959620175,39.0,61.0,65.0,69.0,76.0,64.05,7.996718076811262,39.0,60.75,65.0,68.25,76.0,,,,,,,340.0,,,7292.009999999999,,,,,,,7632.009999999999,,,,,,,0.04454920787577585,,,0.9554507921242241,,,,,,,1.0,,,,,,,0.04454920787577585,,,0.04777253960621121,,,,,,,,,,,,,1.0,,,20.0,,,,,,,,,,,,,1.0,,,19.0,,,,,,
国見町議会議員選挙（2003年04月27日投票）,国見町議会議員選挙,福島県,国見町,20030427.0,2003.0,4.0,27.0,20030422.0,85.95,18.0,20.0,1.1111111111111112,9067.0,,,-51.0,任期満了,84.79,,,,国見町議会議員選挙（2003年04月27日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.7,0.25,0.05,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6463888169816205,0.28242298731555787,0.07118819570282164,0.046170629784401465,0.056484597463111574,0.07118819570282164,7726.0,2.0,62.35,8.850282481367472,43.0,57.25,64.0,68.25,76.0,61.27777777777778,8.684632375994557,43.0,55.75,63.0,68.0,76.0,,,,,,,353.0,,,7373.0,,,,,,,7726.0,,,,,,,0.04568987833290189,,,0.9543101216670982,,,,,,,1.0,,,,,,,0.04568987833290189,,,0.05022684850879464,,,,,,,,,,,,,1.0,,,19.0,,,,,,,,,,,,,1.0,,,17.0,,,,,,
国見町議会議員選挙（2007年04月22日投票）,国見町議会議員選挙,福島県,国見町,20070422.0,2007.0,4.0,22.0,20070417.0,80.33,12.0,15.0,1.25,8841.0,,,-226.0,任期満了,85.95,,,,国見町議会議員選挙（2007年04月22日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8716336421952958,0.1283663578047042,,0.06704874170733045,0.0641831789023521,,7015.0,2.0,65.0,7.023769168568493,48.0,61.0,66.0,70.5,75.0,66.0,5.671566509057851,57.0,62.75,67.0,69.75,75.0,,,,,,,531.0,,,6484.0,,,,,,,7015.0,,,,,,,0.07569493941553813,,,0.9243050605844618,,,,,,,1.0,,,,,,,0.07569493941553813,,,0.06602179004174727,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
国見町議会議員選挙（2011年06月19日投票）,国見町議会議員選挙,福島県,国見町,20110619.0,2011.0,6.0,19.0,20110614.0,無投票,12.0,12.0,1.0,8602.0,,,-239.0,任期満了,80.33,,,,国見町議会議員選挙（2011年06月19日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
国見町議会議員選挙（2015年06月07日投票）,国見町議会議員選挙,福島県,国見町,20150607.0,2015.0,6.0,7.0,20150602.0,73.2,12.0,14.0,1.1666666666666667,,,,,任期満了,,,,,国見町議会議員選挙（2015年06月07日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7373863636363637,0.2626136363636363,,0.06703512396694215,0.08753787878787878,,5896.0,2.0,67.85714285714286,6.544977822260175,54.0,66.0,67.5,72.75,77.0,68.5,5.515130702591432,56.0,66.0,67.5,72.25,77.0,,,,,,,357.0,,,5539.0,,,,,,,5896.0,,,,,,,0.06054952510176391,,,0.9394504748982361,,,,,,,1.0,,,,,,,0.06054952510176391,,,0.07226542114601817,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,1.0,,,11.0,,,,,,
国見町議会議員選挙（2019年06月02日投票）,国見町議会議員選挙,福島県,国見町,20190602.0,2019.0,6.0,2.0,20190528.0,無投票,10.0,10.0,1.0,,,,,任期満了,73.2,,,,国見町議会議員選挙（2019年06月02日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,2.0,69.4,7.073895673530958,58.0,64.25,70.0,74.75,81.0,69.4,7.073895673530958,58.0,64.25,70.0,74.75,81.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,,1.0,,,9.0,,,,,,
塙町議会議員選挙（2008年03月23日投票）,塙町議会議員選挙,福島県,塙町,20080323.0,2008.0,3.0,23.0,20080318.0,85.76,14.0,16.0,1.1428571428571428,8278.0,,,,任期満了,,,,,塙町議会議員選挙（2008年03月23日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.625,0.25,0.125,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6644758640388461,0.22535561268209084,0.11016852327906312,0.06644758640388461,0.05633890317052271,0.05508426163953156,7002.0,2.0,57.625,5.509934210133547,49.0,54.0,57.0,61.0,68.0,57.785714285714285,5.8697599297290735,49.0,54.0,57.5,61.0,68.0,,,,,,,355.0,,,6647.0,,,,,,,7002.0,,,,,,,0.050699800057126536,,,0.9493001999428735,,,,,,,1.0,,,,,,,0.050699800057126536,,,0.06328667999619157,,,,,,,,,,,,,1.0,,,15.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
塙町議会議員選挙（2012年03月25日投票）,塙町議会議員選挙,福島県,塙町,20120325.0,2012.0,3.0,25.0,20120320.0,83.6,14.0,15.0,1.0714285714285714,7923.0,,,-355.0,任期満了,85.76,,,,塙町議会議員選挙（2012年03月25日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6364610439308128,0.3635389560691872,,0.06364610439308128,0.07270779121383744,,6533.0,2.0,60.333333333333336,5.792715732327589,49.0,57.0,59.0,65.0,72.0,60.857142857142854,5.642405045180428,49.0,58.0,59.5,65.0,72.0,,,,,,,401.0,,,6132.0,,,,,,,6533.0,,,,,,,0.06138068268789224,,,0.9386193173121078,,,,,,,1.0,,,,,,,0.06138068268789224,,,0.06704423695086484,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
塙町議会議員選挙（2016年03月27日投票）,塙町議会議員選挙,福島県,塙町,20160327.0,2016.0,3.0,27.0,20160322.0,79.94,14.0,15.0,1.0714285714285714,7552.0,,,-371.0,任期満了,83.6,,,,塙町議会議員選挙（2016年03月27日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6217667785234899,0.37823322147651006,,0.062176677852349,0.07564664429530202,,5960.000000000001,0.0,63.8,5.256107558513873,54.0,60.0,62.0,69.0,74.0,63.42857142857143,5.246962192059131,54.0,60.0,62.0,67.75,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塙町議会議員選挙（2020年03月22日投票）,塙町議会議員選挙,福島県,塙町,20200322.0,2020.0,3.0,22.0,20200317.0,80.69,13.0,16.0,1.2307692307692308,7329.0,,,-223.0,任期満了,79.94,,,,塙町議会議員選挙（2020年03月22日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.6875,0.3125,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6402803283091688,0.3597196716908312,,0.0582073025735608,0.07194393433816623,,5848.999,0.0,63.5,5.60133912560202,49.0,62.75,64.0,66.25,73.0,62.53846153846154,5.772819396705759,49.0,62.0,64.0,65.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大熊町議会議員選挙（2007年10月21日投票）,大熊町議会議員選挙,福島県,大熊町,20071021.0,2007.0,10.0,21.0,20071016.0,無投票,14.0,14.0,1.0,8671.0,,,,任期満了,,,,,大熊町議会議員選挙（2007年10月21日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,3.0,55.714285714285715,9.074521407518427,38.0,50.5,55.5,62.25,73.0,55.714285714285715,9.074521407518427,38.0,50.5,55.5,62.25,73.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,12.0,,,,,,,,,,1.0,,,1.0,,,12.0,,,,,,
大熊町議会議員選挙（2011年11月20日投票）,大熊町議会議員選挙,福島県,大熊町,20111120.0,2011.0,11.0,20.0,20111110.0,68.34,14.0,18.0,1.2857142857142858,8591.0,,,-80.0,任期満了,,,,,大熊町議会議員選挙（2011年11月20日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.3888888888888889,0.0,0.7857142857142857,0.21428571428571427,0.0,0.6428945988463555,0.3571054011536445,,0.058444963531486864,0.051015057307663494,,5721.0,3.0,59.72222222222222,7.4818710936321535,42.0,55.25,62.0,65.5,70.0,58.142857142857146,7.6983963344614175,42.0,54.25,58.5,63.75,70.0,,,,659.0,,,207.43,,,4854.57,,,,,,,5721.0,,,,0.11518965215871352,,,0.03625764726446425,,,0.8485527005768222,,,,,,,1.0,,,,0.11518965215871352,,,0.03625764726446425,,,0.05303454378605139,,,,,,,,,,1.0,,,1.0,,,16.0,,,,,,,,,,1.0,,,1.0,,,12.0,,,,,,
大熊町議会議員選挙（2015年11月15日投票）,大熊町議会議員選挙,福島県,大熊町,20151115.0,2015.0,11.0,15.0,20151105.0,51.44,12.0,13.0,1.0833333333333333,,,,,任期満了,68.34,,,,大熊町議会議員選挙（2015年11月15日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7551973837888344,0.2448026162111656,,0.07551973837888344,0.08160087207038853,,4281.0,2.0,61.07692307692308,7.436516331450433,46.0,58.0,60.0,65.0,72.0,60.166666666666664,7.009913614937696,46.0,58.0,60.0,63.5,71.0,,,,541.0,,,,,,3740.0,,,,,,,4281.0,,,,0.12637234291053492,,,,,,0.8736276570894651,,,,,,,1.0,,,,0.12637234291053492,,,,,,0.07280230475745543,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,1.0,,,,,,11.0,,,,,,
大熊町議会議員選挙（2019年11月10日投票）,大熊町議会議員選挙,福島県,大熊町,20191110.0,2019.0,11.0,10.0,20191031.0,53.01,12.0,13.0,1.0833333333333333,,,,,任期満了,51.44,,,,大熊町議会議員選挙（2019年11月10日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.5384615384615384,0.46153846153846156,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6103008204193254,0.38969917958067457,,0.08718583148847506,0.06494986326344576,,4388.0,1.0,61.0,8.320502943378436,45.0,53.0,64.0,69.0,69.0,60.333333333333336,8.319989316232457,45.0,52.25,63.5,67.5,69.0,,,,,,,,,,4388.0,,,,,,,4388.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,12.0,,,,,,
大玉村議会議員補欠選挙（2001年07月29日投票）,大玉村議会議員補欠選挙,福島県,大玉村,20010729.0,2001.0,7.0,29.0,20010724.0,78.47,2.0,4.0,2.0,6562.0,,,,その他,,,,,大玉村議会議員補欠選挙（2001年07月29日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.8799126637554585,0.12008733624454149,,0.2933042212518195,0.12008733624454149,5038.0,2.0,49.5,5.024937810560445,42.0,46.5,50.5,53.5,55.0,51.5,3.5,48.0,49.75,51.5,53.25,55.0,,,,,,,1087.0,,,3951.0,,,,,,,5038.0,,,,,,,0.21576022231044065,,,0.7842397776895593,,,,,,,1.0,,,,,,,0.21576022231044065,,,0.2614132592298531,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,
大玉村議会議員補欠選挙（2017年07月30日投票）,大玉村議会議員補欠選挙,福島県,大玉村,20170730.0,2017.0,7.0,30.0,20170725.0,72.72,1.0,2.0,2.0,7054.0,,,492.0,"任期満了/遠藤勇雄議員の町長選挙出馬に伴う辞職による",78.47,,,,大玉村議会議員補欠選挙（2017年07月30日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4787.0,0.0,54.5,2.5,52.0,53.25,54.5,55.75,57.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
