,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHKから自国民を守る党,得票数_さいたま未来,得票数_しょぼい政党,得票数_はにゅう市民ネットワーク,得票数_みんなの党,得票数_よしかわ市民ネットワーク,得票数_オリーブの木,得票数_スーパークレイジー君党,得票数_チームはんのう,得票数_テレビ改革党,得票数_ネクスト草加,得票数_ネットワーク三芳,得票数_人生ひゃくねん党,得票数_住民自治を進める街づくり会議,得票数_公募型競争入札を促進する会,得票数_公明党,得票数_創健の会,得票数_創建の会,得票数_国民会議,得票数_国民民主党,得票数_地域政党蓮田から変える会,得票数_富士見市民ネットワーク,得票数_少子化対策党,得票数_市民ネットワーク・かわぐち,得票数_市民ネットワーク所沢,得票数_市民ネットワーク鶴ヶ島,得票数_平和の党,得票数_平成改新,得票数_幸福実現党,得票数_愛煙党,得票数_新党・市民の力,得票数_新党市民の力,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本創新党,得票数_日本労働党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生き活きネットワーク鴻巣／吹上,得票数_生活者ネットワーク さいたま市,得票数_生活者ネットワークさいたま市,得票数_社会民主党,得票数_税金のムダづかいをなくす党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由大丈夫党,得票数_自由民主党,得票数_見沼区の未来を創る会,得票数_議席を減らします党,得票数_越谷市民ネットワーク,得票数_青年自由,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHKから自国民を守る党,得票率_さいたま未来,得票率_しょぼい政党,得票率_はにゅう市民ネットワーク,得票率_みんなの党,得票率_よしかわ市民ネットワーク,得票率_オリーブの木,得票率_スーパークレイジー君党,得票率_チームはんのう,得票率_テレビ改革党,得票率_ネクスト草加,得票率_ネットワーク三芳,得票率_人生ひゃくねん党,得票率_住民自治を進める街づくり会議,得票率_公募型競争入札を促進する会,得票率_公明党,得票率_創健の会,得票率_創建の会,得票率_国民会議,得票率_国民民主党,得票率_地域政党蓮田から変える会,得票率_富士見市民ネットワーク,得票率_少子化対策党,得票率_市民ネットワーク・かわぐち,得票率_市民ネットワーク所沢,得票率_市民ネットワーク鶴ヶ島,得票率_平和の党,得票率_平成改新,得票率_幸福実現党,得票率_愛煙党,得票率_新党・市民の力,得票率_新党市民の力,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本創新党,得票率_日本労働党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生き活きネットワーク鴻巣／吹上,得票率_生活者ネットワーク さいたま市,得票率_生活者ネットワークさいたま市,得票率_社会民主党,得票率_税金のムダづかいをなくす党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由大丈夫党,得票率_自由民主党,得票率_見沼区の未来を創る会,得票率_議席を減らします党,得票率_越谷市民ネットワーク,得票率_青年自由,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_さいたま未来,一人あたり得票率_しょぼい政党,一人あたり得票率_はにゅう市民ネットワーク,一人あたり得票率_みんなの党,一人あたり得票率_よしかわ市民ネットワーク,一人あたり得票率_オリーブの木,一人あたり得票率_スーパークレイジー君党,一人あたり得票率_チームはんのう,一人あたり得票率_テレビ改革党,一人あたり得票率_ネクスト草加,一人あたり得票率_ネットワーク三芳,一人あたり得票率_人生ひゃくねん党,一人あたり得票率_住民自治を進める街づくり会議,一人あたり得票率_公募型競争入札を促進する会,一人あたり得票率_公明党,一人あたり得票率_創健の会,一人あたり得票率_創建の会,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地域政党蓮田から変える会,一人あたり得票率_富士見市民ネットワーク,一人あたり得票率_少子化対策党,一人あたり得票率_市民ネットワーク・かわぐち,一人あたり得票率_市民ネットワーク所沢,一人あたり得票率_市民ネットワーク鶴ヶ島,一人あたり得票率_平和の党,一人あたり得票率_平成改新,一人あたり得票率_幸福実現党,一人あたり得票率_愛煙党,一人あたり得票率_新党・市民の力,一人あたり得票率_新党市民の力,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生き活きネットワーク鴻巣／吹上,一人あたり得票率_生活者ネットワーク さいたま市,一人あたり得票率_生活者ネットワークさいたま市,一人あたり得票率_社会民主党,一人あたり得票率_税金のムダづかいをなくす党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由大丈夫党,一人あたり得票率_自由民主党,一人あたり得票率_見沼区の未来を創る会,一人あたり得票率_議席を減らします党,一人あたり得票率_越谷市民ネットワーク,一人あたり得票率_青年自由,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_NHKから自国民を守る党,立候補者数_さいたま未来,立候補者数_しょぼい政党,立候補者数_はにゅう市民ネットワーク,立候補者数_みんなの党,立候補者数_よしかわ市民ネットワーク,立候補者数_オリーブの木,立候補者数_スーパークレイジー君党,立候補者数_チームはんのう,立候補者数_テレビ改革党,立候補者数_ネクスト草加,立候補者数_ネットワーク三芳,立候補者数_人生ひゃくねん党,立候補者数_住民自治を進める街づくり会議,立候補者数_公募型競争入札を促進する会,立候補者数_公明党,立候補者数_創健の会,立候補者数_創建の会,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地域政党蓮田から変える会,立候補者数_富士見市民ネットワーク,立候補者数_少子化対策党,立候補者数_市民ネットワーク・かわぐち,立候補者数_市民ネットワーク所沢,立候補者数_市民ネットワーク鶴ヶ島,立候補者数_平和の党,立候補者数_平成改新,立候補者数_幸福実現党,立候補者数_愛煙党,立候補者数_新党・市民の力,立候補者数_新党市民の力,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生き活きネットワーク鴻巣／吹上,立候補者数_生活者ネットワーク さいたま市,立候補者数_生活者ネットワークさいたま市,立候補者数_社会民主党,立候補者数_税金のムダづかいをなくす党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由大丈夫党,立候補者数_自由民主党,立候補者数_見沼区の未来を創る会,立候補者数_議席を減らします党,立候補者数_越谷市民ネットワーク,立候補者数_青年自由,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_NHKから自国民を守る党,当選者数_さいたま未来,当選者数_しょぼい政党,当選者数_はにゅう市民ネットワーク,当選者数_みんなの党,当選者数_よしかわ市民ネットワーク,当選者数_オリーブの木,当選者数_スーパークレイジー君党,当選者数_チームはんのう,当選者数_テレビ改革党,当選者数_ネクスト草加,当選者数_ネットワーク三芳,当選者数_人生ひゃくねん党,当選者数_住民自治を進める街づくり会議,当選者数_公募型競争入札を促進する会,当選者数_公明党,当選者数_創健の会,当選者数_創建の会,当選者数_国民会議,当選者数_国民民主党,当選者数_地域政党蓮田から変える会,当選者数_富士見市民ネットワーク,当選者数_少子化対策党,当選者数_市民ネットワーク・かわぐち,当選者数_市民ネットワーク所沢,当選者数_市民ネットワーク鶴ヶ島,当選者数_平和の党,当選者数_平成改新,当選者数_幸福実現党,当選者数_愛煙党,当選者数_新党・市民の力,当選者数_新党市民の力,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生き活きネットワーク鴻巣／吹上,当選者数_生活者ネットワーク さいたま市,当選者数_生活者ネットワークさいたま市,当選者数_社会民主党,当選者数_税金のムダづかいをなくす党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由大丈夫党,当選者数_自由民主党,当選者数_見沼区の未来を創る会,当選者数_議席を減らします党,当選者数_越谷市民ネットワーク,当選者数_青年自由,当選者数_青年自由党
川越市議会議員選挙（2003年04月27日投票）,川越市議会議員選挙,埼玉県,川越市,20030427.0,2003.0,4.0,27.0,20030420.0,46.43,40.0,52.0,1.3,260164.0,,,,任期満了,,,,,川越市議会議員選挙（2003年04月27日投票）,1.0,52.0,40.0,1.3,0.0,0.0,0.0,0.11538461538461539,0.1,0.6346153846153846,0.34615384615384615,0.019230769230769232,0.725,0.25,0.025,0.6641875709063406,0.3152233287112904,0.020589100382369007,0.020126896088070927,0.017512407150627244,0.020589100382369007,118995.0,5.0,,,,,,,,55.825,10.178132196036755,27.0,50.5,57.0,63.25,72.0,,,,,,,,,,,,,,,,,21766.0,,,,,,,,,,,,,,,,,,,10974.0,,,,5542.0,,,78310.0,,,,2403.0,,,,,,,,,,,,118995.0,,,,,,,,,,,,,,,,,0.1829152485398546,,,,,,,,,,,,,,,,,,,0.09222236228412958,,,,0.04657338543636287,,,0.6580948779360477,,,,0.020194125803605193,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.026130749791407802,,,,,,,,,,,,,,,,,,,0.018444472456825917,,,,0.023286692718181436,,,0.017786348052325613,,,,0.020194125803605193,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,37.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,27.0,,,,1.0,,,,,,,,,,,
川越市議会議員選挙（2007年04月22日投票）,川越市議会議員選挙,埼玉県,川越市,20070422.0,2007.0,4.0,22.0,20070415.0,46.21,40.0,47.0,1.175,265308.0,,,5144.0,任期満了,46.43,,,,川越市議会議員選挙（2007年04月22日投票）,1.0,47.0,40.0,1.175,0.0,0.0,0.0,0.14893617021276595,0.125,0.6595744680851063,0.2978723404255319,0.0425531914893617,0.775,0.175,0.05,0.7194010952251159,0.24518992987585797,0.03540897489902619,0.02320648694274567,0.01751356641970414,0.017704487449513095,121071.0,6.0,56.4468085106383,11.152346400642674,31.0,48.5,59.0,65.0,76.0,56.25,11.684926187186635,31.0,48.5,58.5,65.0,76.0,,,,,,,,,,,,,,,,,21104.38,,,,,,,,,,,,,,,,,,,11069.02,,,,9281.0,,,71294.26,,,,2665.96,,,,,,5656.38,,,,,,121071.0,,,,,,,,,,,,,,,,,0.17431408016783542,,,,,,,,,,,,,,,,,,,0.09142585755465801,,,,0.07665749849262003,,,0.5888632290143799,,,,0.022019806559787233,,,,,,0.046719528210719334,,,,,,1.0,,,,,,,,,,,,,,,,,0.024902011452547917,,,,,,,,,,,,,,,,,,,0.022856464388664503,,,,0.038328749246310016,,,0.018995588032721934,,,,0.022019806559787233,,,,,,0.023359764105359667,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,31.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,24.0,,,,1.0,,,,,,2.0,,,,,
川越市議会議員選挙（2011年04月24日投票）,川越市議会議員選挙,埼玉県,川越市,20110424.0,2011.0,4.0,24.0,20110417.0,40.49,36.0,45.0,1.25,273959.0,,,8651.0,任期満了,46.21,,,,川越市議会議員選挙（2011年04月24日投票）,1.0,45.0,36.0,1.25,0.0,0.0,0.0,0.2,0.25,0.6,0.4,0.0,0.75,0.25,0.0,0.733296133334553,0.266703866665447,,0.02715911604942789,0.014816881481413722,,109319.00000000001,7.0,,,,,,,,,,,,,,,,,,,,5259.08,,,,,,,,,,,21065.16,,,,,,,,,,,,,,,,,,,9971.49,,,,8856.0,,,53960.270000000004,,,,2398.0,,,,,,7809.0,,,,,,109319.0,,,,,,0.04810764825876563,,,,,,,,,,,0.19269440810838007,,,,,,,,,,,,,,,,,,,0.09121461045197998,,,,0.08101062029473376,,,0.49360376512774545,,,,0.021935802559481882,,,,,,0.07143314519891328,,,,,,1.0,,,,,,0.024053824129382815,,,,,,,,,,,0.02752777258691144,,,,,,,,,,,,,,,,,,,0.022803652612994996,,,,0.027003540098244586,,,0.01898476019722098,,,,0.021935802559481882,,,,,,0.03571657259945664,,,,,,,,,,,2.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,26.0,,,,1.0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,17.0,,,,1.0,,,,,,2.0,,,,,
川越市議会議員選挙（2015年04月26日投票）,川越市議会議員選挙,埼玉県,川越市,20150426.0,2015.0,4.0,26.0,20150419.0,40.59,36.0,47.0,1.3055555555555556,278928.0,,,4969.0,任期満了,40.49,,,,川越市議会議員選挙（2015年04月26日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.19148936170212766,0.2222222222222222,0.5531914893617021,0.425531914893617,0.02127659574468085,0.6944444444444444,0.2777777777777778,0.027777777777777776,0.6422098976109214,0.3380577510328723,0.019732351356206216,0.02470038067734313,0.016902887551643615,0.019732351356206216,111340.0,7.0,52.723404255319146,13.256394888216112,28.0,41.0,53.0,64.0,81.0,53.0,12.791055902899929,28.0,41.0,53.5,63.5,74.0,,,,,,,,,,,,,,,,,20076.809999999998,,,,,,,,,,,,,,,,,1525.0,,13654.75,,,,8499.0,,,42596.44,,,,2158.0,,,,,,22830.0,,,,,,111340.0,,,,,,,,,,,,,,,,,0.18031983114783542,,,,,,,,,,,,,,,,,0.01369678462367523,,0.12264011137057661,,,,0.07633375246991198,,,0.3825798455182325,,,,0.019382072929764686,,,,,,0.2050476019400036,,,,,,1.0,,,,,,,,,,,,,,,,,0.025759975878262203,,,,,,,,,,,,,,,,,0.01369678462367523,,0.02452802227411532,,,,0.025444584156637324,,,0.017389992978101478,,,,0.019382072929764686,,,,,,0.02563095024250045,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,,5.0,,,,3.0,,,22.0,,,,1.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.0,,5.0,,,,2.0,,,14.0,,,,1.0,,,,,,7.0,,,,,
川越市議会議員選挙（2019年04月21日投票）,川越市議会議員選挙,埼玉県,川越市,20190421.0,2019.0,4.0,21.0,20190414.0,37.95,36.0,48.0,1.3333333333333333,109217.0,,,-169711.0,任期満了,40.59,,,,川越市議会議員選挙（2019年04月21日投票）,1.0,48.0,36.0,1.3333333333333333,0.0,0.0,0.0,0.22916666666666666,0.2222222222222222,0.6458333333333334,0.3125,0.041666666666666664,0.8055555555555556,0.19444444444444445,0.0,0.7375716206820602,0.23612824632795665,0.026300132989983193,0.023792632925227746,0.01574188308853044,0.013150066494991597,107565.996,10.0,53.520833333333336,11.410867596530755,32.0,43.75,55.5,62.25,77.0,52.47222222222222,10.99617638371304,32.0,43.0,53.5,59.5,77.0,1644.0,,,,,,,,,,,,,,,,19347.597,,,,3154.0,,,,,,,,,814.8,,,,,,11375.163,,,1128.0,,,,31886.807999999997,,,,2153.6279999999997,,4709.0,,,,31353.0,,,,,,107565.996,0.015283640380181112,,,,,,,,,,,,,,,,0.17986722309529865,,,,0.029321533916722157,,,,,,,,,0.007574884538790493,,,,,,0.10575054778463633,,,0.010486585370343245,,,,0.2964394807444538,,,,0.02002145733861842,,0.0437777752738886,,,,0.29147687155706714,,,,,,1.0,0.015283640380181112,,,,,,,,,,,,,,,,0.025695317585042666,,,,0.029321533916722157,,,,,,,,,0.007574884538790493,,,,,,0.021150109556927265,,,0.010486585370343245,,,,0.016468860041358543,,,,0.02002145733861842,,0.0437777752738886,,,,0.024289739296422263,,,,,,1.0,,,,,,,,,,,,,,,,7.0,,,,1.0,,,,,,,,,1.0,,,,,,5.0,,,1.0,,,,18.0,,,,1.0,,1.0,,,,12.0,,,,,,0.0,,,,,,,,,,,,,,,,7.0,,,,1.0,,,,,,,,,0.0,,,,,,5.0,,,0.0,,,,11.0,,,,1.0,,1.0,,,,10.0,,,,,
幸手市議会議員選挙（2007年04月22日投票）,幸手市議会議員選挙,埼玉県,幸手市,20070422.0,2007.0,4.0,22.0,20070415.0,57.55,15.0,22.0,1.4666666666666666,44196.0,,,,その他,,,,,幸手市議会議員選挙（2007年04月22日投票）,1.0,22.0,15.0,1.4666666666666666,0.0,0.0,0.0,0.13636363636363635,0.13333333333333333,0.8181818181818182,0.18181818181818182,0.0,1.0,0.0,0.0,0.9197610177552314,0.08023898224476855,,0.05109783431973508,0.020059745561192138,,25232.0,6.0,55.45454545454545,8.804581827493273,35.0,49.25,57.5,62.75,67.0,58.266666666666666,5.0526120857323775,48.0,57.0,58.0,61.5,67.0,,,,,,,,,,,,,,,,,3657.42,,,,,,,,,,,,,,,,,,,2039.0,,,,1669.0,,,14693.58,,,,1155.0,,,,,,2018.0,,,,,,25232.0,,,,,,,,,,,,,,,,,0.1449516487000634,,,,,,,,,,,,,,,,,,,0.08081008243500316,,,,0.06614616360177553,,,0.5823390932149651,,,,0.04577520608750792,,,,,,0.07997780596068485,,,,,,1.0,,,,,,,,,,,,,,,,,0.0724758243500317,,,,,,,,,,,,,,,,,,,0.04040504121750158,,,,0.06614616360177553,,,0.04159564951535465,,,,0.04577520608750792,,,,,,0.039988902980342425,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,14.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,8.0,,,,1.0,,,,,,1.0,,,,,
幸手市議会議員選挙（2011年04月24日投票）,幸手市議会議員選挙,埼玉県,幸手市,20110424.0,2011.0,4.0,24.0,20110417.0,48.23,15.0,19.0,1.2666666666666666,44632.0,,,436.0,任期満了,57.55,,,,幸手市議会議員選挙（2011年04月24日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,0.21052631578947367,0.26666666666666666,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.4,0.5333333333333333,0.06666666666666667,0.4550967650798135,0.46410086170363046,0.080802373216556,0.05688709563497669,0.0515667624115145,0.040401186608278,21237.0,5.0,57.63157894736842,9.526751952794989,39.0,51.0,61.0,65.0,72.0,57.266666666666666,8.82017888455532,39.0,51.0,55.0,65.0,71.0,,,,,,,,,,,,,,,,,3817.5,,,,,,,,,,,,,,,,,,,1582.0,,,,1071.0,,,13713.5,,,,1053.0,,,,,,,,,,,,21237.0,,,,,,,,,,,,,,,,,0.17975702782878938,,,,,,,,,,,,,,,,,,,0.07449263078589255,,,,0.05043085181522814,,,0.6457362150962942,,,,0.049583274473795735,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.08987851391439469,,,,,,,,,,,,,,,,,,,0.037246315392946275,,,,0.05043085181522814,,,0.04967201654586879,,,,0.049583274473795735,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,11.0,,,,1.0,,,,,,,,,,,
幸手市議会議員選挙（2015年04月26日投票）,幸手市議会議員選挙,埼玉県,幸手市,20150426.0,2015.0,4.0,26.0,20150419.0,50.51,15.0,21.0,1.4,,,,,任期満了,48.23,,,,幸手市議会議員選挙（2015年04月26日投票）,1.0,21.0,15.0,1.4,0.0,0.0,0.0,0.19047619047619047,0.26666666666666666,0.6190476190476191,0.2857142857142857,0.09523809523809523,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.6758905422676648,0.20502054044184773,0.1190889172904875,0.05199158017443575,0.03417009007364129,0.05954445864524375,21908.0,5.0,58.142857142857146,8.137425088738448,43.0,54.0,57.0,65.0,72.0,61.0,6.613118276073197,53.0,56.0,58.0,65.5,72.0,,,,,,,,,,,,,,,,,3418.45,,,,,,,,,,,,,,,,,,,1526.0,,,,1147.0,,,14357.55,,,,,,,,,,1459.0,,,,,,21908.0,,,,,,,,,,,,,,,,,0.15603660763191526,,,,,,,,,,,,,,,,,,,0.06965492057695818,,,,0.05235530399853935,,,0.6553564907796239,,,,,,,,,,0.0665966770129633,,,,,,1.0,,,,,,,,,,,,,,,,,0.07801830381595763,,,,,,,,,,,,,,,,,,,0.06965492057695818,,,,0.05235530399853935,,,0.04095978067372649,,,,,,,,,,0.0665966770129633,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,16.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,10.0,,,,,,,,,,1.0,,,,,
幸手市議会議員選挙（2019年04月21日投票）,幸手市議会議員選挙,埼玉県,幸手市,20190421.0,2019.0,4.0,21.0,20190414.0,46.63,15.0,17.0,1.1333333333333333,43472.0,,,,任期満了,50.51,,,,幸手市議会議員選挙（2019年04月21日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.23529411764705882,0.26666666666666666,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.6666666666666666,0.2,0.13333333333333333,0.5939889824538357,0.26923270528531396,0.1367783122608504,0.059398898245383566,0.05384654105706279,0.0683891561304252,20004.999,4.0,61.8235294117647,7.516533103512136,48.0,57.0,61.0,66.0,76.0,63.46666666666667,6.386096007908291,54.0,59.0,61.0,67.5,76.0,,,,,,,,,,,,,,,,,3850.749,,,,,,,,,,,,,,,,,,,1940.0,,,,,,,12629.25,,,,,,,,,,1585.0,,,,,,20004.999,,,,,,,,,,,,,,,,,0.1924893372901443,,,,,,,,,,,,,,,,,,,0.0969757609085609,,,,,,,0.631304705388888,,,,,,,,,,0.07923019641240672,,,,,,1.0,,,,,,,,,,,,,,,,,0.09624466864507215,,,,,,,,,,,,,,,,,,,0.04848788045428045,,,,,,,0.052608725449074,,,,,,,,,,0.07923019641240672,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,12.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,10.0,,,,,,,,,,1.0,,,,,
志木市議会議員選挙（2008年04月13日投票）,志木市議会議員選挙,埼玉県,志木市,20080413.0,2008.0,4.0,13.0,20080406.0,40.77,15.0,19.0,1.2666666666666666,54549.0,,,,任期満了,,,,,志木市議会議員選挙（2008年04月13日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,0.2631578947368421,0.26666666666666666,0.6842105263157895,0.3157894736842105,0.0,0.8,0.2,0.0,0.7600963067278427,0.23990369327215735,,0.058468946671372514,0.039983948878692895,,22013.0,4.0,54.1578947368421,11.046614903717106,29.0,46.5,59.0,61.0,70.0,55.06666666666667,11.192060678097766,29.0,51.0,59.0,61.0,70.0,,,,,,,,,,,,,,,,,4503.0,,,,,,,,,,,,,,,,,,,2819.0,,,,2509.0,,,12182.0,,,,,,,,,,,,,,,,22013.0,,,,,,,,,,,,,,,,,0.20456094126198154,,,,,,,,,,,,,,,,,,,0.1280606914096216,,,,0.11397810384772634,,,0.5534002634806705,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.06818698042066051,,,,,,,,,,,,,,,,,,,0.0640303457048108,,,,0.05698905192386317,,,0.04611668862338921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,8.0,,,,,,,,,,,,,,,
志木市議会議員選挙（2012年04月15日投票）,志木市議会議員選挙,埼玉県,志木市,20120415.0,2012.0,4.0,15.0,20120408.0,39.58,15.0,18.0,1.2,56459.0,,,1910.0,任期満了,40.77,,,,志木市議会議員選挙（2012年04月15日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.7222222222222222,0.2777777777777778,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8011618935233513,0.19883810647664865,,0.061627837963334715,0.03976762129532973,,22033.0,5.0,,,,,,,,,,,,,,,,,,,,1361.0,,,,,,,,,,,4859.0,,,,,,,,,,,,,,,,,,,2489.0,,,,745.0,,,12579.0,,,,,,,,,,,,,,,,22033.0,,,,,,0.06177097989379567,,,,,,,,,,,0.2205328371079744,,,,,,,,,,,,,,,,,,,0.11296691326646394,,,,0.03381291698815413,,,0.5709163527436119,,,,,,,,,,,,,,,,1.0,,,,,,0.06177097989379567,,,,,,,,,,,0.07351094570265813,,,,,,,,,,,,,,,,,,,0.05648345663323197,,,,0.03381291698815413,,,0.051901486613055624,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,8.0,,,,,,,,,,,,,,,
志木市議会議員選挙（2016年04月10日投票）,志木市議会議員選挙,埼玉県,志木市,20160410.0,2016.0,4.0,10.0,20160403.0,40.75,14.0,18.0,1.2857142857142858,58649.0,,,2190.0,任期満了,39.58,,,,志木市議会議員選挙（2016年04月10日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.6111111111111112,0.3888888888888889,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6401225114854517,0.35987748851454826,,0.05819295558958652,0.051411069787792606,,23508.0,0.0,57.5,14.068285846778442,33.0,44.75,60.0,68.0,79.0,54.642857142857146,14.250850314766398,33.0,42.5,59.0,67.75,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
