,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
三戸町議会議員選挙（2020年03月08日投票）,三戸町議会議員選挙,青森県,三戸町,20200308.0,2020.0,3.0,8.0,20200303.0,66.57,14.0,19.0,1.3571428571428572,8657.0,,,-596.0,任期満了,68.85,,,,三戸町議会議員選挙（2020年03月08日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.10526315789473684,0.14285714285714285,0.631578947368421,0.3684210526315789,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6857995436194488,0.31420045638055116,,0.0571499619682874,0.04488577948293588,,5697.0,2.0,59.26315789473684,11.200761746948794,32.0,54.0,63.0,68.0,73.0,57.785714285714285,12.260147816800412,32.0,53.25,60.5,68.5,73.0,,,,235.0,,5462.0,,,,5697.0,,,,0.041249780586273474,,0.9587502194137265,,,,1.0,,,,0.041249780586273474,,0.053263901078540364,,,,,,,1.0,,18.0,,,,,,,0.0,,14.0,,,
三沢市議会議員補欠選挙（2007年01月21日投票）,三沢市議会議員補欠選挙,青森県,三沢市,20070121.0,2007.0,1.0,21.0,20070114.0,無投票,1.0,1.0,1.0,33562.0,,,,その他,,,,,三沢市議会議員補欠選挙（2007年01月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
三沢市議会議員補欠選挙（2007年06月17日投票）,三沢市議会議員補欠選挙,青森県,三沢市,20070617.0,2007.0,6.0,17.0,20070610.0,50.19,3.0,4.0,1.3333333333333333,33096.0,,,-466.0,その他,,,,,三沢市議会議員補欠選挙（2007年06月17日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.6666666666666666,0.3333333333333333,,0.6989473684210527,0.30105263157894735,,0.23298245614035087,0.30105263157894735,16150.0,2.0,48.0,13.133925536563698,26.0,44.0,53.5,57.5,59.0,47.333333333333336,15.107025591499546,26.0,41.5,57.0,58.0,59.0,,,,,,7483.0,,,8667.0,16150.0,,,,,,0.463343653250774,,,0.536656346749226,1.0,,,,,,0.231671826625387,,,0.268328173374613,,,,,,2.0,,,2.0,,,,,,1.0,,,2.0
三沢市議会議員補欠選挙（2011年06月05日投票）,三沢市議会議員補欠選挙,青森県,三沢市,20110605.0,2011.0,6.0,5.0,20110529.0,55.61,1.0,2.0,2.0,32599.0,,,-497.0,その他,50.19,,,,三沢市議会議員補欠選挙（2011年06月05日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,16801.0,1.0,,,,,,,,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,16801.0,,,,16801.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
三沢市議会議員補欠選挙（2019年06月02日投票）,三沢市議会議員補欠選挙,青森県,三沢市,20190602.0,2019.0,6.0,2.0,20190526.0,69.09,1.0,2.0,2.0,,,,,辞職,55.61,,,,三沢市議会議員補欠選挙（2019年06月02日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.7284049252749318,0.27159507472506816,,0.7284049252749318,0.27159507472506816,21278.0,2.0,56.0,2.0,54.0,55.0,56.0,57.0,58.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,5779.0,,,,,15499.0,21278.0,,,,0.27159507472506816,,,,,0.7284049252749318,1.0,,,,0.27159507472506816,,,,,0.7284049252749318,,,,1.0,,,,,1.0,,,,0.0,,,,,1.0
三沢市議会議員選挙（2008年03月09日投票）,三沢市議会議員選挙,青森県,三沢市,20080309.0,2008.0,3.0,9.0,20080302.0,72.76,20.0,23.0,1.15,33247.0,,,,任期満了,,,,,三沢市議会議員選挙（2008年03月09日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.1,0.6956521739130435,0.30434782608695654,0.0,0.7,0.3,0.0,0.7551950495463478,0.24480495045365222,,0.047199690596646734,0.03497213577909317,,23917.0,6.0,55.04347826086956,9.786762403189524,26.0,51.0,56.0,60.5,72.0,54.35,9.860400600381304,26.0,50.5,55.5,60.25,72.0,1609.0,,,737.0,434.0,13265.65,429.0,,7442.35,23917.0,0.06727432370280553,,,0.030814901534473388,0.018146088556257055,0.5546535936781368,0.017937032236484508,,0.31117406029184264,1.0,0.06727432370280553,,,0.030814901534473388,0.018146088556257055,0.03961811383415263,0.017937032236484508,,0.062234812058368526,1.0,,,1.0,1.0,14.0,1.0,,5.0,1.0,,,1.0,1.0,12.0,0.0,,5.0
三沢市議会議員選挙（2012年03月04日投票）,三沢市議会議員選挙,青森県,三沢市,20120304.0,2012.0,3.0,4.0,20120226.0,69.29,18.0,22.0,1.2222222222222223,32990.0,,,-257.0,任期満了,72.76,,,,三沢市議会議員選挙（2012年03月04日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.8636363636363636,0.09090909090909091,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9396187852668059,0.040254143155462746,,0.04945362027720031,0.020127071577731373,,22507.0,6.0,56.81818181818182,8.94242372898759,30.0,53.5,58.5,62.0,69.0,57.611111111111114,9.428908790928796,30.0,53.5,60.5,63.5,69.0,1494.0,,,638.0,470.0,11495.0,453.0,,7957.0,22507.0,0.06637934864708757,,,0.028346736570844626,0.020882392144666105,0.5107299951126316,0.020127071577731373,,0.3535344559470387,1.0,0.06637934864708757,,,0.028346736570844626,0.020882392144666105,0.039286922700971665,0.020127071577731373,,0.07070689118940773,1.0,,,1.0,1.0,13.0,1.0,,5.0,1.0,,,1.0,0.0,11.0,0.0,,5.0
三沢市議会議員選挙（2016年03月06日投票）,三沢市議会議員選挙,青森県,三沢市,20160306.0,2016.0,3.0,6.0,20160228.0,68.58,18.0,23.0,1.2777777777777777,32234.0,,,-756.0,任期満了,69.29,,,,三沢市議会議員選挙（2016年03月06日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.13043478260869565,0.1111111111111111,0.6956521739130435,0.21739130434782608,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7546996677991594,0.20894086239985615,,0.047168729237447464,0.04178817247997123,,21809.999,0.0,60.34782608695652,8.442175155791224,34.0,56.5,61.0,65.5,73.0,60.94444444444444,8.940993122952916,34.0,57.5,62.0,65.75,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三沢市議会議員選挙（2020年03月08日投票）,三沢市議会議員選挙,青森県,三沢市,20200308.0,2020.0,3.0,8.0,20200301.0,60.42,18.0,21.0,1.1666666666666667,,,,,,68.58,,,,三沢市議会議員選挙（2020年03月08日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7619047619047619,0.14285714285714285,0.09523809523809523,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8402651887916299,0.08525405293416895,0.07448075827420107,0.05251657429947687,0.028418017644722984,0.037240379137100536,19307.0,4.0,59.904761904761905,10.672192446258515,30.0,55.0,63.0,67.0,73.0,60.05555555555556,11.311116568433523,30.0,56.0,63.5,68.5,73.0,1402.0,,,1100.0,,4622.0,,,12183.0,19307.0,0.07261614958305278,,,0.05697415445175325,,0.23939503806909412,,,0.6310146578960999,1.0,0.07261614958305278,,,0.05697415445175325,,0.03989917301151569,,,0.04853958906893076,1.0,,,1.0,,6.0,,,13.0,1.0,,,1.0,,4.0,,,12.0
中泊町議会議員選挙（2006年12月24日投票）,中泊町議会議員選挙,青森県,中泊町,20061224.0,2006.0,12.0,24.0,20061219.0,,0.0,24.0,,12266.0,,,,任期満了,,,,,中泊町議会議員選挙（2006年12月24日投票）,2.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.05,0.875,0.125,0.0,0.85,0.15,0.0,0.8558880497573423,0.14411195024265772,,0.04075657379796868,0.04803731674755257,,10588.99,2.0,60.5,7.302967433402215,50.0,54.0,59.0,66.25,74.0,60.85,6.864947195718261,50.0,54.0,61.0,66.25,73.0,,,,333.0,,10255.99,,,,10588.99,,,,0.03144775847365991,,0.9685522415263401,,,,1.0,,,,0.03144775847365991,,0.04211096702288435,,,,,,,1.0,,23.0,,,,,,,0.0,,20.0,,,
中泊町議会議員選挙（2010年12月19日投票）,中泊町議会議員選挙,青森県,中泊町,20101219.0,2010.0,12.0,19.0,20101214.0,80.96,15.0,17.0,1.1333333333333333,11452.0,,,-814.0,任期満了,,,,,中泊町議会議員選挙（2010年12月19日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.9411764705882353,0.058823529411764705,0.0,1.0,0.0,0.0,0.9883353192361487,0.011664680763851264,,0.061770957452259294,0.011664680763851264,,9172.99,1.0,,,,,,,,,,,,,,,,,,,,9172.99,,,,9172.99,,,,,,1.0,,,,1.0,,,,,,0.058823529411764705,,,,,,,,,17.0,,,,,,,,,15.0,,,
中泊町議会議員選挙（2014年12月21日投票）,中泊町議会議員選挙,青森県,中泊町,20141221.0,2014.0,12.0,21.0,20141216.0,76.63,15.0,16.0,1.0666666666666669,10619.0,,,-833.0,任期満了,80.96,,,,中泊町議会議員選挙（2014年12月21日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.0,0.8125,0.1875,0.0,0.8666666666666667,0.13333333333333333,0.0,0.836800376027783,0.16319962397221693,,0.06436925969444485,0.054399874657405645,,8075.999,1.0,64.375,6.333196270446701,51.0,61.0,62.5,68.5,75.0,65.26666666666667,5.48290271865389,58.0,61.0,63.0,69.0,75.0,,,,,,8075.999,,,,8075.999,,,,,,1.0,,,,1.0,,,,,,0.0625,,,,,,,,,16.0,,,,,,,,,15.0,,,
中泊町議会議員選挙（2018年12月16日投票）,中泊町議会議員選挙,青森県,中泊町,20181216.0,2018.0,12.0,16.0,20181211.0,81.92,13.0,17.0,1.3076923076923077,9898.0,,,-721.0,任期満了,76.63,,,,中泊町議会議員選挙（2018年12月16日投票）,1.0,17.0,13.0,1.3076923076923077,0.0,0.0,0.0,0.11764705882352941,0.15384615384615385,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6758166284705787,0.26655077214641315,0.05763259938300825,0.05631805237254822,0.06663769303660329,0.05763259938300825,8050.999,1.0,65.47058823529412,10.89045803098141,29.0,63.0,66.0,72.0,79.0,64.15384615384616,11.934733755827367,29.0,63.0,65.0,67.0,79.0,,,,,,8050.999,,,,8050.999,,,,,,1.0,,,,1.0,,,,,,0.058823529411764705,,,,,,,,,17.0,,,,,,,,,13.0,,,
五戸町議会議員補欠選挙（2019年06月02日投票）,五戸町議会議員補欠選挙,青森県,五戸町,20190602.0,2019.0,6.0,2.0,20190528.0,65.05,2.0,3.0,1.5,,,,,その他,,,,,五戸町議会議員補欠選挙（2019年06月02日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,9259.0,1.0,39.333333333333336,1.8856180831641267,38.0,38.0,38.0,40.0,42.0,40.0,2.0,38.0,39.0,40.0,41.0,42.0,,,,,,9259.0,,,,9259.0,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,3.0,,,,,,,,,2.0,,,
五戸町議会議員選挙（2000年02月20日投票）,五戸町議会議員選挙,青森県,五戸町,20000220.0,2000.0,2.0,20.0,20000215.0,81.46,22.0,24.0,1.0909090909090908,14885.0,,,,任期満了,,,,,五戸町議会議員選挙（2000年02月20日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7761478534725675,0.22385214652743246,,0.043119325192920416,0.03730869108790541,,12066.0,3.0,57.333333333333336,9.240610850419408,35.0,51.75,57.0,63.25,74.0,57.59090909090909,7.6017886107576444,39.0,52.0,57.0,63.0,72.0,,,,393.0,,11222.0,451.0,,,12066.0,,,,0.03257086026852312,,0.9300513840543676,0.037377755677109235,,,1.0,,,,0.03257086026852312,,0.04227506291156216,0.037377755677109235,,,,,,1.0,,22.0,1.0,,,,,,1.0,,20.0,1.0,,
五戸町議会議員選挙（2004年02月15日投票）,五戸町議会議員選挙,青森県,五戸町,20040215.0,2004.0,2.0,15.0,20040210.0,76.39,18.0,21.0,1.1666666666666667,14885.0,,,0.0,任期満了,81.46,,,,五戸町議会議員選挙（2004年02月15日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7142857142857143,0.2857142857142857,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6835320088300221,0.3164679911699779,,0.04556880058866814,0.05274466519499632,,11325.0,2.0,56.95238095238095,9.964107923543288,37.0,52.0,56.0,67.0,76.0,56.72222222222222,10.634354995618658,37.0,47.5,56.0,67.0,76.0,,,,533.0,,10792.0,,,,11325.0,,,,0.04706401766004415,,0.9529359823399558,,,,1.0,,,,0.04706401766004415,,0.04764679911699779,,,,,,,1.0,,20.0,,,,,,,1.0,,17.0,,,
五戸町議会議員選挙（2008年02月17日投票）,五戸町議会議員選挙,青森県,五戸町,20080217.0,2008.0,2.0,17.0,20080212.0,69.17,22.0,23.0,1.0454545454545454,17021.0,,,2136.0,任期満了,76.39,,,,五戸町議会議員選挙（2008年02月17日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.08695652173913043,0.045454545454545456,0.6956521739130435,0.21739130434782608,0.08695652173913043,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.7524292010826589,0.16619138973930714,0.08137940917803393,0.04702682506766618,0.033238277947861425,0.04068970458901697,11722.99,2.0,57.0,9.212467922190628,39.0,52.0,58.0,60.0,71.0,57.63636363636363,8.911409716789812,39.0,54.5,58.5,60.0,71.0,,,,518.26,,11204.73,,,,11722.99,,,,0.04420885797906507,,0.955791142020935,,,,1.0,,,,0.04420885797906507,,0.0434450519100425,,,,,,,1.0,,22.0,,,,,,,1.0,,21.0,,,
五戸町議会議員選挙（2012年02月19日投票）,五戸町議会議員選挙,青森県,五戸町,20120219.0,2012.0,2.0,19.0,20120214.0,69.4,18.0,21.0,1.1666666666666667,16358.0,,,-663.0,任期満了,69.17,,,,五戸町議会議員選挙（2012年02月19日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8232796745091102,0.09455156554042102,0.08216875995046878,0.04842821614759472,0.031517188513473675,0.08216875995046878,11306.0,2.0,59.142857142857146,9.847821679779477,33.0,54.0,62.0,63.0,75.0,60.27777777777778,8.542739318376068,43.0,55.5,62.0,63.75,75.0,,,,299.0,,11007.0,,,,11306.0,,,,0.026446134795683706,,0.9735538652043163,,,,1.0,,,,0.026446134795683706,,0.048677693260215815,,,,,,,1.0,,20.0,,,,,,,0.0,,18.0,,,
五戸町議会議員選挙（2016年02月21日投票）,五戸町議会議員選挙,青森県,五戸町,20160221.0,2016.0,2.0,21.0,20160216.0,67.69,18.0,21.0,1.1666666666666667,15640.0,,,-718.0,任期満了,69.4,,,,五戸町議会議員選挙（2016年02月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7191870073131351,0.23245322442777092,0.04835976825909393,0.047945800487542344,0.04649064488555418,0.04835976825909393,10529.0,0.0,60.23809523809524,10.919204409814421,35.0,53.0,64.0,67.0,79.0,59.27777777777778,11.483348115885772,35.0,51.5,62.5,67.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五戸町議会議員選挙（2020年02月16日投票）,五戸町議会議員選挙,青森県,五戸町,20200216.0,2020.0,2.0,16.0,20200211.0,58.5,16.0,17.0,1.0625,,,,,任期満了,67.69,,,,五戸町議会議員選挙（2020年02月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.875,0.0625,0.0625,0.8627810765008119,0.04853144200681987,0.08868748149236823,0.06162721975005799,0.04853144200681987,0.044343740746184114,8715.999,1.0,60.35294117647059,14.307304495876092,30.0,51.0,66.0,69.0,83.0,59.8125,14.578317589831824,30.0,49.0,64.0,69.75,83.0,,,,,,8715.999,,,,8715.999,,,,,,1.0,,,,1.0,,,,,,0.058823529411764705,,,,,,,,,17.0,,,,,,,,,16.0,,,
五所川原市議会議員選挙（2007年01月21日投票）,五所川原市議会議員選挙,青森県,五所川原市,20070121.0,2007.0,1.0,21.0,20070114.0,80.08,30.0,36.0,1.2,51483.0,,,,任期満了,,,,,五所川原市議会議員選挙（2007年01月21日投票）,1.0,36.0,30.0,1.2,0.0,0.0,0.0,0.027777777777777776,0.03333333333333333,0.75,0.25,0.0,0.8,0.2,0.0,0.7642033848490043,0.23579661515099562,,0.02830382906848164,0.02619962390566618,,40829.00000000001,4.0,57.138888888888886,8.593126380291071,34.0,53.0,57.0,61.25,77.0,57.6,9.14549069213894,34.0,53.25,57.0,62.0,77.0,1380.0,,,1103.0,,37419.659999999996,926.34,,,40828.99999999999,0.03379950525361876,,,0.02701511180778369,,0.9164970976511794,0.022688285287418262,,,1.0,0.03379950525361876,,,0.02701511180778369,,0.027772639322763013,0.022688285287418262,,,1.0,,,1.0,,33.0,1.0,,,1.0,,,1.0,,27.0,1.0,,
五所川原市議会議員選挙（2011年01月23日投票）,五所川原市議会議員選挙,青森県,五所川原市,20110123.0,2011.0,1.0,23.0,20110116.0,72.21,26.0,29.0,1.1153846153846154,50048.0,,,-1435.0,任期満了,80.08,,,,五所川原市議会議員選挙（2011年01月23日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.034482758620689655,0.038461538461538464,0.896551724137931,0.06896551724137931,0.034482758620689655,0.9230769230769231,0.07692307692307693,0.0,0.9256851898415892,0.07002458581286845,0.004290224345542424,0.03560327653236882,0.03501229290643423,0.004290224345542424,35793.0,5.0,,,,,,,,,,,,,,,1410.0,,,994.0,1143.0,31665.670000000002,580.33,,,35793.0,0.03939317743692901,,,0.027770793171849245,0.03193361830525522,0.8846889056519431,0.016213505434023414,,,1.0,0.03939317743692901,,,0.027770793171849245,0.03193361830525522,0.03538755622607773,0.016213505434023414,,,1.0,,,1.0,1.0,25.0,1.0,,,1.0,,,1.0,1.0,23.0,0.0,,
五所川原市議会議員選挙（2015年01月25日投票）,五所川原市議会議員選挙,青森県,五所川原市,20150125.0,2015.0,1.0,25.0,20150118.0,,26.0,27.0,1.0384615384615383,,,,,任期満了,72.21,,,,五所川原市議会議員選挙（2015年01月25日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.037037037037037035,0.038461538461538464,0.9629629629629629,0.037037037037037035,0.0,0.9615384615384616,0.038461538461538464,0.0,0.9500171923353443,0.04998280766465568,,0.036539122782128626,0.04998280766465568,,31991.0,4.0,,,,,,,,,,,,,,,1261.0,,,1212.0,,28597.510000000002,920.49,,,31991.000000000004,0.03941733612578537,,,0.03788565534056453,,0.8939236035134881,0.02877340502016192,,,1.0,0.03941733612578537,,,0.03788565534056453,,0.037246816813062,0.02877340502016192,,,1.0,,,1.0,,24.0,1.0,,,1.0,,,1.0,,23.0,1.0,,
五所川原市議会議員選挙（2019年01月20日投票）,五所川原市議会議員選挙,青森県,五所川原市,20190120.0,2019.0,1.0,20.0,20190113.0,68.54,22.0,27.0,1.2272727272727273,,,,,任期満了,,,,,五所川原市議会議員選挙（2019年01月20日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.07407407407407407,0.09090909090909091,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.7272727272727273,0.2727272727272727,0.0,0.7181070597362297,0.25886733902249803,0.023025601241272304,0.037795108407169986,0.036981048431785436,0.023025601241272304,32225.0,4.0,61.888888888888886,9.01576123337813,38.0,56.5,64.0,69.0,77.0,62.36363636363637,9.108165440194334,38.0,57.75,64.5,69.0,77.0,1447.0,,,1026.0,,29004.0,748.0,,,32225.0,0.04490302560124127,,,0.03183863460046548,,0.9000465477114042,0.02321179208688906,,,1.0,0.04490302560124127,,,0.03183863460046548,,0.03750193948797518,0.02321179208688906,,,1.0,,,1.0,,24.0,1.0,,,1.0,,,1.0,,20.0,0.0,,
今別町議会議員補欠選挙（2009年10月04日投票）,今別町議会議員補欠選挙,青森県,今別町,20091004.0,2009.0,10.0,4.0,20090929.0,76.57,1.0,3.0,3.0,3188.0,,,,その他,,,,,今別町議会議員補欠選挙（2009年10月04日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,,0.5688421052631579,0.43115789473684213,,0.5688421052631579,0.21557894736842106,2375.0,1.0,56.666666666666664,13.816254517375139,38.0,49.5,61.0,66.0,71.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,,,,,,2375.0,,,,2375.0,,,,,,1.0,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,3.0,,,,,,,,,1.0,,,
今別町議会議員選挙（2008年03月09日投票）,今別町議会議員選挙,青森県,今別町,20080309.0,2008.0,3.0,9.0,20080304.0,81.36,7.0,9.0,1.2857142857142858,3300.0,,,,任期満了,,,,,今別町議会議員選挙（2008年03月09日投票）,1.0,9.0,7.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.1111111111111111,,,2651.0,2.0,62.333333333333336,5.9066817155564495,50.0,59.0,64.0,66.0,70.0,63.0,3.779644730092272,58.0,59.5,64.0,65.5,69.0,,,,327.0,,2324.0,,,,2651.0,,,,0.12334967936627687,,0.8766503206337232,,,,1.0,,,,0.12334967936627687,,0.1095812900792154,,,,,,,1.0,,8.0,,,,,,,1.0,,6.0,,,
今別町議会議員選挙（2012年03月25日投票）,今別町議会議員選挙,青森県,今別町,20120325.0,2012.0,3.0,25.0,20120320.0,81.68,7.0,9.0,1.2857142857142858,3024.0,,,-276.0,任期満了,81.36,,,,今別町議会議員選挙（2012年03月25日投票）,1.0,9.0,7.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7401060791513668,0.1379028967768258,0.12199102407180742,0.10572943987876669,0.1379028967768258,0.12199102407180742,2451.0,2.0,61.77777777777778,9.150322128850352,41.0,59.0,63.0,69.0,73.0,62.57142857142857,9.882988889387414,41.0,61.0,63.0,69.5,73.0,,,,338.0,,2113.0,,,,2451.0,,,,0.1379028967768258,,0.8620971032231742,,,,1.0,,,,0.1379028967768258,,0.10776213790289678,,,,,,,1.0,,8.0,,,,,,,1.0,,6.0,,,
今別町議会議員選挙（2016年03月13日投票）,今別町議会議員選挙,青森県,今別町,20160313.0,2016.0,3.0,13.0,20160308.0,84.81,7.0,8.0,1.1428571428571428,2673.0,,,-351.0,任期満了,81.68,,,,今別町議会議員選挙（2016年03月13日投票）,1.0,8.0,7.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.375,0.5,0.125,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.37349397590361444,0.5220883534136547,0.10441767068273092,0.12449799196787148,0.13052208835341367,0.10441767068273092,2241.0,0.0,59.0,9.17877987534291,45.0,54.75,60.5,64.0,73.0,58.714285714285715,9.77919490864276,45.0,51.5,60.0,65.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今別町議会議員選挙（2020年03月15日投票）,今別町議会議員選挙,青森県,今別町,20200315.0,2020.0,3.0,15.0,20200310.0,84.02,7.0,8.0,1.1428571428571428,,,,,任期満了,84.81,,,,今別町議会議員選挙（2020年03月15日投票）,1.0,8.0,7.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8571428571428571,0.14285714285714285,0.0,0.7338345864661654,0.2661654135338346,,0.12230576441102757,0.1330827067669173,,1995.0,2.0,60.375,11.510185706581801,35.0,58.75,64.5,67.75,71.0,59.0,11.674147261608201,35.0,55.5,64.0,66.0,71.0,,,,169.0,,1826.0,,,,1995.0,,,,0.08471177944862156,,0.9152882205513785,,,,1.0,,,,0.08471177944862156,,0.13075546007876834,,,,,,,1.0,,7.0,,,,,,,0.0,,7.0,,,
佐井村議会議員補欠選挙（2001年04月22日投票）,佐井村議会議員補欠選挙,青森県,佐井村,20010422.0,2001.0,4.0,22.0,20010417.0,92.83,3.0,5.0,1.6666666666666667,2566.0,,,,その他,,,,,佐井村議会議員補欠選挙（2001年04月22日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,2315.0,1.0,56.0,10.158740079360236,45.0,51.0,53.0,56.0,75.0,53.333333333333336,2.0548046676563256,51.0,52.0,53.0,54.5,56.0,,,,,,2315.0,,,,2315.0,,,,,,1.0,,,,1.0,,,,,,0.2,,,,,,,,,5.0,,,,,,,,,3.0,,,
