,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_たちあがれ日本,得票数_公明党,得票数_公民党,得票数_国民民主党,得票数_地域政党日本新生,得票数_妙高はね馬クラブ,得票数_幸福実現党,得票数_日本共産党,得票数_次世代の党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_緑・にいがた,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_たちあがれ日本,得票率_公明党,得票率_公民党,得票率_国民民主党,得票率_地域政党日本新生,得票率_妙高はね馬クラブ,得票率_幸福実現党,得票率_日本共産党,得票率_次世代の党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_緑・にいがた,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_たちあがれ日本,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党日本新生,一人あたり得票率_妙高はね馬クラブ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_緑・にいがた,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_たちあがれ日本,立候補者数_公明党,立候補者数_公民党,立候補者数_国民民主党,立候補者数_地域政党日本新生,立候補者数_妙高はね馬クラブ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_緑・にいがた,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_たちあがれ日本,当選者数_公明党,当選者数_公民党,当選者数_国民民主党,当選者数_地域政党日本新生,当選者数_妙高はね馬クラブ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_次世代の党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_緑・にいがた,当選者数_自由民主党
佐渡市議会議員選挙（2020年04月12日投票）,佐渡市議会議員選挙,新潟県,佐渡市,20200412.0,2020.0,4.0,12.0,20200405.0,70.89,21.0,24.0,1.1428571428571428,,,,,任期満了,75.05,,,,佐渡市議会議員選挙（2020年04月12日投票）,1.0,24.0,21.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.09523809523809523,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.631364422249713,0.30896223131913364,0.059673346431153386,0.03946027639060706,0.04413746161701909,0.059673346431153386,32325.99,3.0,55.25,10.95540201605278,31.0,47.0,58.5,63.5,69.0,55.19047619047619,11.528924484670833,31.0,44.0,58.0,65.0,69.0,,,1795.0,,,,,,2415.5699999999997,,,28115.42,,,,,,,32325.989999999998,,,0.05552807508756886,,,,,,0.07472532163748116,,,0.86974660327495,,,,,,,1.0,,,0.05552807508756886,,,,,,0.03736266081874058,,,0.041416504917854764,,,,,,,,,1.0,,,,,,2.0,,,21.0,,,,,,,,,1.0,,,,,,2.0,,,18.0,,,,,,
出雲崎町議会議員補欠選挙（2008年01月27日投票）,出雲崎町議会議員補欠選挙,新潟県,出雲崎町,20080127.0,2008.0,1.0,27.0,20080122.0,82.2,1.0,2.0,2.0,4506.0,,,,その他,,,,,出雲崎町議会議員補欠選挙（2008年01月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3346.0,1.0,44.5,8.5,36.0,40.25,44.5,48.75,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,,3346.0,,,,,,,3346.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
出雲崎町議会議員選挙（2009年05月24日投票）,出雲崎町議会議員選挙,新潟県,出雲崎町,20090524.0,2009.0,5.0,24.0,20090519.0,82.42,10.0,11.0,1.1,4466.0,,,,任期満了,,,,,出雲崎町議会議員選挙（2009年05月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.5813443072702332,0.4186556927297668,,0.07266803840877915,0.13955189757658895,,3645.0,2.0,58.0,7.579877667518484,37.0,56.5,60.0,62.0,67.0,58.2,7.922120928135344,37.0,57.25,60.0,62.0,67.0,,,,,,,,,148.0,,,3497.0,,,,,,,3645.0,,,,,,,,,0.04060356652949246,,,0.9593964334705075,,,,,,,1.0,,,,,,,,,0.04060356652949246,,,0.09593964334705075,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,0.0,,,10.0,,,,,,
出雲崎町議会議員選挙（2013年05月19日投票）,出雲崎町議会議員選挙,新潟県,出雲崎町,20130519.0,2013.0,5.0,19.0,20130514.0,無投票,10.0,10.0,1.0,,,,,任期満了,82.42,,,,出雲崎町議会議員選挙（2013年05月19日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,1.0,60.2,7.507329751649383,41.0,58.75,62.5,64.0,69.0,60.2,7.507329751649383,41.0,58.75,62.5,64.0,69.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,10.0,,,,,,
出雲崎町議会議員選挙（2017年05月21日投票）,出雲崎町議会議員選挙,新潟県,出雲崎町,20170521.0,2017.0,5.0,21.0,20170516.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,出雲崎町議会議員選挙（2017年05月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.2,0.1,0.7,0.2,0.1,,,,,,,0.0,0.0,62.4,8.333066662399863,45.0,59.75,66.5,68.0,70.0,62.4,8.333066662399863,45.0,59.75,66.5,68.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
出雲崎町議会議員選挙（2021年05月23日投票）,出雲崎町議会議員選挙,新潟県,出雲崎町,20210523.0,2021.0,5.0,23.0,20210518.0,73.19,10.0,12.0,1.2,3737.0,1802.0,1935.0,,任期満了,,,,,出雲崎町議会議員選挙（2021年05月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.7,0.2,0.1,0.7710798816568047,0.17899408284023668,0.04992603550295858,0.11015426880811496,0.04474852071005917,0.04992603550295858,2704.0,1.0,58.083333333333336,14.918994231813649,30.0,47.25,64.0,71.25,74.0,62.5,11.95198728245642,36.0,55.25,68.0,71.75,74.0,,,,,,,,,,,,2704.0,,,,,,,2704.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,,,,
刈羽村議会議員選挙（2007年04月22日投票）,刈羽村議会議員選挙,新潟県,刈羽村,20070422.0,2007.0,4.0,22.0,20070417.0,87.33,14.0,18.0,1.2857142857142858,4064.0,,,,任期満了,,,,,刈羽村議会議員選挙（2007年04月22日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.7222222222222222,0.2777777777777778,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7211948790896159,0.27880512091038406,,0.05547652916073968,0.05576102418207681,,3515.0,2.0,61.611111111111114,8.673964164151686,36.0,58.0,61.5,68.5,74.0,61.07142857142857,8.835515068778518,36.0,58.0,61.5,66.5,74.0,,,,,,,,,210.0,,,3305.0,,,,,,,3515.0,,,,,,,,,0.059743954480796585,,,0.9402560455192034,,,,,,,1.0,,,,,,,,,0.059743954480796585,,,0.055309179148188434,,,,,,,,,,,,,,,1.0,,,17.0,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,
刈羽村議会議員選挙（2011年04月24日投票）,刈羽村議会議員選挙,新潟県,刈羽村,20110424.0,2011.0,4.0,24.0,20110419.0,80.63,12.0,14.0,1.1666666666666667,4006.0,,,-58.0,任期満了,87.33,,,,刈羽村議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.25,0.08333333333333333,0.7589118198874296,0.19074421513445905,0.05034396497811132,0.08432353554304774,0.04768605378361476,0.05034396497811132,3198.0,2.0,,,,,,,,,,,,,,,,,,,,,,,257.0,,,2941.0,,,,,,,3198.0,,,,,,,,,0.08036272670419012,,,0.9196372732958099,,,,,,,1.0,,,,,,,,,0.08036272670419012,,,0.07074132871506231,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,
刈羽村議会議員選挙（2015年04月26日投票）,刈羽村議会議員選挙,新潟県,刈羽村,20150426.0,2015.0,4.0,26.0,20150421.0,78.95,12.0,13.0,1.0833333333333333,3919.0,,,-87.0,任期満了,80.63,,,,刈羽村議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.47392438070404175,0.45273794002607565,0.07333767926988266,0.05924054758800522,0.11318448500651891,0.07333767926988266,3068.0,2.0,62.38461538461539,6.557889687983728,44.0,61.0,64.0,65.0,73.0,62.166666666666664,6.780281868935998,44.0,60.25,63.5,65.25,73.0,,,,,,,,,237.0,,,2831.0,,,,,,,3068.0,,,,,,,,,0.0772490221642764,,,0.9227509778357236,,,,,,,1.0,,,,,,,,,0.0772490221642764,,,0.07689591481964363,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,
刈羽村議会議員選挙（2019年04月21日投票）,刈羽村議会議員選挙,新潟県,刈羽村,20190421.0,2019.0,4.0,21.0,20190416.0,73.8,12.0,13.0,1.0833333333333333,3828.0,,,-91.0,任期満了,78.95,,,,刈羽村議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,,,,,,,,,,,,,2790.0,2.0,66.38461538461539,6.557889687983729,48.0,65.0,68.0,69.0,77.0,65.5,6.034622330077224,48.0,64.25,67.5,69.0,71.0,,,,,,,,,232.0,,,2558.0,,,,,,,2790.0,,,,,,,,,0.08315412186379928,,,0.9168458781362007,,,,,,,1.0,,,,,,,,,0.08315412186379928,,,0.07640382317801672,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,
加茂市議会議員選挙（1999年04月25日投票）,加茂市議会議員選挙,新潟県,加茂市,19990425.0,1999.0,4.0,25.0,19990418.0,84.51,22.0,24.0,1.0909090909090908,26843.0,,,,任期満了,,,,,加茂市議会議員選挙（1999年04月25日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.75,0.20833333333333334,0.041666666666666664,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.7336939396652047,0.22902202130516514,0.03728403902963029,0.040760774425844706,0.04580440426103303,0.03728403902963029,22342.0,5.0,,,,,,,,,,,,,,,,,918.0,,,,,,1652.0,,1001.19,17254.809999999998,1516.0,,,,,,22341.999999999996,,,0.041088532808164005,,,,,,0.07394145555456093,,0.04481201324859011,0.772303732879778,0.067854265508907,,,,,,1.0,,,0.041088532808164005,,,,,,0.036970727777280464,,0.04481201324859011,0.04290576293776545,0.0339271327544535,,,,,,,,1.0,,,,,,2.0,,1.0,18.0,2.0,,,,,,,,1.0,,,,,,2.0,,1.0,17.0,1.0,,,,,
加茂市議会議員選挙（2003年04月27日投票）,加茂市議会議員選挙,新潟県,加茂市,20030427.0,2003.0,4.0,27.0,20030420.0,75.39,22.0,23.0,1.0454545454545454,26726.0,,,-117.0,任期満了,84.51,,,,加茂市議会議員選挙（2003年04月27日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.2608695652173913,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7575914850481501,0.24240851495184998,,0.04456420500283236,0.04040141915864166,,19730.0,4.0,60.30434782608695,7.024397127828964,45.0,56.5,61.0,63.5,78.0,60.36363636363637,7.176637947632927,45.0,56.25,61.0,63.75,78.0,,,1001.0,,,,,,1239.0,,,16573.0,917.0,,,,,,19730.0,,,0.05073492143943234,,,,,,0.0627977698935631,,,0.8399898631525595,0.04647744551444501,,,,,,1.0,,,0.05073492143943234,,,,,,0.03139888494678155,,,0.04420999279750313,0.04647744551444501,,,,,,,,1.0,,,,,,2.0,,,19.0,1.0,,,,,,,,1.0,,,,,,2.0,,,18.0,1.0,,,,,
加茂市議会議員選挙（2007年04月22日投票）,加茂市議会議員選挙,新潟県,加茂市,20070422.0,2007.0,4.0,22.0,20070415.0,74.93,20.0,22.0,1.1,26204.0,,,-522.0,任期満了,75.39,,,,加茂市議会議員選挙（2007年04月22日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.22727272727272727,0.0,0.8,0.2,0.0,0.7371665371665371,0.2628334628334628,,0.043362737480384536,0.052566692566692566,,19305.0,4.0,60.0,8.442317648177381,34.0,57.0,62.5,66.5,70.0,59.75,8.642193008721803,34.0,57.0,62.5,65.5,70.0,,,1014.0,,,,,,1237.0,,,16303.0,751.0,,,,,,19305.0,,,0.052525252525252523,,,,,,0.06407666407666408,,,0.8444962444962445,0.0389018389018389,,,,,,1.0,,,0.052525252525252523,,,,,,0.06407666407666408,,,0.04444717076296024,0.0389018389018389,,,,,,,,1.0,,,,,,1.0,,,19.0,1.0,,,,,,,,1.0,,,,,,1.0,,,17.0,1.0,,,,,
加茂市議会議員選挙（2011年04月24日投票）,加茂市議会議員選挙,新潟県,加茂市,20110424.0,2011.0,4.0,24.0,20110417.0,61.67,20.0,21.0,1.05,25346.0,,,-858.0,任期満了,74.93,,,,加茂市議会議員選挙（2011年04月24日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.85,0.1,0.05,0.8089734432829037,0.15563924420492176,0.035387312512174536,0.04758667313428845,0.05187974806830725,0.035387312512174536,15401.0,4.0,,,,,,,,,,,,,,,,,969.0,,,,,,1072.0,,1045.0,12315.0,,,,,,,15401.0,,,0.06291799233815985,,,,,,0.06960586974871762,,0.06785273683527043,0.7996234010778521,,,,,,,1.0,,,0.06291799233815985,,,,,,0.06960586974871762,,0.033926368417635216,0.04703667065163836,,,,,,,,,1.0,,,,,,1.0,,2.0,17.0,,,,,,,,,1.0,,,,,,1.0,,2.0,16.0,,,,,,
加茂市議会議員選挙（2015年04月26日投票）,加茂市議会議員選挙,新潟県,加茂市,20150426.0,2015.0,4.0,26.0,20150419.0,68.53,18.0,22.0,1.2222222222222223,,,,,任期満了,61.67,,,,加茂市議会議員選挙（2015年04月26日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.05555555555555555,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6659759887866414,0.26369675178255836,0.07032725943080018,0.04162349929916509,0.05273935035651167,0.07032725943080018,16409.0,3.0,60.27272727272727,12.57769243969012,35.0,47.25,64.5,70.25,75.0,60.0,11.794537341969422,42.0,47.25,64.0,70.0,75.0,,,1056.0,,,,,,1143.0,,,14210.0,,,,,,,16409.0,,,0.06435492717411177,,,,,,0.06965689560606984,,,0.8659881772198184,,,,,,,1.0,,,0.06435492717411177,,,,,,0.06965689560606984,,,0.043299408860990915,,,,,,,,,1.0,,,,,,1.0,,,20.0,,,,,,,,,1.0,,,,,,1.0,,,16.0,,,,,,
加茂市議会議員選挙（2019年04月21日投票）,加茂市議会議員選挙,新潟県,加茂市,20190421.0,2019.0,4.0,21.0,20190414.0,69.57,18.0,19.0,1.0555555555555556,,,,,任期満了,68.53,,,,加茂市議会議員選挙（2019年04月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,,,,,,,,,,,,,,,16032.999,4.0,,,,,,,,,,,,,,,,,963.0,,352.0,,,,871.0,,,13846.999,,,,,,,16032.999,,,0.06006362253250312,,0.0219547197626595,,,,0.05432545713998984,,,0.8636562005648475,,,,,,,1.0,,,0.06006362253250312,,0.0219547197626595,,,,0.05432545713998984,,,0.05397851253530297,,,,,,,,,1.0,,1.0,,,,1.0,,,16.0,,,,,,,,,1.0,,0.0,,,,1.0,,,16.0,,,,,,
十日町市議会議員選挙（2005年05月01日投票）,十日町市議会議員選挙,新潟県,十日町市,20050501.0,2005.0,5.0,1.0,20050424.0,,0.0,44.0,,51873.0,,,,その他,,,,,十日町市議会議員選挙（2005年05月01日投票）,5.0,44.0,40.0,1.1,0.06818181818181818,0.2,0.2,0.06818181818181818,0.075,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.024390243902439025,,41247.0,3.0,57.54545454545455,7.209383233784307,38.0,53.75,58.0,61.25,71.0,57.85,7.3264930219034525,38.0,53.75,59.0,62.25,71.0,,,1827.0,,,,,,,,,,,,,,,,1827.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,39.0,,,,,,,,,1.0,,,,,,4.0,,,35.0,,,,,,
十日町市議会議員選挙（2009年04月26日投票）,十日町市議会議員選挙,新潟県,十日町市,20090426.0,2009.0,4.0,26.0,20090419.0,83.76,30.0,34.0,1.1333333333333333,50158.0,,,-1715.0,任期満了,,,,,十日町市議会議員選挙（2009年04月26日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.08823529411764706,0.1,0.8235294117647058,0.17647058823529413,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8118461372040442,0.18815386279595575,,0.028994504900144435,0.03135897713265929,,41229.98,3.0,60.6764705882353,6.110360479571677,47.0,57.25,60.5,65.0,75.0,59.9,5.67655999116836,47.0,57.0,60.0,64.0,69.0,,,2225.0,,,,,,5659.22,,,33345.76,,,,,,,41229.98,,,0.053965585236762176,,,,,,0.1372598288915008,,,0.808774585871737,,,,,,,1.0,,,0.053965585236762176,,,,,,0.0343149572228752,,,0.027888778823163346,,,,,,,,,1.0,,,,,,4.0,,,29.0,,,,,,,,,1.0,,,,,,4.0,,,25.0,,,,,,
十日町市議会議員選挙（2013年04月21日投票）,十日町市議会議員選挙,新潟県,十日町市,20130421.0,2013.0,4.0,21.0,20130414.0,76.2,26.0,31.0,1.1923076923076923,48239.0,,,-1919.0,任期満了,83.76,,,,十日町市議会議員選挙（2013年04月21日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.12903225806451613,0.15384615384615385,0.7741935483870968,0.22580645161290322,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8261708231800236,0.17382917681997648,,0.03442378429916765,0.024832739545710924,,36190.99,3.0,59.54838709677419,9.266097447937412,37.0,56.5,62.0,65.0,73.0,60.03846153846154,8.851252711125866,40.0,56.5,62.0,64.75,73.0,,,2038.0,,,,,,3929.5899999999997,,,30223.399999999998,,,,,,,36190.99,,,0.056312358407437875,,,,,,0.10857923477639048,,,0.8351084068161716,,,,,,,1.0,,,0.056312358407437875,,,,,,0.03619307825879683,,,0.030929940993191542,,,,,,,,,1.0,,,,,,3.0,,,27.0,,,,,,,,,1.0,,,,,,3.0,,,22.0,,,,,,
十日町市議会議員選挙（2017年04月23日投票）,十日町市議会議員選挙,新潟県,十日町市,20170423.0,2017.0,4.0,23.0,20170416.0,73.12,24.0,27.0,1.125,46595.0,,,-1644.0,任期満了,76.2,,,,十日町市議会議員選挙（2017年04月23日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.14814814814814814,0.16666666666666666,0.6296296296296297,0.2962962962962963,0.07407407407407407,0.6666666666666666,0.25,0.08333333333333333,0.6461129764628767,0.29030046068879856,0.06358656284832483,0.03800664567428686,0.03628755758609982,0.03179328142416241,33539.995,3.0,58.925925925925924,9.966335653834031,32.0,53.5,62.0,66.5,76.0,59.125,10.063599836373994,32.0,54.25,62.0,66.25,76.0,,,1867.0,,,,,,4460.727000000001,,,27212.268,,,,,,,33539.995,,,0.05566488605618456,,,,,,0.132997247018075,,,0.8113378669257404,,,,,,,1.0,,,0.05566488605618456,,,,,,0.03324931175451875,,,0.03687899395117002,,,,,,,,,1.0,,,,,,4.0,,,22.0,,,,,,,,,1.0,,,,,,3.0,,,20.0,,,,,,
十日町市議会議員選挙（2021年04月25日投票）,十日町市議会議員選挙,新潟県,十日町市,20210425.0,2021.0,4.0,25.0,20210418.0,67.24,24.0,25.0,1.0416666666666667,43555.0,21262.0,22293.0,-3040.0,任期満了,73.12,,,,十日町市議会議員選挙（2021年04月25日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.2,0.20833333333333334,0.64,0.32,0.04,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6689441145112551,0.2957797548861525,0.03527613060259242,0.041809007156953445,0.03697246936076906,0.03527613060259242,28772.997000000003,3.0,58.84,11.319646637594303,34.0,51.0,61.0,69.0,73.0,58.708333333333336,11.534293673890724,34.0,50.25,61.0,69.0,73.0,,,1903.0,,,,,,3818.604,,,23051.393,,,,,,,28772.997,,,0.06613840052880136,,,,,,0.13271485066362743,,,0.8011467488075712,,,,,,,1.0,,,0.06613840052880136,,,,,,0.04423828355454248,,,0.03814984518131291,,,,,,,,,1.0,,,,,,3.0,,,21.0,,,,,,,,,1.0,,,,,,3.0,,,20.0,,,,,,
南魚沼市議会議員補欠選挙（2012年11月18日投票）,南魚沼市議会議員補欠選挙,新潟県,南魚沼市,20121118.0,2012.0,11.0,18.0,20121111.0,68.49,1.0,3.0,3.0,48632.0,,,,その他,,,,,南魚沼市議会議員補欠選挙（2012年11月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,28998.0,1.0,56.666666666666664,16.110727964792765,34.0,50.0,66.0,68.0,70.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,28998.0,,,,,,,28998.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
南魚沼市議会議員補欠選挙（2016年11月20日投票）,南魚沼市議会議員補欠選挙,新潟県,南魚沼市,20161120.0,2016.0,11.0,20.0,20161113.0,64.19,3.0,4.0,1.3333333333333333,48401.0,,,-231.0,任期満了/山田勝議員、林茂男議員、今井久美議員の市長選出馬による辞職のため,68.49,,,,南魚沼市議会議員補欠選挙（2016年11月20日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,27047.0,0.0,57.25,6.977642868476432,46.0,55.0,59.0,61.25,65.0,61.0,2.943920288775949,58.0,59.0,60.0,62.5,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南魚沼市議会議員選挙（2005年10月23日投票）,南魚沼市議会議員選挙,新潟県,南魚沼市,20051023.0,2005.0,10.0,23.0,20051016.0,81.04,30.0,41.0,1.3666666666666667,50113.0,,,,任期満了,,,,,南魚沼市議会議員選挙（2005年10月23日投票）,1.0,41.0,30.0,1.3666666666666667,0.0,0.0,0.0,0.07317073170731707,0.03333333333333333,0.4878048780487805,0.5121951219512195,0.0,0.43333333333333335,0.5666666666666667,0.0,0.4824458965885656,0.5175541034114344,,0.024122294829428282,0.02464543349578259,,40247.0,3.0,54.58536585365854,9.46618013401212,30.0,51.0,55.0,62.0,68.0,55.43333333333333,8.724231898695852,32.0,51.0,55.5,62.0,68.0,,,1859.0,,,,,,2692.0,,,35696.0,,,,,,,40247.0,,,0.046189778120108334,,,,,,0.06688697294208264,,,0.886923248937809,,,,,,,1.0,,,0.023094889060054167,,,,,,0.02229565764736088,,,0.02463675691493914,,,,,,,,,2.0,,,,,,3.0,,,36.0,,,,,,,,,1.0,,,,,,2.0,,,27.0,,,,,,
南魚沼市議会議員選挙（2009年10月18日投票）,南魚沼市議会議員選挙,新潟県,南魚沼市,20091018.0,2009.0,10.0,18.0,20091011.0,77.81,26.0,31.0,1.1923076923076923,49423.0,,,-690.0,任期満了,81.04,,,,南魚沼市議会議員選挙（2009年10月18日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.03225806451612903,0.038461538461538464,0.6774193548387096,0.25806451612903225,0.06451612903225806,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6769492858078888,0.2552221202987813,0.06782859389332983,0.032235680276566134,0.03190276503734766,0.03391429694666492,38155.0,3.0,54.25806451612903,8.820678570691179,34.0,53.0,56.0,59.5,69.0,54.11538461538461,8.229061648894227,34.0,53.25,56.0,59.0,69.0,,,1817.89,,,,,,3779.0,,,32558.11,,,,,,,38155.0,,,0.047644869610798064,,,,,,0.09904337570436378,,,0.8533117546848382,,,,,,,1.0,,,0.047644869610798064,,,,,,0.03301445856812126,,,0.031604139062401414,,,,,,,,,1.0,,,,,,3.0,,,27.0,,,,,,,,,1.0,,,,,,2.0,,,23.0,,,,,,
