,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_地域政党いわて,得票数_幸福実現党,得票数_政党こどもの涙ゼロ,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_地域政党いわて,得票率_幸福実現党,得票率_政党こどもの涙ゼロ,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いわて,一人あたり得票率_幸福実現党,一人あたり得票率_政党こどもの涙ゼロ,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党いわて,立候補者数_幸福実現党,立候補者数_政党こどもの涙ゼロ,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党いわて,当選者数_幸福実現党,当選者数_政党こどもの涙ゼロ,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_青年自由
住田町議会議員選挙（2007年09月23日投票）,住田町議会議員選挙,岩手県,住田町,20070923.0,2007.0,9.0,23.0,20070918.0,87.83,14.0,15.0,1.0714285714285714,5692.0,,,,任期満了,,,,,住田町議会議員選挙（2007年09月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8081255028157683,0.1918744971842317,,0.06216350021659756,0.09593724859211585,,4972.0,2.0,58.733333333333334,10.15523947964246,32.0,54.5,56.0,67.0,73.0,57.857142857142854,9.948848769417229,32.0,54.25,55.5,65.0,73.0,,,,,,210.0,,4762.0,,,,,4972.0,,,,,,0.042236524537409496,,0.9577634754625906,,,,,1.0,,,,,,0.042236524537409496,,0.06841167681875647,,,,,,,,,,1.0,,14.0,,,,,,,,,,0.0,,14.0,,,,
住田町議会議員選挙（2011年09月25日投票）,住田町議会議員選挙,岩手県,住田町,20110925.0,2011.0,9.0,25.0,20110920.0,80.06,12.0,13.0,1.0833333333333333,5501.0,,,-191.0,任期満了,87.83,,,,住田町議会議員選挙（2011年09月25日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.75,0.25,0.0,0.6658218549127639,0.33417814508723603,,0.07398020610141821,0.08354453627180901,,4356.0,2.0,59.69230769230769,5.888510525847582,50.0,56.0,59.0,64.0,72.0,60.416666666666664,5.544642058379924,50.0,57.5,59.5,64.0,72.0,,,,,,377.32,,3978.6800000000003,,,,,4356.0,,,,,,0.08662075298438934,,0.9133792470156107,,,,,1.0,,,,,,0.08662075298438934,,0.07611493725130089,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,11.0,,,,
住田町議会議員選挙（2015年09月27日投票）,住田町議会議員選挙,岩手県,住田町,20150927.0,2015.0,9.0,27.0,20150922.0,無投票,12.0,12.0,1.0,,,,,任期満了,80.06,,,,住田町議会議員選挙（2015年09月27日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,,,,,,,0.0,2.0,64.0,4.795831523312719,54.0,61.5,63.5,68.0,71.0,64.0,4.795831523312719,54.0,61.5,63.5,68.0,71.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,11.0,,,,
住田町議会議員選挙（2019年09月22日投票）,住田町議会議員選挙,岩手県,住田町,20190922.0,2019.0,9.0,22.0,20190917.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,住田町議会議員選挙（2019年09月22日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,,,,,,,0.0,2.0,64.25,10.583989480972349,33.0,62.25,66.5,71.25,75.0,64.25,10.583989480972349,33.0,62.25,66.5,71.25,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,11.0,,,,
八幡平市議会議員選挙（2006年04月23日投票）,八幡平市議会議員選挙,岩手県,八幡平市,20060423.0,2006.0,4.0,23.0,20060416.0,80.9,26.0,38.0,1.4615384615384617,25865.0,,,,任期満了,,,,,八幡平市議会議員選挙（2006年04月23日投票）,1.0,38.0,26.0,1.4615384615384615,0.0,0.0,0.0,0.02631578947368421,0.0,0.8157894736842105,0.18421052631578946,0.0,0.8461538461538461,0.15384615384615385,0.0,0.833038266229052,0.16696173377094797,,0.026872202136421032,0.023851676252992567,,20757.990000000005,3.0,58.421052631578945,7.22798501056964,42.0,54.0,58.5,62.0,74.0,57.19230769230769,7.269637758244538,42.0,52.0,58.5,61.75,73.0,920.0,,,,,1953.45,,17884.54,,,,,20757.99,0.04432028341857761,,,,,0.09410593222176135,,0.861573784359661,,,,,1.0,0.04432028341857761,,,,,0.03136864407392045,,0.025340405422342973,,,,,1.0,,,,,3.0,,34.0,,,,,1.0,,,,,3.0,,22.0,,,,
八幡平市議会議員選挙（2010年04月25日投票）,八幡平市議会議員選挙,岩手県,八幡平市,20100425.0,2010.0,4.0,25.0,20100418.0,76.51,24.0,25.0,1.0416666666666667,24778.0,,,-1087.0,任期満了,80.9,,,,八幡平市議会議員選挙（2010年04月25日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.12,0.08,0.7916666666666666,0.125,0.08333333333333333,0.7925997191990838,0.131512688485086,0.07588759231583021,0.03962998595995419,0.043837562828361994,0.037943796157915106,18781.989999999998,3.0,,,,,,,,,,,,,,,856.0,,,,,2021.5,,15904.49,,,,,18781.989999999998,0.04557557532508537,,,,,0.10762970270988326,,0.8467947219650315,,,,,1.0,0.04557557532508537,,,,,0.03587656756996108,,0.040323558188811025,,,,,1.0,,,,,3.0,,21.0,,,,,1.0,,,,,2.0,,21.0,,,,
八幡平市議会議員選挙（2014年04月27日投票）,八幡平市議会議員選挙,岩手県,八幡平市,20140427.0,2014.0,4.0,27.0,20140420.0,70.68,22.0,24.0,1.0909090909090908,,,,,任期満了,76.51,,,,八幡平市議会議員選挙（2014年04月27日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7951472565675316,0.16555643512112997,0.039296308311338485,0.04184985560881745,0.04138910878028249,0.039296308311338485,16540.994,3.0,62.916666666666664,5.55965126804031,50.0,59.75,64.0,67.0,73.0,62.86363636363637,5.562009566085187,50.0,60.0,64.0,66.75,73.0,1060.0,,,,,2122.014,,13358.98,,,,,16540.994,0.064083210476952,,,,,0.1282881790538102,,0.8076286104692378,,,,,1.0,0.064083210476952,,,,,0.04276272635127007,,0.040381430523461895,,,,,1.0,,,,,3.0,,20.0,,,,,1.0,,,,,3.0,,18.0,,,,
八幡平市議会議員選挙（2018年04月29日投票）,八幡平市議会議員選挙,岩手県,八幡平市,20180429.0,2018.0,4.0,29.0,20180422.0,67.25,20.0,22.0,1.1,,,,,任期満了,70.68,,,,八幡平市議会議員選挙（2018年04月29日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.65,0.25,0.1,0.625290062440195,0.253372174695406,0.12133776286439903,0.04466357588858536,0.04222869578256767,0.06066888143219951,15166.993,3.0,64.5,5.25486787309028,54.0,59.25,64.5,69.0,73.0,64.55,5.361669516111563,54.0,59.0,64.5,69.0,73.0,738.0,,,,,1551.4099999999999,,12877.582999999999,,,,,15166.992999999999,0.048658293703966245,,,,,0.1022885683404746,,0.8490531379555591,,,,,1.0,0.048658293703966245,,,,,0.03409618944682487,,0.04716961877530884,,,,,1.0,,,,,3.0,,18.0,,,,,1.0,,,,,2.0,,17.0,,,,
北上市議会議員補欠選挙（2007年04月22日投票）,北上市議会議員補欠選挙,岩手県,北上市,20070422.0,2007.0,4.0,22.0,20070415.0,46.83,2.0,3.0,1.5,73419.0,,,,その他,,,,,北上市議会議員補欠選挙（2007年04月22日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7263020750579936,0.2736979249420064,,0.3631510375289968,0.2736979249420064,31469.0,1.0,57.0,7.788880963698615,47.0,52.5,58.0,62.0,66.0,52.5,5.5,47.0,49.75,52.5,55.25,58.0,,,,,,,,31469.0,,,,,31469.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,
北上市議会議員補欠選挙（2011年04月24日投票）,北上市議会議員補欠選挙,岩手県,北上市,20110424.0,2011.0,4.0,24.0,20110417.0,無投票,3.0,3.0,1.0,,,,,その他,46.83,,,,北上市議会議員補欠選挙（2011年04月24日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,59.333333333333336,3.299831645537222,57.0,57.0,57.0,60.5,64.0,59.333333333333336,3.299831645537222,57.0,57.0,57.0,60.5,64.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,,,
北上市議会議員選挙（2008年03月23日投票）,北上市議会議員選挙,岩手県,北上市,20080323.0,2008.0,3.0,23.0,20080316.0,68.22,30.0,31.0,1.0333333333333334,74273.0,,,,任期満了,,,,,北上市議会議員選挙（2008年03月23日投票）,1.0,31.0,30.0,1.0333333333333334,0.0,0.0,0.0,0.12903225806451613,0.13333333333333333,0.7419354838709677,0.22580645161290322,0.03225806451612903,0.7333333333333333,0.23333333333333334,0.03333333333333333,0.702150067562197,0.26502265320721724,0.0328272792305858,0.030528263807052043,0.037860379029602466,0.0328272792305858,50324.0,5.0,58.45161290322581,7.268308183487826,41.0,55.0,59.0,61.0,76.0,58.4,7.382863039950467,41.0,55.0,59.0,61.0,76.0,2487.0,,,,,3226.26,1722.16,38097.020000000004,4791.5599999999995,,,,50324.00000000001,0.049419759955488425,,,,,0.06410976869883156,0.03422144503616564,0.7570348144026706,0.09521421190684363,,,,1.0,0.049419759955488425,,,,,0.03205488434941578,0.03422144503616564,0.03154311726677794,0.03173807063561455,,,,1.0,,,,,2.0,1.0,24.0,3.0,,,,1.0,,,,,2.0,1.0,23.0,3.0,,,
北上市議会議員選挙（2012年03月25日投票）,北上市議会議員選挙,岩手県,北上市,20120325.0,2012.0,3.0,25.0,20120318.0,60.62,26.0,28.0,1.0769230769230769,74575.0,,,302.0,任期満了,68.22,,,,北上市議会議員選挙（2012年03月25日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.23076923076923078,0.8571428571428571,0.10714285714285714,0.03571428571428571,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.8358818956700843,0.11323906538835979,0.05087903894155583,0.034828412319586846,0.03774635512945326,0.05087903894155583,44753.99,5.0,60.714285714285715,5.0061187051243525,50.0,57.75,62.5,64.25,71.0,60.69230769230769,5.074591539221736,50.0,58.0,62.5,64.0,71.0,3513.52,,,,,3037.0,2235.92,30255.820000000003,5711.73,,,,44753.990000000005,0.07850741352893897,,,,,0.06785987126510953,0.04996023818211515,0.6760474317485435,0.12762504527529275,,,,1.0,0.03925370676446949,,,,,0.03392993563255477,0.04996023818211515,0.033802371587427174,0.04254168175843092,,,,2.0,,,,,2.0,1.0,20.0,3.0,,,,2.0,,,,,2.0,1.0,18.0,3.0,,,
北上市議会議員選挙（2016年03月27日投票）,北上市議会議員選挙,岩手県,北上市,20160327.0,2016.0,3.0,27.0,20160320.0,57.05,26.0,27.0,1.0384615384615383,75101.0,,,526.0,任期満了,60.62,,,,北上市議会議員選挙（2016年03月27日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.18518518518518517,0.19230769230769232,0.7407407407407407,0.25925925925925924,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7402599641103136,0.2597400358896864,,0.03701299820551568,0.03710571941281234,,42351.99999999999,0.0,59.629629629629626,9.00266688120453,40.0,55.0,62.0,67.5,70.0,60.15384615384615,8.760454447697192,40.0,56.0,62.5,67.75,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北上市議会議員選挙（2020年03月29日投票）,北上市議会議員選挙,岩手県,北上市,20200329.0,2020.0,3.0,29.0,20200322.0,無投票,26.0,26.0,1.0,,,,,任期満了,57.05,,,,北上市議会議員選挙（2020年03月29日投票）,1.0,26.0,26.0,1.0,1.0,1.0,0.0,0.23076923076923078,0.23076923076923078,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.7307692307692307,0.23076923076923078,0.038461538461538464,,,,,,,0.0,5.0,61.53846153846154,8.233285021698247,44.0,56.25,63.0,68.5,73.0,61.53846153846154,8.233285021698247,44.0,56.25,63.0,68.5,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,3.0,,19.0,1.0,,,,2.0,1.0,,,,3.0,,19.0,1.0,,,
大槌町議会議員選挙（2007年08月05日投票）,大槌町議会議員選挙,岩手県,大槌町,20070805.0,2007.0,8.0,5.0,20070731.0,79.58,18.0,20.0,1.1111111111111112,13896.0,,,,任期満了,,,,,大槌町議会議員選挙（2007年08月05日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.8,0.15,0.05,0.8333333333333334,0.16666666666666666,0.0,0.7419430028225439,0.23529454611672582,0.02276245106073022,0.04637143767640899,0.07843151537224194,0.02276245106073022,10983.0,2.0,59.85,8.13188170105788,43.0,56.75,62.0,64.25,71.0,59.333333333333336,8.212456663169945,43.0,56.25,62.0,64.0,71.0,,,,,,451.43,,10531.57,,,,,10983.0,,,,,,0.04110261312938177,,0.9588973868706182,,,,,1.0,,,,,,0.04110261312938177,,0.05046828351950622,,,,,,,,,,1.0,,19.0,,,,,,,,,,1.0,,17.0,,,,
大槌町議会議員選挙（2011年08月28日投票）,大槌町議会議員選挙,岩手県,大槌町,20110828.0,2011.0,8.0,28.0,20110823.0,,13.0,19.0,1.4615384615384617,11334.0,,,-2562.0,任期満了,79.58,,,,大槌町議会議員選挙（2011年08月28日投票）,1.0,19.0,13.0,1.4615384615384615,0.0,0.0,0.0,0.05263157894736842,0.07692307692307693,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.562732665925102,0.38498702261772344,0.05228031145717464,0.05115751508410018,0.06416450376962057,0.02614015572858732,8091.0,2.0,58.31578947368421,12.570025464023729,33.0,50.5,60.0,68.5,75.0,56.92307692307692,11.15941505540045,33.0,51.0,58.0,64.0,75.0,,,,,,602.38,,7488.62,,,,,8091.0,,,,,,0.07445062415029044,,0.9255493758497095,,,,,1.0,,,,,,0.07445062415029044,,0.051419409769428305,,,,,,,,,,1.0,,18.0,,,,,,,,,,1.0,,12.0,,,,
大槌町議会議員選挙（2015年08月09日投票）,大槌町議会議員選挙,岩手県,大槌町,20150809.0,2015.0,8.0,9.0,20150804.0,77.81,13.0,18.0,1.3846153846153846,,,,,任期満了,,,,,大槌町議会議員選挙（2015年08月09日投票）,1.0,18.0,13.0,1.3846153846153846,0.0,0.0,0.0,0.05555555555555555,0.07692307692307693,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.5810616331525277,0.337221446968461,0.08171691987901132,0.05810616331525277,0.0562035744947435,0.04085845993950566,8010.997,2.0,58.666666666666664,9.854496999396321,37.0,54.0,56.5,65.5,79.0,57.76923076923077,5.631693913145577,50.0,54.0,56.0,62.0,69.0,,,,,,410.949,,7600.048,,,,,8010.996999999999,,,,,,0.05129810933645338,,0.9487018906635467,,,,,1.0,,,,,,0.05129810933645338,,0.05580599356844392,,,,,,,,,,1.0,,17.0,,,,,,,,,,1.0,,12.0,,,,
大槌町議会議員選挙（2019年08月11日投票）,大槌町議会議員選挙,岩手県,大槌町,20190811.0,2019.0,8.0,11.0,20190806.0,67.51,13.0,15.0,1.1538461538461535,10179.0,,,,任期満了,77.81,,,,大槌町議会議員選挙（2019年08月11日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.06666666666666667,0.07692307692307693,0.8,0.13333333333333333,0.06666666666666667,0.8461538461538461,0.15384615384615385,0.0,0.8303492559949011,0.13017319198315117,0.03947755202194776,0.06919577133290843,0.06508659599157558,0.03947755202194776,6813.999,2.0,63.733333333333334,8.144254962173575,53.0,58.0,60.0,69.0,81.0,63.07692307692308,7.610332434481006,53.0,58.0,60.0,68.0,81.0,,,,,,383.0,,6430.999,,,,,6813.999,,,,,,0.05620781570411149,,0.9437921842958885,,,,,1.0,,,,,,0.05620781570411149,,0.06741372744970632,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,12.0,,,,
大船渡市議会議員補欠選挙（2010年11月21日投票）,大船渡市議会議員補欠選挙,岩手県,大船渡市,20101121.0,2010.0,11.0,21.0,20101114.0,無投票,2.0,2.0,1.0,34031.0,,,,その他,,,,,大船渡市議会議員補欠選挙（2010年11月21日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,
大船渡市議会議員補欠選挙（2014年11月23日投票）,大船渡市議会議員補欠選挙,岩手県,大船渡市,20141123.0,2014.0,11.0,23.0,20141116.0,67.33,1.0,2.0,2.0,,,,,その他,,,,,大船渡市議会議員補欠選挙（2014年11月23日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,20509.0,2.0,63.0,3.0,60.0,61.5,63.0,64.5,66.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,9575.0,,10934.0,,,,,20509.0,,,,,,0.4668682042030328,,0.5331317957969672,,,,,1.0,,,,,,0.4668682042030328,,0.5331317957969672,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.0,,1.0,,,,
大船渡市議会議員選挙（2000年04月23日投票）,大船渡市議会議員選挙,岩手県,大船渡市,20000423.0,2000.0,4.0,23.0,20000416.0,83.67,24.0,25.0,1.0416666666666667,28960.0,,,,任期満了,,,,,大船渡市議会議員選挙（2000年04月23日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.04,0.041666666666666664,0.68,0.28,0.04,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6640734714172042,0.28781099842936597,0.048115530153429904,0.0390631453774826,0.04111585691848085,0.048115530153429904,24053.979999999996,4.0,56.08,10.209485785288111,33.0,51.0,58.0,62.0,75.0,55.625,10.168630274853475,33.0,51.0,57.5,62.0,75.0,897.42,,,,,1734.03,,20569.53,853.0,,,,24053.979999999996,0.037308586770255905,,,,,0.07208910957770814,,0.8551403967243676,0.03546190692766853,,,,1.0,0.037308586770255905,,,,,0.03604455478885407,,0.04072097127258893,0.03546190692766853,,,,1.0,,,,,2.0,,21.0,1.0,,,,1.0,,,,,2.0,,20.0,1.0,,,
大船渡市議会議員選挙（2004年04月25日投票）,大船渡市議会議員選挙,岩手県,大船渡市,20040425.0,2004.0,4.0,25.0,20040418.0,84.97,26.0,37.0,1.4230769230769231,35344.0,,,6384.0,任期満了,83.67,,,,大船渡市議会議員選挙（2004年04月25日投票）,1.0,37.0,26.0,1.4230769230769231,0.0,0.0,0.0,0.05405405405405406,0.0,0.7837837837837838,0.1891891891891892,0.02702702702702703,0.8076923076923077,0.19230769230769232,0.0,0.7493387432097108,0.233414257930387,0.01724699885990209,0.02583926700723141,0.03334489399005529,0.01724699885990209,29822.0,5.0,56.21621621621622,9.076655935986423,35.0,50.0,57.0,63.0,72.0,54.15384615384615,8.663328138646824,35.0,50.25,56.0,60.0,66.0,921.72,,,,,2580.33,,24781.179999999997,636.77,,902.0,,29821.999999999996,0.03090738381060962,,,,,0.08652437797599088,,0.8309697538729797,0.02135235732009926,,0.030246127020320573,,1.0,0.03090738381060962,,,,,0.028841459325330294,,0.026805475931386442,0.02135235732009926,,0.030246127020320573,,1.0,,,,,3.0,,31.0,1.0,,1.0,,1.0,,,,,2.0,,22.0,0.0,,1.0,
大船渡市議会議員選挙（2008年04月27日投票）,大船渡市議会議員選挙,岩手県,大船渡市,20080427.0,2008.0,4.0,27.0,20080420.0,82.43,26.0,30.0,1.1538461538461535,34113.0,,,-1231.0,任期満了,84.97,,,,大船渡市議会議員選挙（2008年04月27日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.03333333333333333,0.038461538461538464,0.7333333333333333,0.2,0.06666666666666667,0.7307692307692307,0.19230769230769232,0.07692307692307693,0.6966984002004224,0.2302040012884292,0.0730975985111485,0.0316681091000192,0.03836733354807153,0.03654879925557425,27941.0,5.0,55.766666666666666,8.200338746390637,39.0,50.5,56.0,60.75,70.0,56.0,8.624651609463156,39.0,50.5,56.0,61.75,70.0,980.0,,,,,2609.5299999999997,,22481.0,1016.47,,854.0,,27941.0,0.035073905729930924,,,,,0.09339429512186392,,0.8045882395046705,0.0363791560788805,,0.03056440356465409,,1.0,0.035073905729930924,,,,,0.031131431707287976,,0.033524509979361274,0.0363791560788805,,0.03056440356465409,,1.0,,,,,3.0,,24.0,1.0,,1.0,,1.0,,,,,2.0,,21.0,1.0,,1.0,
大船渡市議会議員選挙（2012年04月22日投票）,大船渡市議会議員選挙,岩手県,大船渡市,20120422.0,2012.0,4.0,22.0,20120415.0,78.63,20.0,27.0,1.35,32386.0,,,-1727.0,任期満了,82.43,,,,大船渡市議会議員選挙（2012年04月22日投票）,1.0,27.0,20.0,1.35,0.0,0.0,0.0,0.037037037037037035,0.0,0.6666666666666666,0.2962962962962963,0.037037037037037035,0.65,0.3,0.05,0.6615476755218217,0.2887606736242884,0.04969165085388994,0.03675264864010121,0.03609508420303605,0.04969165085388994,25295.999999999996,3.0,54.333333333333336,8.069145624606803,29.0,50.5,56.0,60.0,64.0,54.05,8.482187217929113,29.0,50.75,55.0,60.0,64.0,1025.0,,,,,2190.43,,22080.569999999996,,,,,25295.999999999996,0.040520240354206205,,,,,0.08659195129664769,,0.872887808349146,,,,,1.0,0.040520240354206205,,,,,0.02886398376554923,,0.037951643841267216,,,,,1.0,,,,,3.0,,23.0,,,,,1.0,,,,,1.0,,18.0,,,,
大船渡市議会議員選挙（2016年04月24日投票）,大船渡市議会議員選挙,岩手県,大船渡市,20160424.0,2016.0,4.0,24.0,20160417.0,75.7,20.0,24.0,1.2,31684.0,,,-702.0,任期満了,78.63,,,,大船渡市議会議員選挙（2016年04月24日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.0,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.75,0.2,0.05,0.7890587988240236,0.16591810163796725,0.04502309953800924,0.041529410464422295,0.04147952540949181,0.04502309953800924,23810.0,0.0,58.5,9.273618495495704,33.0,54.75,61.5,65.25,69.0,57.95,9.57327007871396,33.0,54.75,61.0,64.25,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大船渡市議会議員選挙（2020年04月26日投票）,大船渡市議会議員選挙,岩手県,大船渡市,20200426.0,2020.0,4.0,26.0,20200419.0,65.71,20.0,21.0,1.05,,,,,任期満了,75.7,,,,大船渡市議会議員選挙（2020年04月26日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.6666666666666666,0.23809523809523808,0.09523809523809523,0.7,0.2,0.1,0.685130169544113,0.23368974525738764,0.08118008519849941,0.048937869253150926,0.04673794905147753,0.040590042599249705,20201.999000000003,3.0,59.61904761904762,8.306487369899738,45.0,51.0,60.0,66.0,73.0,60.1,8.221313763626831,45.0,56.25,60.0,66.5,73.0,1038.047,,,,,1366.0,,17797.952,,,,,20201.999,0.05138338042685776,,,,,0.06761707096411598,,0.8809995486090263,,,,,1.0,0.05138338042685776,,,,,0.03380853548205799,,0.048944419367168125,,,,,1.0,,,,,2.0,,18.0,,,,,1.0,,,,,2.0,,17.0,,,,
奥州市議会議員選挙（2006年03月19日投票）,奥州市議会議員選挙,岩手県,奥州市,20060319.0,2006.0,3.0,19.0,20060312.0,79.83,0.0,62.0,,105947.0,,,,その他,,,,,奥州市議会議員選挙（2006年03月19日投票）,5.0,62.0,41.0,1.5121951219512195,0.0,0.0,0.0,0.06451612903225806,0.0975609756097561,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.016129032258064516,,83149.01,3.0,58.74193548387097,6.652517068800076,40.0,55.25,58.5,63.0,72.0,58.34146341463415,7.1281296287847535,40.0,55.0,58.0,63.0,72.0,2549.42,,,,,10084.710000000001,,70514.87999999999,,,,,83149.01,0.030660858138900272,,,,,0.12128478739554448,,0.8480543544655552,,,,,1.0,0.030660858138900272,,,,,0.020214131232590745,,0.015419170081191914,,,,,1.0,,,,,6.0,,55.0,,,,,1.0,,,,,5.0,,35.0,,,,
