,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHK受信料を支払わない方法を教える党,得票数_いなべ市民の会,得票数_三重ヤマネコの会,得票数_三重民主連合,得票数_公明党,得票数_地域政党草の根運動いが,得票数_幸福実現党,得票数_日本共産,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自民、市民クラブ,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHK受信料を支払わない方法を教える党,得票率_いなべ市民の会,得票率_三重ヤマネコの会,得票率_三重民主連合,得票率_公明党,得票率_地域政党草の根運動いが,得票率_幸福実現党,得票率_日本共産,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自民、市民クラブ,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHK受信料を支払わない方法を教える党,一人あたり得票率_いなべ市民の会,一人あたり得票率_三重ヤマネコの会,一人あたり得票率_三重民主連合,一人あたり得票率_公明党,一人あたり得票率_地域政党草の根運動いが,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自民、市民クラブ,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_NHK受信料を支払わない方法を教える党,立候補者数_いなべ市民の会,立候補者数_三重ヤマネコの会,立候補者数_三重民主連合,立候補者数_公明党,立候補者数_地域政党草の根運動いが,立候補者数_幸福実現党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自民、市民クラブ,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_NHK受信料を支払わない方法を教える党,当選者数_いなべ市民の会,当選者数_三重ヤマネコの会,当選者数_三重民主連合,当選者数_公明党,当選者数_地域政党草の根運動いが,当選者数_幸福実現党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自民、市民クラブ,当選者数_自由民主党
南伊勢町議会議員補欠選挙（2013年10月27日投票）,南伊勢町議会議員補欠選挙,三重県,南伊勢町,20131027.0,2013.0,10.0,27.0,20131022.0,無投票,3.0,3.0,1.0,,,,,その他,,,,,南伊勢町議会議員補欠選挙（2013年10月27日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,44.0,9.93310961716756,30.0,40.0,50.0,51.0,52.0,44.0,9.93310961716756,30.0,40.0,50.0,51.0,52.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,
南伊勢町議会議員選挙（2006年04月16日投票）,南伊勢町議会議員選挙,三重県,南伊勢町,20060416.0,2006.0,4.0,16.0,20060411.0,86.87,18.0,27.0,1.5,15059.0,,,,任期満了,,,,,南伊勢町議会議員選挙（2006年04月16日投票）,1.0,27.0,18.0,1.5,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.2962962962962963,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6685006919883131,0.331499308011687,,0.03518424694675332,0.04143741350146087,,13006.0,2.0,57.96296296296296,5.776590571284924,46.0,54.0,58.0,62.0,69.0,56.111111111111114,5.89622184952071,46.0,51.75,57.0,58.75,69.0,,,,,,,,,,1108.12,,,11897.880000000001,,,,,,13006.0,,,,,,,,,,0.08520067661079501,,,0.9147993233892051,,,,,,1.0,,,,,,,,,,0.04260033830539751,,,0.03659197293556821,,,,,,,,,,,,,,,2.0,,,25.0,,,,,,,,,,,,,,,2.0,,,16.0,,,,,
南伊勢町議会議員選挙（2010年04月18日投票）,南伊勢町議会議員選挙,三重県,南伊勢町,20100418.0,2010.0,4.0,18.0,20100413.0,80.08,16.0,18.0,1.125,,,,,任期満了,86.87,,,,南伊勢町議会議員選挙（2010年04月18日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.625,0.3125,0.0625,0.5902486236902859,0.3445764517847629,0.06517492452495116,0.05902486236902858,0.049225207397823274,0.06517492452495116,11262.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1248.19,,,10013.81,,,,,,11262.0,,,,,,,,,,0.1108320014207068,,,0.8891679985792932,,,,,,1.0,,,,,,,,,,0.0554160007103534,,,0.055572999911205824,,,,,,,,,,,,,,,2.0,,,16.0,,,,,,,,,,,,,,,2.0,,,14.0,,,,,
南伊勢町議会議員選挙（2014年04月20日投票）,南伊勢町議会議員選挙,三重県,南伊勢町,20140420.0,2014.0,4.0,20.0,20140415.0,78.27,14.0,17.0,1.2142857142857142,,,,,任期満了,80.08,,,,南伊勢町議会議員選挙（2014年04月20日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.058823529411764705,0.9285714285714286,0.0,0.07142857142857142,0.9165913797642657,,0.08340862023573424,0.05728696123526661,,0.08340862023573424,9962.999,2.0,56.705882352941174,9.034344312822583,31.0,53.0,58.0,62.0,70.0,56.642857142857146,9.393060834293296,31.0,54.0,58.5,62.0,70.0,,,,,,,,,,1393.317,,,8569.682,,,,,,9962.999,,,,,,,,,,0.1398491558616035,,,0.8601508441383966,,,,,,1.0,,,,,,,,,,0.06992457793080176,,,0.05734338960922644,,,,,,,,,,,,,,,2.0,,,15.0,,,,,,,,,,,,,,,2.0,,,12.0,,,,,
南伊勢町議会議員選挙（2018年04月22日投票）,南伊勢町議会議員選挙,三重県,南伊勢町,20180422.0,2018.0,4.0,22.0,20180417.0,無投票,14.0,14.0,1.0,,,,,任期満了,78.27,,,,南伊勢町議会議員選挙（2018年04月22日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,,,0.0,2.0,60.214285714285715,9.755427584013875,35.0,56.5,58.5,69.0,74.0,60.214285714285715,9.755427584013875,35.0,56.5,58.5,69.0,74.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,12.0,,,,,,,,,,,,,,2.0,,,,12.0,,,,,
名張市議会議員選挙（2006年08月27日投票）,名張市議会議員選挙,三重県,名張市,20060827.0,2006.0,8.0,27.0,20060820.0,62.03,20.0,25.0,1.25,66604.0,,,,任期満了,,,,,名張市議会議員選挙（2006年08月27日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.2,0.25,0.68,0.24,0.08,0.65,0.25,0.1,0.689027801550236,0.21854903782673546,0.09242316062302858,0.040531047150013884,0.036424839637789246,0.04621158031151429,40897.0,4.0,55.72,10.996435786199092,32.0,50.0,59.0,61.0,75.0,53.95,11.056559139262088,32.0,45.0,58.0,60.25,70.0,,,,,,8287.0,,,,4377.49,,3166.0,25066.510000000002,,,,,,40897.0,,,,,,0.2026309998288383,,,,0.10703694647529158,,0.07741399124630169,0.6129180624495685,,,,,,1.0,,,,,,0.05065774995720958,,,,0.035678982158430524,,0.038706995623150844,0.03830737890309803,,,,,,,,,,,4.0,,,,3.0,,2.0,16.0,,,,,,,,,,,4.0,,,,2.0,,2.0,12.0,,,,,
名張市議会議員選挙（2010年08月29日投票）,名張市議会議員選挙,三重県,名張市,20100829.0,2010.0,8.0,29.0,20100822.0,60.65,20.0,26.0,1.3,,,,,任期満了,62.03,,,,名張市議会議員選挙（2010年08月29日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.23076923076923078,0.3,0.7692307692307693,0.23076923076923078,0.0,0.7,0.3,0.0,0.723423918473374,0.27657608152662605,,0.0361711959236687,0.04609601358777101,,40036.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
名張市議会議員選挙（2014年08月24日投票）,名張市議会議員選挙,三重県,名張市,20140824.0,2014.0,8.0,24.0,20140817.0,53.8,20.0,24.0,1.2,,,,,任期満了,60.65,,,,名張市議会議員選挙（2014年08月24日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.3333333333333333,0.3,0.625,0.3333333333333333,0.041666666666666664,0.75,0.2,0.05,0.6941263813140687,0.2743496759087405,0.03152394277719083,0.04627509208760458,0.03429370948859256,0.03152394277719083,35021.0,5.0,53.125,11.027664077219617,31.0,46.25,55.5,62.25,70.0,56.15,9.09546590340484,38.0,49.5,58.5,63.0,70.0,,,,,,7428.0,,,,2803.0,,1339.0,21551.0,,,,,1900.0,35021.0,,,,,,0.21210131064218612,,,,0.08003769167071186,,0.038234202335741416,0.6153736329630793,,,,,0.05425316238828132,1.0,,,,,,0.05302532766054653,,,,0.04001884583535593,,0.038234202335741416,0.03846085206019246,,,,,0.05425316238828132,,,,,,4.0,,,,2.0,,1.0,16.0,,,,,1.0,,,,,,4.0,,,,2.0,,1.0,12.0,,,,,1.0
名張市議会議員選挙（2018年08月26日投票）,名張市議会議員選挙,三重県,名張市,20180826.0,2018.0,8.0,26.0,20180819.0,51.97,20.0,24.0,1.2,,,,,任期満了,53.8,,,,名張市議会議員選挙（2018年08月26日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.25,0.2777777777777778,0.7083333333333334,0.25,0.041666666666666664,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7545851631779119,0.1769342840973885,0.06848055272469968,0.04438736253987717,0.029489047349564753,0.06848055272469968,33702.998999999996,4.0,58.25,11.196167499044781,35.0,52.0,60.5,64.5,83.0,58.05555555555556,9.634845453538952,35.0,52.5,60.5,63.75,74.0,,,,,,7915.782999999999,,,,3048.0,,,21159.216,,,,,1580.0,33702.998999999996,,,,,,0.23486880203153435,,,,0.09043705576468136,,,0.6278140411184181,,,,,0.046880101085366326,1.0,,,,,,0.058717200507883587,,,,0.04521852788234068,,,0.036930237712848125,,,,,0.046880101085366326,,,,,,4.0,,,,2.0,,,17.0,,,,,1.0,,,,,,4.0,,,,1.0,,,12.0,,,,,1.0
四日市市議会議員選挙（1999年04月25日投票）,四日市市議会議員選挙,三重県,四日市市,19990425.0,1999.0,4.0,25.0,19990418.0,64.83,39.0,47.0,1.205128205128205,104571.0,,,,任期満了,,,,,四日市市議会議員選挙（1999年04月25日投票）,1.0,47.0,39.0,1.205128205128205,0.0,0.0,0.0,0.0851063829787234,0.10256410256410256,0.7659574468085106,0.23404255319148937,0.0,0.7948717948717948,0.20512820512820512,0.0,0.7683915939026195,0.23160840609738054,,0.02134421094173943,0.021055309645216413,,135140.0,5.0,53.361702127659576,9.34316346243285,31.0,50.0,55.0,59.0,70.0,52.53846153846154,9.649886817048895,31.0,46.5,55.0,58.5,70.0,,,,,,15129.02,,,,9180.0,,2125.4,105878.57999999999,2827.0,,,,,135140.0,,,,,,0.11195071777416013,,,,0.0679295545360367,,0.015727393813822703,0.7834732869616693,0.020919046914311085,,,,,1.0,,,,,,0.022390143554832025,,,,0.016982388634009176,,0.015727393813822703,0.021763146860046368,0.020919046914311085,,,,,,,,,,5.0,,,,4.0,,1.0,36.0,1.0,,,,,,,,,,5.0,,,,2.0,,1.0,30.0,1.0,,,,
四日市市議会議員選挙（2003年04月27日投票）,四日市市議会議員選挙,三重県,四日市市,20030427.0,2003.0,4.0,27.0,20030420.0,60.98,36.0,47.0,1.3055555555555556,107191.0,,,2620.0,任期満了,64.83,,,,四日市市議会議員選挙（2003年04月27日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.0851063829787234,0.1111111111111111,0.7446808510638298,0.23404255319148937,0.02127659574468085,0.8888888888888888,0.1111111111111111,0.0,0.8238768243619726,0.1706731185405275,0.005450057097499891,0.023539337838913505,0.015515738049138863,0.005450057097499891,128805.99,5.0,52.851063829787236,10.379969916334577,32.0,45.5,55.0,60.0,72.0,53.77777777777778,10.003085943600691,35.0,45.75,55.0,60.25,72.0,,,,,,16265.73,,,,7862.0,,4437.0,97810.26000000001,2431.0,,,,,128805.99,,,,,,0.12628085075857107,,,,0.06103753404635918,,0.03444715575727495,0.7593611135631193,0.018873345874675547,,,,,1.0,,,,,,0.025256170151714212,,,,0.020345844682119727,,0.017223577878637476,0.021093364265642203,0.018873345874675547,,,,,,,,,,5.0,,,,3.0,,2.0,36.0,1.0,,,,,,,,,,5.0,,,,2.0,,1.0,27.0,1.0,,,,
四日市市議会議員選挙（2007年04月22日投票）,四日市市議会議員選挙,三重県,四日市市,20070422.0,2007.0,4.0,22.0,20070415.0,53.35,36.0,42.0,1.1666666666666667,239182.0,,,131991.0,任期満了,60.98,,,,四日市市議会議員選挙（2007年04月22日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.08333333333333333,0.6904761904761905,0.30952380952380953,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7499623902388813,0.2500376097611186,,0.025860772077202804,0.019233662289316816,,126297.0,6.0,53.69047619047619,8.469800962518022,36.0,47.0,54.5,59.75,69.0,53.666666666666664,8.59263250310016,36.0,47.0,54.5,59.25,69.0,,,,,,17480.34,,,,9373.0,,9270.0,85346.66,1470.0,,,,3357.0,126297.0,,,,,,0.13840661298368132,,,,0.07421395599262057,,0.07339841801467968,0.6757615778680413,0.01163923133566118,,,,0.02658020380531604,1.0,,,,,,0.027681322596736262,,,,0.024737985330873524,,0.03669920900733984,0.02252538592893471,0.01163923133566118,,,,0.02658020380531604,,,,,,5.0,,,,3.0,,2.0,30.0,1.0,,,,1.0,,,,,,5.0,,,,3.0,,2.0,25.0,0.0,,,,1.0
四日市市議会議員選挙（2011年04月24日投票）,四日市市議会議員選挙,三重県,四日市市,20110424.0,2011.0,4.0,24.0,20110417.0,50.9,36.0,44.0,1.2222222222222223,243584.0,,,4402.0,任期満了,53.35,,,,四日市市議会議員選挙（2011年04月24日投票）,1.0,44.0,36.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.027777777777777776,0.6818181818181818,0.3181818181818182,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7247401127182695,0.2752598872817305,,0.024158003757275653,0.019661420520123606,,122784.0,5.0,,,,,,,,,,,,,,,,,,,,16433.34,,,,7913.0,,24792.32,68902.34,,,,,4743.0,122784.0,,,,,,0.13383942533229085,,,,0.06444650768829815,,0.20191816523325515,0.5611670901746155,,,,,0.038628811571540266,1.0,,,,,,0.02676788506645817,,,,0.021482169229432718,,0.025239770654156893,0.020783966302763537,,,,,0.038628811571540266,,,,,,5.0,,,,3.0,,8.0,27.0,,,,,1.0,,,,,,5.0,,,,2.0,,7.0,21.0,,,,,1.0
四日市市議会議員選挙（2015年04月26日投票）,四日市市議会議員選挙,三重県,四日市市,20150426.0,2015.0,4.0,26.0,20150419.0,48.16,34.0,46.0,1.3529411764705883,,,,,任期満了,50.9,,,,四日市市議会議員選挙（2015年04月26日投票）,1.0,46.0,34.0,1.3529411764705883,0.0,0.0,0.0,0.06521739130434782,0.058823529411764705,0.6086956521739131,0.391304347826087,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7042340768369869,0.295765923163013,,0.02515121702989239,0.01643144017572294,,116666.98999999999,5.0,51.45652173913044,10.641809509704245,31.0,44.0,51.5,58.0,74.0,52.970588235294116,10.885730795316265,33.0,44.75,54.5,60.75,74.0,,,,,,14600.65,,,,8264.51,,9816.04,75102.79,,,,,8883.0,116666.98999999999,,,,,,0.1251480817324592,,,,0.07083846081912289,,0.08413725253390013,0.6437364159305045,,,,,0.0761397889840134,1.0,,,,,,0.02502961634649184,,,,0.02361282027304096,,0.028045750844633375,0.020116762997828264,,,,,0.0253799296613378,,,,,,5.0,,,,3.0,,3.0,32.0,,,,,3.0,,,,,,5.0,,,,3.0,,3.0,20.0,,,,,3.0
四日市市議会議員選挙（2019年04月21日投票）,四日市市議会議員選挙,三重県,四日市市,20190421.0,2019.0,4.0,21.0,20190414.0,43.14,34.0,41.0,1.2058823529411764,251281.0,,,,任期満了,48.16,,,,四日市市議会議員選挙（2019年04月21日投票）,1.0,41.0,34.0,1.2058823529411764,0.0,0.0,0.0,0.1951219512195122,0.17647058823529413,0.7073170731707317,0.2926829268292683,0.0,0.8235294117647058,0.17647058823529413,0.0,0.8066843143043246,0.19331568569567534,,0.027816700493252574,0.01610964047463961,,107165.996,7.0,55.8780487804878,10.729933334530749,34.0,51.0,57.0,63.0,78.0,55.76470588235294,10.56369705651057,36.0,49.5,56.5,62.5,78.0,,,,,,15698.125,,997.0,,5578.326,1080.0,,66697.545,,4248.0,,,12867.0,107165.996,,,,,,0.14648419821526223,,0.009303324162638306,,0.052053134466272306,0.010077823566348416,,0.6223760100172073,,0.03963943936097043,,,0.12006607021130099,1.0,,,,,,0.029296839643052446,,0.009303324162638306,,0.01735104482209077,0.010077823566348416,,0.024895040400688292,,0.03963943936097043,,,0.024013214042260197,,,,,,5.0,,1.0,,3.0,1.0,,25.0,,1.0,,,5.0,,,,,,5.0,,0.0,,2.0,0.0,,22.0,,1.0,,,4.0
多気町議会議員選挙（2006年07月16日投票）,多気町議会議員選挙,三重県,多気町,20060716.0,2006.0,7.0,16.0,20060711.0,76.64,18.0,20.0,1.1111111111111112,13107.0,,,,任期満了,,,,,多気町議会議員選挙（2006年07月16日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.7,0.25,0.05,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7139435062324084,0.25238138319260156,0.033675110574989946,0.050995964730886315,0.050476276638520313,0.033675110574989946,9948.0,2.0,72.5,5.361902647381804,59.0,69.0,71.0,77.25,80.0,71.66666666666667,5.0,59.0,69.0,70.5,75.0,80.0,,,,,,,,,,368.0,,,9580.0,,,,,,9948.0,,,,,,,,,,0.036992360273421794,,,0.9630076397265782,,,,,,1.0,,,,,,,,,,0.036992360273421794,,,0.050684612617188325,,,,,,,,,,,,,,,1.0,,,19.0,,,,,,,,,,,,,,,1.0,,,17.0,,,,,
多気町議会議員選挙（2010年07月11日投票）,多気町議会議員選挙,三重県,多気町,20100711.0,2010.0,7.0,11.0,20100706.0,78.0,14.0,15.0,1.0714285714285714,12800.0,,,-307.0,任期満了,76.64,,,,多気町議会議員選挙（2010年07月11日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.7333333333333333,0.2,0.06666666666666667,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6990747549019608,0.25905433006535944,0.041870915032679736,0.0635522504456328,0.08635144335511981,0.041870915032679736,9791.999999999998,2.0,,,,,,,,,,,,,,,,,,,,,,,,358.0,,,9433.999999999998,,,,,,9791.999999999998,,,,,,,,,,0.03656045751633988,,,0.9634395424836601,,,,,,1.0,,,,,,,,,,0.03656045751633988,,,0.0688171101774043,,,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,,,1.0,,,13.0,,,,,
多気町議会議員選挙（2014年07月13日投票）,多気町議会議員選挙,三重県,多気町,20140713.0,2014.0,7.0,13.0,20140708.0,無投票,13.0,13.0,1.0,,,,,任期満了,78.0,,,,多気町議会議員選挙（2014年07月13日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.15384615384615385,0.15384615384615385,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.07692307692307693,,,,,,,0.0,1.0,67.3076923076923,8.756400870963923,49.0,64.0,67.0,69.0,85.0,67.3076923076923,8.756400870963923,49.0,64.0,67.0,69.0,85.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,13.0,,,,,
多気町議会議員選挙（2018年07月22日投票）,多気町議会議員選挙,三重県,多気町,20180722.0,2018.0,7.0,22.0,20180717.0,63.35,12.0,14.0,1.1666666666666667,,,,,任期満了,,,,,多気町議会議員選挙（2018年07月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6946954813359528,0.3053045186640472,,0.06946954813359528,0.0763261296660118,,7635.0,2.0,65.85714285714286,7.62380803664362,45.0,64.25,68.5,71.0,73.0,65.0,7.916228058025278,45.0,64.0,67.0,69.5,73.0,,,,,,,,,,509.0,,,7126.0,,,,,,7635.0,,,,,,,,,,0.06666666666666667,,,0.9333333333333333,,,,,,1.0,,,,,,,,,,0.06666666666666667,,,0.07179487179487179,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,
大台町議会議員選挙（2006年02月12日投票）,大台町議会議員選挙,三重県,大台町,20060212.0,2006.0,2.0,12.0,20060207.0,86.5,0.0,18.0,,9424.0,,,,その他,,,,,大台町議会議員選挙（2006年02月12日投票）,2.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05555555555555555,,8049.99,2.0,59.666666666666664,9.597453365925311,31.0,56.0,62.0,66.0,71.0,60.0625,10.10859009704123,31.0,56.0,63.0,66.25,71.0,,,,,,,,,,746.0,,,7303.99,,,,,,8049.99,,,,,,,,,,0.09267092257257463,,,0.9073290774274254,,,,,,1.0,,,,,,,,,,0.09267092257257463,,,0.053372298672201494,,,,,,,,,,,,,,,1.0,,,17.0,,,,,,,,,,,,,,,1.0,,,15.0,,,,,
大台町議会議員選挙（2010年01月31日投票）,大台町議会議員選挙,三重県,大台町,20100131.0,2010.0,1.0,31.0,20100126.0,無投票,14.0,14.0,1.0,9069.0,,,-355.0,任期満了,86.5,,,,大台町議会議員選挙（2010年01月31日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,2.0,62.42857142857143,9.788581436071944,35.0,60.0,66.0,68.75,73.0,62.42857142857143,9.788581436071944,35.0,60.0,66.0,68.75,73.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,1.0,,,13.0,,,,,
大台町議会議員選挙（2014年02月02日投票）,大台町議会議員選挙,三重県,大台町,20140202.0,2014.0,2.0,2.0,20140128.0,70.35,13.0,14.0,1.0769230769230769,,,,,任期満了,,,,,大台町議会議員選挙（2014年02月02日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.5714285714285714,0.42857142857142855,0.0,0.6153846153846154,0.38461538461538464,0.0,0.6232247284878863,0.3767752715121136,,0.0779030910609858,0.06279587858535227,,5985.0,1.0,64.21428571428571,9.033102389296282,39.0,61.25,66.5,70.5,74.0,64.23076923076923,9.373890466887646,39.0,61.0,68.0,71.0,74.0,,,,,,,,,,,,,5985.0,,,,,,5985.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,13.0,,,,,
大台町議会議員選挙（2018年01月28日投票）,大台町議会議員選挙,三重県,大台町,20180128.0,2018.0,1.0,28.0,20180123.0,76.21,13.0,14.0,1.0769230769230769,8282.0,,,,任期満了,70.35,,,,大台町議会議員選挙（2018年01月28日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.45454545454545453,0.5454545454545454,0.0,0.37343927355278095,0.626560726447219,,0.06223987892546349,0.07832009080590238,,6167.0,0.0,59.285714285714285,12.594945536254793,28.0,55.0,65.0,66.75,72.0,59.90909090909091,12.851986372503212,28.0,58.0,65.0,67.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大紀町議会議員選挙（2005年03月13日投票）,大紀町議会議員選挙,三重県,大紀町,20050313.0,2005.0,3.0,13.0,20050308.0,91.85,0.0,24.0,,9580.0,,,,その他,,,,,大紀町議会議員選挙（2005年03月13日投票）,3.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.041666666666666664,0.05555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.041666666666666664,,8715.0,2.0,58.666666666666664,6.902093080282883,44.0,55.0,60.0,62.5,71.0,59.94444444444444,6.0320645279320235,44.0,57.25,61.5,63.5,71.0,,,,,,,,,,682.8399999999999,,,8032.16,,,,,,8715.0,,,,,,,,,,0.07835226620768788,,,0.9216477337923121,,,,,,1.0,,,,,,,,,,0.03917613310384394,,,0.04189307880874146,,,,,,,,,,,,,,,2.0,,,22.0,,,,,,,,,,,,,,,2.0,,,16.0,,,,,
大紀町議会議員選挙（2009年03月01日投票）,大紀町議会議員選挙,三重県,大紀町,20090301.0,2009.0,3.0,1.0,20090224.0,90.07,16.0,20.0,1.25,9077.0,,,-503.0,任期満了,91.85,,,,大紀町議会議員選挙（2009年03月01日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.65,0.35,0.0,0.6875,0.3125,0.0,0.6899703557312253,0.3100296442687747,,0.05307464274855579,0.04428994918125353,,8096.0,2.0,62.35,6.318821092577317,48.0,61.0,62.0,66.0,71.0,61.9375,6.932430580251056,48.0,60.5,62.0,66.75,71.0,,,,,,,,,,658.0,,,7438.0,,,,,,8096.0,,,,,,,,,,0.08127470355731226,,,0.9187252964426877,,,,,,1.0,,,,,,,,,,0.04063735177865613,,,0.051040294246815984,,,,,,,,,,,,,,,2.0,,,18.0,,,,,,,,,,,,,,,2.0,,,14.0,,,,,
