,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_かしま志民党,得票数_つくば　維新の会,得票数_つくば・市民ネットワーク,得票数_とりで生活者ネットワーク,得票数_みんなの党,得票数_公明党,得票数_再建党,得票数_国民民主党,得票数_幸福実現党,得票数_新党もりや,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_明るい平和と立憲取手民主市民連合会,得票数_東海第2原発の再稼働を止める会 ,得票数_民主党,得票数_民進党,得票数_消費税を廃止する市民の党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_２１世紀倶楽部,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_かしま志民党,得票率_つくば　維新の会,得票率_つくば・市民ネットワーク,得票率_とりで生活者ネットワーク,得票率_みんなの党,得票率_公明党,得票率_再建党,得票率_国民民主党,得票率_幸福実現党,得票率_新党もりや,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_明るい平和と立憲取手民主市民連合会,得票率_東海第2原発の再稼働を止める会 ,得票率_民主党,得票率_民進党,得票率_消費税を廃止する市民の党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_２１世紀倶楽部,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_かしま志民党,一人あたり得票率_つくば　維新の会,一人あたり得票率_つくば・市民ネットワーク,一人あたり得票率_とりで生活者ネットワーク,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_再建党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新党もりや,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_明るい平和と立憲取手民主市民連合会,一人あたり得票率_東海第2原発の再稼働を止める会 ,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_消費税を廃止する市民の党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_２１世紀倶楽部,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_かしま志民党,立候補者数_つくば　維新の会,立候補者数_つくば・市民ネットワーク,立候補者数_とりで生活者ネットワーク,立候補者数_みんなの党,立候補者数_公明党,立候補者数_再建党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新党もりや,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_明るい平和と立憲取手民主市民連合会,立候補者数_東海第2原発の再稼働を止める会 ,立候補者数_民主党,立候補者数_民進党,立候補者数_消費税を廃止する市民の党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_２１世紀倶楽部,当選者数_NHKから国民を守る党,当選者数_　,当選者数_かしま志民党,当選者数_つくば　維新の会,当選者数_つくば・市民ネットワーク,当選者数_とりで生活者ネットワーク,当選者数_みんなの党,当選者数_公明党,当選者数_再建党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新党もりや,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_明るい平和と立憲取手民主市民連合会,当選者数_東海第2原発の再稼働を止める会 ,当選者数_民主党,当選者数_民進党,当選者数_消費税を廃止する市民の党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_２１世紀倶楽部
常陸大宮市議会議員選挙（2010年07月11日投票）,常陸大宮市議会議員選挙,茨城県,常陸大宮市,20100711.0,2010.0,7.0,11.0,20100704.0,73.83,22.0,23.0,1.0454545454545454,38859.0,,,-830.0,任期満了,75.14,,,,常陸大宮市議会議員選挙（2010年07月11日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.8097305762181016,0.14642132612022635,0.04384809766167207,0.042617398748321135,0.04880710870674212,0.04384809766167207,28097.0,3.0,,,,,,,,,,,,,,,,,,,,,,2969.0,,,,,,2085.0,,,,,,,23043.0,,,,,,28097.0,,,,,,,,0.10566964444602626,,,,,,0.0742072107342421,,,,,,,0.8201231448197317,,,,,,1.0,,,,,,,,0.05283482222301313,,,,,,0.03710360536712105,,,,,,,0.04316437604314377,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,19.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,18.0,,,,,
常陸大宮市議会議員選挙（2014年07月27日投票）,常陸大宮市議会議員選挙,茨城県,常陸大宮市,20140727.0,2014.0,7.0,27.0,20140720.0,68.73,20.0,24.0,1.2,,,,,任期満了,73.83,,,,常陸大宮市議会議員選挙（2014年07月27日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667,0.0,0.65,0.35,0.0,0.6170871891838006,0.38291281081619954,,0.0362992464225765,0.05470183011659994,,25558.996,3.0,60.166666666666664,8.65383665716478,40.0,57.5,61.0,65.25,73.0,59.65,8.094905805505089,40.0,57.5,60.5,65.0,73.0,,,,,,,,2453.0,,,,,,1836.0,,,,,,,21269.996,,,,,,25558.996,,,,,,,,0.09597403591283477,,,,,,0.07183380755644705,,,,,,,0.8321921565307182,,,,,,1.0,,,,,,,,0.04798701795641738,,,,,,0.03591690377822353,,,,,,,0.04160960782653591,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,20.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,17.0,,,,,
常陸大宮市議会議員選挙（2018年07月29日投票）,常陸大宮市議会議員選挙,茨城県,常陸大宮市,20180729.0,2018.0,7.0,29.0,20180722.0,59.23,18.0,19.0,1.0555555555555556,,,,,任期満了,68.73,,,,常陸大宮市議会議員選挙（2018年07月29日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8960054268447717,0.10399457315522831,,0.05270620157910422,0.051997286577614155,,21501.997,4.0,61.89473684210526,6.995447668923172,44.0,60.0,64.0,66.5,71.0,61.388888888888886,6.840556254906702,44.0,60.0,63.5,65.75,70.0,,,,,,,,2857.0,,,,,,1777.091,,,,,,,16095.906,,,,772.0,,21501.997,,,,,,,,0.13287137934211413,,,,,,0.08264771872119599,,,,,,,0.7485772600563567,,,,0.03590364188033326,,1.0,,,,,,,,0.06643568967105706,,,,,,0.04132385936059799,,,,,,,0.05346980428973976,,,,0.03590364188033326,,,,,,,,,2.0,,,,,,2.0,,,,,,,14.0,,,,1.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,14.0,,,,0.0,
常陸太田市議会議員補欠選挙（2013年05月19日投票）,常陸太田市議会議員補欠選挙,茨城県,常陸太田市,20130519.0,2013.0,5.0,19.0,20130512.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,常陸太田市議会議員補欠選挙（2013年05月19日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
常陸太田市議会議員補欠選挙（2017年05月14日投票）,常陸太田市議会議員補欠選挙,茨城県,常陸太田市,20170514.0,2017.0,5.0,14.0,20170507.0,27.82,3.0,5.0,1.6666666666666667,46648.0,,,,その他/赤堀平二郎議員、	鈴木二郎議員、井坂孝行議員の辞職による,,,,,常陸太田市議会議員補欠選挙（2017年05月14日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,12525.0,0.0,66.0,1.5491933384829668,63.0,66.0,67.0,67.0,67.0,65.33333333333333,1.699673171197595,63.0,64.5,66.0,66.5,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常陸太田市議会議員選挙（2006年08月06日投票）,常陸太田市議会議員選挙,茨城県,常陸太田市,20060806.0,2006.0,8.0,6.0,20060730.0,69.42,26.0,28.0,1.0769230769230769,50062.0,,,,その他,,,,,常陸太田市議会議員選挙（2006年08月06日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.03571428571428571,0.038461538461538464,0.0,0.17857142857142858,0.0,0.0,0.11538461538461539,0.0,,0.12159147032334912,,,0.024318294064669822,,34421.0,4.0,57.464285714285715,8.130551478647606,40.0,52.5,58.0,63.25,74.0,57.53846153846154,8.096679135160999,40.0,53.0,58.0,62.75,74.0,,,,,,,,2793.3,,,,,,1556.0,,,,,,,21058.7,,,,9013.0,,34421.0,,,,,,,,0.081151041515354,,,,,,0.04520496208709799,,,,,,,0.6117980302722176,,,,0.26184596612533045,,1.0,,,,,,,,0.040575520757677,,,,,,0.04520496208709799,,,,,,,0.033988779459567645,,,,0.037406566589332925,,,,,,,,,2.0,,,,,,1.0,,,,,,,18.0,,,,7.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,16.0,,,,7.0,
常陸太田市議会議員選挙（2010年07月11日投票）,常陸太田市議会議員選挙,茨城県,常陸太田市,20100711.0,2010.0,7.0,11.0,20100704.0,,22.0,23.0,1.0454545454545454,49049.0,,,-1013.0,その他,69.42,,,,常陸太田市議会議員選挙（2010年07月11日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.043478260869565216,0.045454545454545456,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.043478260869565216,,,34469.01,5.0,,,,,,,,,,,,,,,,,,,,,,2580.7799999999997,,,,,,1433.0,,,,1201.0,,,22400.07,,,,6854.16,,34469.009999999995,,,,,,,,0.07487247240347199,,,,,,0.04157357580040739,,,,0.034842892209552875,,,0.6498611361335879,,,,0.19884992345297997,,1.0,,,,,,,,0.037436236201735994,,,,,,0.04157357580040739,,,,0.034842892209552875,,,0.04332407574223919,,,,0.04971248086324499,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,15.0,,,,4.0,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,14.0,,,,4.0,
常陸太田市議会議員選挙（2014年07月27日投票）,常陸太田市議会議員選挙,茨城県,常陸太田市,20140727.0,2014.0,7.0,27.0,20140720.0,56.91,20.0,21.0,1.05,,,,,任期満了,,,,,常陸太田市議会議員選挙（2014年07月27日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.9047619047619048,0.09523809523809523,0.0,0.95,0.05,0.0,0.9669316111976313,0.03306838880236869,,0.05089113743145428,0.016534194401184345,,26671.998,5.0,61.38095238095238,5.769180766106931,48.0,59.0,64.0,66.0,69.0,61.25,5.881113840081656,48.0,58.25,62.5,66.0,69.0,,,,,,,,2249.924,,,,,,1232.0,,,,608.0,,,12466.075,,,,10115.999,,26671.998,,,,,,,,0.08435528526959248,,,,,,0.04619076531124515,,,,0.02279544262113397,,,0.4673843706796919,,,,0.37927413611833655,,1.0,,,,,,,,0.08435528526959248,,,,,,0.04619076531124515,,,,0.02279544262113397,,,0.046738437067969194,,,,0.04740926701479207,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,10.0,,,,8.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,9.0,,,,8.0,
常陸太田市議会議員選挙（2018年07月29日投票）,常陸太田市議会議員選挙,茨城県,常陸太田市,20180729.0,2018.0,7.0,29.0,20180722.0,55.43,18.0,20.0,1.1111111111111112,,,,,任期満了,56.91,,,,常陸太田市議会議員選挙（2018年07月29日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.95,0.05,0.0,1.0,0.0,0.0,0.9938679424616778,0.006132057538322294,,0.05230883907693041,0.006132057538322294,,25276.997,4.0,64.95,5.625611077918558,52.0,62.25,66.0,69.25,72.0,65.5,5.002777006601211,53.0,63.25,66.0,69.75,72.0,,,,,,,,2012.442,,,,,,1313.0,,,,,,,14432.76,,,,7518.795,,25276.997000000003,,,,,,,,0.07961554926797672,,,,,,0.051944461598820456,,,,,,,0.5709839661728804,,,,0.29745602296032236,,1.0,,,,,,,,0.07961554926797672,,,,,,0.051944461598820456,,,,,,,0.047581997181073366,,,,0.049576003826720394,,,,,,,,,1.0,,,,,,1.0,,,,,,,12.0,,,,6.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,11.0,,,,5.0,
日立市議会議員選挙（2003年04月27日投票）,日立市議会議員選挙,茨城県,日立市,20030427.0,2003.0,4.0,27.0,20030420.0,57.56,32.0,37.0,1.15625,152581.0,,,,任期満了,,,,,日立市議会議員選挙（2003年04月27日投票）,1.0,37.0,32.0,1.15625,0.0,0.0,0.0,0.08108108108108109,0.09375,0.6486486486486487,0.2702702702702703,0.08108108108108109,0.71875,0.21875,0.0625,0.7283418417322562,0.21161920785461585,0.0600389504131279,0.03034757673884401,0.021161920785461585,0.020012983471042634,86777.0,4.0,54.54054054054054,8.713439742159714,31.0,49.0,57.0,60.0,69.0,55.21875,7.494724707252429,39.0,50.0,57.0,59.25,69.0,,,,,,,,14547.0,,,,,,3429.0,,,,11797.0,,,57004.00000000001,,,,,,86777.0,,,,,,,,0.16763658573124215,,,,,,0.03951507888034848,,,,0.1359461608490729,,,0.6569021745393365,,,,,,1.0,,,,,,,,0.03352731714624843,,,,,,0.01975753944017424,,,,0.033986540212268226,,,0.02526546825151294,,,,,,,,,,,,,5.0,,,,,,2.0,,,,4.0,,,26.0,,,,,,,,,,,,,5.0,,,,,,2.0,,,,4.0,,,21.0,,,,,
日立市議会議員選挙（2007年04月22日投票）,日立市議会議員選挙,茨城県,日立市,20070422.0,2007.0,4.0,22.0,20070415.0,58.99,30.0,38.0,1.2666666666666666,160487.0,,,7906.0,任期満了,57.56,,,,日立市議会議員選挙（2007年04月22日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.13157894736842105,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02631578947368421,,,93759.0,4.0,56.68421052631579,8.091923404032647,42.0,52.0,56.0,61.75,73.0,56.333333333333336,7.354514864278193,42.0,52.0,55.5,61.0,70.0,,,,,,,,16524.0,,,,,,4016.0,,,,9043.0,,,64176.0,,,,,,93759.0,,,,,,,,0.17623908104821936,,,,,,0.0428332213440843,,,,0.0964494075235444,,,0.684478290084152,,,,,,1.0,,,,,,,,0.029373180174703226,,,,,,0.02141661067204215,,,,0.03214980250784814,,,0.025351047780894517,,,,,,,,,,,,,6.0,,,,,,2.0,,,,3.0,,,27.0,,,,,,,,,,,,,6.0,,,,,,1.0,,,,3.0,,,20.0,,,,,
日立市議会議員選挙（2011年04月24日投票）,日立市議会議員選挙,茨城県,日立市,20110424.0,2011.0,4.0,24.0,20110417.0,46.74,28.0,29.0,1.0357142857142858,157891.0,,,-2596.0,任期満了,58.99,,,,日立市議会議員選挙（2011年04月24日投票）,1.0,29.0,28.0,1.0357142857142858,0.0,0.0,0.0,0.13793103448275862,0.14285714285714285,0.7931034482758621,0.13793103448275862,0.06896551724137931,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7526404001644511,0.19135028093737153,0.056009318898177334,0.03272349565932396,0.04783757023434288,0.028004659449088667,72970.0,4.0,,,,,,,,,,,,,,,,,,,,,,13656.0,,,,,,3163.0,,,,7025.62,,,49125.38,,,,,,72970.0,,,,,,,,0.18714540222009043,,,,,,0.04334658078662464,,,,0.09628093737152255,,,0.6732270796217623,,,,,,1.0,,,,,,,,0.03742908044401809,,,,,,0.02167329039331232,,,,0.04814046868576127,,,0.03366135398108812,,,,,,,,,,,,,5.0,,,,,,2.0,,,,2.0,,,20.0,,,,,,,,,,,,,5.0,,,,,,1.0,,,,2.0,,,20.0,,,,,
日立市議会議員選挙（2015年04月26日投票）,日立市議会議員選挙,茨城県,日立市,20150426.0,2015.0,4.0,26.0,20150419.0,50.1,28.0,32.0,1.1428571428571428,,,,,任期満了,46.74,,,,日立市議会議員選挙（2015年04月26日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.15625,0.14285714285714285,0.75,0.21875,0.03125,0.8214285714285714,0.14285714285714285,0.03571428571428571,0.7832474091219948,0.19106738913146404,0.02568520174654111,0.032635308713416446,0.027295341304494864,0.02568520174654111,76036.0,5.0,58.1875,11.531038277189094,26.0,50.0,59.0,68.25,78.0,59.67857142857143,10.247137479833686,38.0,50.75,60.5,69.0,78.0,,,,,,,,12912.0,,,,,,3694.0,,,,7431.639999999999,,,49567.35999999999,,,2431.0,,,76035.99999999999,,,,,,,,0.1698142984901889,,,,,,0.04858225051291495,,,,0.09773843968646431,,,0.6518933136935137,,,0.03197169761691831,,,1.0,,,,,,,,0.03396285969803778,,,,,,0.024291125256457474,,,,0.048869219843232156,,,0.029631514258796076,,,0.03197169761691831,,,,,,,,,,5.0,,,,,,2.0,,,,2.0,,,22.0,,,1.0,,,,,,,,,,5.0,,,,,,2.0,,,,2.0,,,18.0,,,1.0,,
日立市議会議員選挙（2019年04月21日投票）,日立市議会議員選挙,茨城県,日立市,20190421.0,2019.0,4.0,21.0,20190414.0,46.74,28.0,31.0,1.1071428571428572,151367.0,,,,任期満了,50.1,,,,日立市議会議員選挙（2019年04月21日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.1935483870967742,0.21428571428571427,0.6451612903225806,0.3225806451612903,0.03225806451612903,0.7142857142857143,0.2857142857142857,0.0,0.7122998991489364,0.2752703660418157,0.012429734809247769,0.03561499495744682,0.02752703660418157,0.012429734809247769,69912.99599999998,4.0,57.903225806451616,11.587966056910432,37.0,50.0,55.0,66.5,82.0,58.67857142857143,11.802099000445917,37.0,50.5,58.0,68.25,82.0,,,,,,,,12603.0,,5684.056,,,,3657.0,,,,,,,47968.94,,,,,,69912.996,,,,,,,,0.18026691346484422,,0.0813018512323517,,,,0.052307871343405164,,,,,,,0.686123363959399,,,,,,1.0,,,,,,,,0.036053382692968844,,0.04065092561617585,,,,0.026153935671702582,,,,,,,0.031187425634518137,,,,,,,,,,,,,5.0,,2.0,,,,2.0,,,,,,,22.0,,,,,,,,,,,,,5.0,,2.0,,,,2.0,,,,,,,19.0,,,,,
東海村議会議員選挙（2008年01月20日投票）,東海村議会議員選挙,茨城県,東海村,20080120.0,2008.0,1.0,20.0,20080115.0,67.0,20.0,22.0,1.1,28525.0,,,,任期満了,,,,,東海村議会議員選挙（2008年01月20日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.22727272727272727,0.2,0.5909090909090909,0.36363636363636365,0.045454545454545456,0.6,0.35,0.05,0.5379953625632378,0.42516863406408095,0.03683600337268128,0.0413842586587106,0.05314607925801012,0.03683600337268128,18976.0,3.0,57.95454545454545,10.06559067827017,33.0,53.5,58.0,64.0,75.0,57.15,9.809561661970427,33.0,52.5,58.0,64.0,71.0,,,,,,,,1985.0,,,,,,1663.0,,,,,,,15328.0,,,,,,18976.0,,,,,,,,0.1046058178752108,,,,,,0.08763701517706576,,,,,,,0.8077571669477235,,,,,,1.0,,,,,,,,0.0523029089376054,,,,,,0.04381850758853288,,,,,,,0.04487539816376242,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,18.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,16.0,,,,,
東海村議会議員選挙（2012年01月22日投票）,東海村議会議員選挙,茨城県,東海村,20120122.0,2012.0,1.0,22.0,20120117.0,59.52,20.0,21.0,1.05,29723.0,,,1198.0,任期満了,67.0,,,,東海村議会議員選挙（2012年01月22日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.14285714285714285,0.15,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.6987902811840528,0.30120971881594705,,0.04658601874560352,0.05020161980265784,,17533.0,4.0,,,,,,,,,,,,,,,,,,,,,,1903.0,,,,,,1268.8899999999999,,,,1745.0,,,12616.11,,,,,,17533.0,,,,,,,,0.10853818513659956,,,,,,0.07237152797581703,,,,0.09952660696971426,,,0.7195636799178692,,,,,,1.0,,,,,,,,0.05426909256829978,,,,,,0.036185763987908515,,,,0.09952660696971426,,,0.044972729994866824,,,,,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,16.0,,,,,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,15.0,,,,,
東海村議会議員選挙（2016年01月24日投票）,東海村議会議員選挙,茨城県,東海村,20160124.0,2016.0,1.0,24.0,20160119.0,57.98,20.0,22.0,1.1,29925.0,,,202.0,任期満了,59.52,,,,東海村議会議員選挙（2016年01月24日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.22727272727272727,0.2,0.7727272727272727,0.22727272727272727,0.0,0.75,0.25,0.0,0.754651020145942,0.2453489798540581,,0.044391236479173056,0.04906979597081162,,17199.989999999998,4.0,59.0,10.348473756593727,26.0,58.25,61.0,66.0,72.0,58.35,10.60789800101792,26.0,57.25,60.0,66.0,72.0,,,,,,,,1813.0,,,,,,1039.5,,,,1696.0,,,12651.49,,,,,,17199.989999999998,,,,,,,,0.1054070380273477,,,,,,0.060436081648884685,,,,0.0986047084911096,,,0.7355521718326581,,,,,,1.0,,,,,,,,0.05270351901367385,,,,,,0.030218040824442342,,,,0.0986047084911096,,,0.043267774813685766,,,,,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,17.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,16.0,,,,,
東海村議会議員選挙（2020年01月19日投票）,東海村議会議員選挙,茨城県,東海村,20200119.0,2020.0,1.0,19.0,20200114.0,53.02,18.0,21.0,1.1666666666666667,,,,,任期満了,57.98,,,,東海村議会議員選挙（2020年01月19日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.8571428571428571,0.14285714285714285,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9357134093976199,0.06428659060238008,,0.05198407829986777,0.021428863534126694,,16302.0,4.0,62.61904761904762,8.465482803300148,44.0,59.0,63.0,68.0,76.0,62.94444444444444,7.699005868164063,45.0,59.75,63.0,67.5,76.0,,,,,,,,1803.0,,1486.0,,,,1032.0,,,,,,,11981.0,,,,,,16302.0,,,,,,,,0.11059992638940007,,0.0911544595755122,,,,0.06330511593669488,,,,,,,0.7349404980983928,,,,,,1.0,,,,,,,,0.055299963194700034,,0.0911544595755122,,,,0.06330511593669488,,,,,,,0.04323179400578781,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,17.0,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,14.0,,,,,
桜川市議会議員補欠選挙（2009年10月11日投票）,桜川市議会議員補欠選挙,茨城県,桜川市,20091011.0,2009.0,10.0,11.0,20091004.0,77.14,2.0,3.0,1.5,39006.0,,,,その他,,,,,桜川市議会議員補欠選挙（2009年10月11日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,26995.0,1.0,55.333333333333336,7.408703590297623,45.0,52.0,59.0,60.5,62.0,60.5,1.5,59.0,59.75,60.5,61.25,62.0,,,,,,,,,,,,,,,,,,,,,26995.0,,,,,,26995.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
桜川市議会議員補欠選挙（2013年10月13日投票）,桜川市議会議員補欠選挙,茨城県,桜川市,20131013.0,2013.0,10.0,13.0,20131006.0,無投票,2.0,2.0,1.0,,,,,その他,77.14,,,,桜川市議会議員補欠選挙（2013年10月13日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,52.5,8.5,44.0,48.25,52.5,56.75,61.0,52.5,8.5,44.0,48.25,52.5,56.75,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
桜川市議会議員選挙（2006年09月24日投票）,桜川市議会議員選挙,茨城県,桜川市,20060924.0,2006.0,9.0,24.0,20060917.0,無投票,26.0,15.0,0.5769230769230769,39725.0,,,,その他,,,,,桜川市議会議員選挙（2006年09月24日投票）,1.0,15.0,11.0,1.3636363636363635,1.0,1.0,0.0,0.13333333333333333,0.18181818181818182,0.0,0.13333333333333333,0.0,0.0,0.18181818181818182,0.0,,,,,,,15777.65,5.0,56.733333333333334,8.402116135567013,37.0,53.0,56.0,62.5,72.0,55.54545454545455,9.13896389953614,37.0,51.0,56.0,60.0,72.0,,,,,,,,1461.0,,,,,,1644.0,,,,444.84,,,10577.65,,,,1650.1599999999999,,15777.65,,,,,,,,0.09259934147354011,,,,,,0.1041980269558521,,,,0.028194312841265966,,,0.6704198660763802,,,,0.10458845265296161,,1.0,,,,,,,,0.09259934147354011,,,,,,0.05209901347792605,,,,0.028194312841265966,,,0.0744910962307089,,,,0.05229422632648081,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,9.0,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,0.0,,,8.0,,,,1.0,
